Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	Tot
Adcock, Jed	-	-	-	-	-	1	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	3
Aish, James	-	1	-	-	1	1	-	-	1	-	-	1		-	-	1	-	-	-	-	-	-	6
Beams, Claye									-	1	-	-	-	-	-	-	-	-		-	-	-	1
Bewick, Rohan		-		-	1		-				-	-	-	1	-	-	-	-	1	-	-	1	4
Bourke, Jordon																						1	1
Brown, Jonathan	1	1	-	-	3	-		-	-	2	2	-											9
Clarke, Justin	-	-	-	-	-	-	-	1	-	-	1	-	-	2	1	1	-	-	-	-	2	-	8
Close, Michael	1	-	2						1			-	-	3	-	-	2	-	-	1	-		10
Crisp, Jack																	1	2	1	-	1	-	5
Cutler, Tom				-	-	-	-	-	-				-										
Freeman, Jonathan																			1	2	1	-	4
Gardiner, Darcy					-	-	-	-	-	1	-	-	-		-	-	-	-	1	-	-	-	2
Golby, Mitch	-	-	-	-	-		-		-	-	-	-				-						-	
Green, Josh	-	-	-			-	-	-	-	-	-	-	-	-	-	1	-	1	1	-	-	-	3
Hanley, Pearce	-	-	-	-		-		1	-	-	1	1	-	-	-	-	-	-	-	-	-	-	3
Harwood, Ryan	-			-						-	2	2	-	1	1	-	-	-	-	-	2		8
Lester, Ryan	-	-	-		-	1	-	-	-					-	1	1	-	-				-	3
Leuenberger, Matthew	-	-	1	-																		1	2
Lisle, Jordan		-	1	1	-				1														3
Maguire, Matt								-		-	-	-	-	-	1	3	-	1	1	-	-		6
Martin, Stefan											-	-	-	2	-	-	1	1	-	-	1	3	8
Mayes, Sam	1	-	-	-	1	-	-	-		-	-	-	-	-	-	-	-	1	1	-	1	-	5
McGrath, Ashley														-	-	2	-	-			-		2
McGuane, Luke					-	-	1																1
McStay, Daniel														-	2	-	-	2	1	1	-	1	7
Merrett, Daniel	2	-	-			-	2	3	-	-	-		1	-	1	2	-	3	2	1	-	-	17
Moloney, Brent	-	-	-	-	-																		
OBrien, Zac										-	-	-	-									-	
Paine, Jackson				-	-			-	-	-												-	
Paparone, Marco	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-			1	-			3
Patfull, Joel	-	1	-	-	1	1	-	-		3	3	-	1	1	1	2	1	1	-	-	3	-	19
Polkinghorne, James						-	-																
Raines, Andrew						-	-	-	-														
Redden, Jack	-	-	-	-	1	-	1	-	-	-	-	-	-	-									2
Rich, Daniel	1	-	-																				1
Robertson, Nick				-	-	-	1	-	-				-						1				2
Rockliff, Tom	-		1	-	-	-	-	-		-	-	2	-	2	-		-	-	-	-	-		5
Taylor, Lewis	-	1	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
West, Trent	1	-	1	-	-	2	-	-	-	-													4
Zorko, Dayne	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-		2
Totals	7	4	7	1	8	7	5	6	3	9	9	8	3	12	8	13	5	12	12	5	11	7	162
Opponent	HW	GE	GC	PA	RI	SK	SY	ES	NM	CA	WB	GW	FR	NM	RI	WC	GC	ME	AD	CW	FR	GE	
