Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Bateman, Chance		-	1	3	1	-	-				1		-	-	5	-	-	1	3	-	1	-	-	16
Birchall, Grant	3	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			4
Brown, Campbell	-	-	-	-	-	-	-	-	-	-					-	-	-			-	-	-	-	
Burgoyne, Shaun								1	2	-	-	1	-	-	-	-	-	-	-	1	1	-	1	7
Ellis, Xavier	1	1	1	-	2	1	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	8
Franklin, Lance		-	-		-	1		1	1	-		-	-	-	1		-	-	-	-	-	1	-	5
Gibson, Josh	-	-	-												-	-	-	-	-	-	-	-	-	
Gilham, Stephen	-	-	1	1	-	6	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	11
Guerra, Brent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hodge, Luke	-	2	-	4	6	-	-	-	-	-	2	1	-	-	-	-	-	-	1	-	-		-	16
Hooper, Rhan	-	-							-	-										-		-		
Kayler-Thomson, Jarrod	-				-	-																		
Ladson, Rick	-	-	-	-	-	-	-				-	-	-					-	-				-	
Lewis, Jordan	-	1	2	2	3	1	-	-	1	1	-	4	-	2	3	-	-	2	1	-	1	-	1	25
Mitchell, Sam	-	-	-	-				-	-	-	-	-	-	-		-	-	-	-	-	-	1	-	1
Morton, Jarryd	3	-	-	1			2																	6
Moss, Garry	-		1	-															-					1
Murphy, Tom	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1
Muston, Beau							-	-				-	-	-										
Osborne, Michael	-	-		-	1	-			-	1	1	-	2	-	2	-	-	-	1	-	-	-	-	8
Peterson, Carl	-	1	3	1	1		3	1	1	-	1	2		-	2	-				-	-	1		17
Renouf, Brent	17	16	18	29		19	19	23	22	16	16	23	14	12	17	15	20	19	21	22	21	27	20	426
Rioli, Cyril		-	1	-	-	-	-	-	1	-	-	1	-	1	2	-	-	-			1	-	-	7
Roughead, Jarryd	-	1	4	2	12	1	-	-	1	2	3	-	-	-	1	-	-	-	-	-	-	-	1	28
Schoenmakers, Ryan	1	-	-	1	2	6	5					-	-	-	-									15
Sewell, Brad					-	1	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	3
Shiels, Liam	-	-			-	-	-				-													
Skipper, Wayde								19	9	6	12	11	10	12	4	16	15	16		19	26	15	18	208
Stokes, Cameron								-																
Stratton, Ben			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Suckling, Matt	-		-				-	-											-					
Taylor, Simon																			15					15
Whitecross, Brendan				-	-	-	-	-	-	-	-	-				-	-	-		-	-	-	-	
Young, Clinton				2	-	-	-	-	-	-	-		-	-	-	-	-	-	-			-	-	2
Totals	25	22	33	46	28	36	30	46	38	26	37	43	26	27	39	31	35	39	43	42	51	45	42	830
Opponent	ME	GE	WB	CW	NM	ES	WC	RI	CA	SY	PA	AD	ES	WB	GE	BL	SK	PA	SY	ME	FR	CW	FR	
