Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	PF	Tot
Bartel, Jimmy	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-		-	-	-	-	-	-	-	-	3
Blicavs, Mark	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-		-		-	-	-	-	-	-	
Brown, Mitch		-							-	-	-						-									
Burbury, George									-	-																
Caddy, Josh	-	-	-	-	-			-					-	-	-	-	-	-	-	-	-	-	-		-	
Chapman, Paul	-	-	-	-																	-	-	-	-		
Christensen, Allen	-	-	-	-	-	2	-	-	-	-	-	-	3	-					-	-	-	-	-	-	-	5
Corey, Joel		-	-	-	-	-		-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
Duncan, Mitch	-	-	-	-	-	1	-	-	-	1	-	-	1	2	-	-	-	-	-	-	-	-	-	-	-	5
Enright, Corey	-	-	-	-	-	-	2	-	-	-	-	-	-	-		-	-	-	-	-	1	-	-			3
Guthrie, Cameron					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Hawkins, Tom	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-		-	-	
Horlin-Smith, George	-			-	-	-	-	-							-		-									
Hunt, Josh								-	-	-	-	-	-	-	-	-		-						-	-	
Hunt, Taylor	-	-	-	-	-	-	-					-	-	-	-		-	-				-		-		
Johnson, Steve			-	-	2	3	3		3	-	-	2			3		2	2	-	2	3	-	-	-	-	25
Kelly, James		-			-	-	-			-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Lonergan, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Mackie, Andrew	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Motlop, Steven	-	-	-	-	-	-	-	-	1	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Murdoch, Jordan	-		-			-					-	-	-	-	-	-				-					-	
Podsiadly, James	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	1		-	-	-	-	-	-	-	1
Rivers, Jared	-			-	-														-	-	-	-	-	-	-	
Schroder, Jordan							-	-	-	-																
Selwood, Joel	2	3	-	3	-	-	-	-	-	-	3	-	-	3	2	2	3	-	3	3	-	-	-	-	-	27
Simpson, Dawson												-	-	-	-	-	-									
Smedts, Billie	-	-	-	-	-	-	-	-			-				-	-	-	-								
Stokes, Mathew	-	-	2	1	-	-	-	1	-	-	-	-	-	-		-	-	-	-	1	-	2	-	-	-	7
Stringer, Jesse											-	-	-	-	-	-			-							
Taylor, Harry	-	-	1	-	3	-	-	-	2	-		-	2	-	-	-	-	-	-	-	2	-	-	-	-	10
Thurlow, Jackson							-	-	-		-															
Varcoe, Travis	-	-	-												-	-	-	-	-	-	-	-	-	-	-	
Vardy, Nathan										-	-						-	-	-	-	-		-	-	-	
Walker, Josh																			-	-			-			
West, Trent	-	-	-	-	-	-	-	-	-	-	-							-				-				
Totals	3	3	3	4	5	6	5	1	6	4	4	2	6	5	5	2	6	2	3	6	6	2	0	0	0	89
Opponent	HW	NM	CA	SY	WB	RI	ES	CW	PA	GC	GW	BL	FR	HW	ME	AD	SK	NM	PA	WC	SY	BL	FR	PA	HW	
