Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	PF	Tot
Bartel, Jimmy	2	-	-	-	-	-	-	1	1	-	1	-	-	-	1	-		1	-	-	-	-	-	-	-	7
Blicavs, Mark	11	4	11	11	9	12	12	10	20	13		8	6	12	11	5		8		18	11	20	7	11	8	238
Brown, Mitch		-							-	-	-						-									
Burbury, George									-	-																
Caddy, Josh	-	-	-	-	-			1					-	-	-	-	1	-	-	-	1	-	-		-	3
Chapman, Paul	-	-	-	-																	-	-	-	-		
Christensen, Allen	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-	-	
Corey, Joel		1	-	1	-	-		-	-	1	-	-	-	-		-	1	-	1	-	-	-	-	1	-	6
Duncan, Mitch	-	-	-	1	-	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	5
Enright, Corey	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-			
Guthrie, Cameron					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Hawkins, Tom	1	1	-	-		-	1	-	-	-	-	-	-	-	-	-	1	-	-		-	-		1	-	5
Horlin-Smith, George	-			-	-	-	-	-							-		-									
Hunt, Josh								-	-	-	-	-	-	-	-	-		-						-	-	
Hunt, Taylor	-	-	-	-	-	-	-					-	-	-	-		-	-				-		-		
Johnson, Steve			-	-	-	-	-		-	-	-	-			1		-	-	-	-	-	-	-	-	-	1
Kelly, James		-			-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lonergan, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Mackie, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Motlop, Steven	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Murdoch, Jordan	-		-			-					-	-	-	-	-	-				-					-	
Podsiadly, James	-	-	1	1	-	-	1	-	1		2	-	-	1	2	-	1		1	-	-	-	1	1	-	13
Rivers, Jared	-			-	-														-	-	-	-	-	-	-	
Schroder, Jordan							-	-	-	-																
Selwood, Joel	2	1	-	1	1	2	-	2	2	1	2	-	-	-	-	-	-	-	2	-	3	1	1	-	-	21
Simpson, Dawson												24	34	23	55	33	10									179
Smedts, Billie	-	-	-	-	-	-	-	-			-				-	-	-	-								
Stokes, Mathew	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	1
Stringer, Jesse											-	-	-	-	-	-			-							
Taylor, Harry	-	-	-	-	-	-	-	-	-	1		-	-	-	1	-	-	-	1	-	-	-	-	1	-	4
Thurlow, Jackson							-	-	-		-															
Varcoe, Travis	-	-	-												-	-	-	-	-	-	-	-	-	-	-	
Vardy, Nathan										5	6						19	4	17	13	9		6	17	17	113
Walker, Josh																			6	1			-			7
West, Trent	11	28	22	23	15	31	15	25	17	10	42							14				25				278
Totals	28	35	34	38	25	45	30	39	42	31	53	32	40	36	72	38	33	27	28	32	24	46	16	32	25	881
Opponent	HW	NM	CA	SY	WB	RI	ES	CW	PA	GC	GW	BL	FR	HW	ME	AD	SK	NM	PA	WC	SY	BL	FR	PA	HW	
