Player	R1	R2	R3	R4	R5	R6	R7	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Bartel, Jimmy	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-		2	-	1	-	5
Bews, Jed								-	-	-	-			-	-					-					
Blicavs, Mark	3	1	2	5	4	10	12	2	-	1	11	11	5	9	19	14		6	9	13	10	14	14	22	197
Brown, Mitch	-	-	-																			-		1	1
Burbury, George			-	-	-	-	-																		
Caddy, Josh	-	-	-	-									-	-	-	2	2	-	1	-	-	-	1	1	7
Christensen, Allen													-	-	-	-		-	-	-	-				
Duncan, Mitch	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	1	-	-	-	3
Enright, Corey	-	-		-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Guthrie, Cameron	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Hartman, Brad												-			-	-	-				-				
Hawkins, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1
Horlin-Smith, George		-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-		-	-	-	
Hunt, Taylor	-	-		-	-	-	-	-																	
Johnson, Steve	-	1	-	-	-	-	-	-		-	-		-	-	-	-	-	-	-				-		1
Kelly, James	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Kersten, Shane													-	-	-	-	-	-	-	-	-				
Lang, Darcy												-													
Lonergan, Tom	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Mackie, Andrew	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McCarthy, Lincoln	-	-																				-		-	
McIntosh, Hamish	19	27	12	5	14	19	25	23	7	28	26		27		32	26	20		20	18	17		15		380
Motlop, Steven							-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Murdoch, Jordan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Rivers, Jared	1		-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	1
Selwood, Joel	1	-	-	-	-	1	-	-	-	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-	5
Sheringham, Jackson			-		-	-	-	-	-	-															
Simpson, Dawson	17	26	20	15	19		16	8	21	21		52		27			20	25							287
Smedts, Billie										-	-	-	-							-		-			
Stokes, Mathew	-	-	-	-	-	-	-		-	-	-	-	-				-	-	-	-	-	-	-	-	
Stringer, Jesse									-	-	-	-													
Taylor, Harry	1	-	-	-	-	1	-	-	-	-	-	-		-	1	1	-	-	-	-	-	-	-	-	4
Thurlow, Jackson						-														-	-	-	-	-	
Varcoe, Travis	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	
Walker, Josh						-					1	-	8									9	6	7	31
Totals	42	55	34	25	37	31	54	33	28	50	40	63	42	36	53	43	44	31	31	31	30	23	37	31	924
Opponent	AD	BL	CW	WC	HW	PA	RI	FR	NM	SY	CA	SK	GC	ES	WB	ME	GW	NM	FR	CA	HW	BL	HW	NM	
