Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Atley, Shaun	-	-	-	1	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Bastinac, Ryan	-		-	-	-	-	-	-	-	-	-			-	1	-	-			-	-	-				1
Black, Aaron					-										-							1				1
Brown, Ben		1	-	2	-	2	-		2	-	-	-		-	1	2	1	2	-	1	1	-	1	-	1	17
Cunnington, Ben	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-		-	-	1	4
Dal Santo, Nick	-	-										-	-	1	-	-	2	1	-	1	-		-	-	-	5
Daw, Majak													-									-				
Dumont, Trent				-				-	-	-	-	1	-									-				1
Firrito, Michael	-	-	-	1	-	1	-	-	-	1	-	-	-	-	-	-	-		-	-	-		-	-	-	3
Garner, Taylor														3	-	1	-	-	-		2	-	-	1	-	7
Gibson, Sam	1	1	-	-	-	-	1	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2	-	8
Goldstein, Todd	-	-	-	1	1	-	-	1	-	-	-	-	1	1	2	1	-	1	-	-	1		-	-	-	10
Hansen, Lachlan						-	1	-	-	-	-	-	-					-	-	-	-	-	-	-	-	1
Harvey, Brent	1	-	1	-	-	-	-	1	-	-	3	1	-	1	1	-	-	2	-	1	1	-	-	1	1	15
Higgins, Shaun	-	3	1	1	1	-	2	-	2	1	2	1	1	1	2	1	-	-	1	-	1		3	1	1	26
Jacobs, Ben	-		-	-	-	-	-	-		-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	2
Macmillan, Jamie	-				-		-	2	-	1	-	-	-	-	-					1	-	-	-	-	1	5
McDonald, Luke	-	-	-			-	-	-	-							-	-	-	-	-		-		-		
McKenzie, Brad																						1				1
McMahon, Scott										-	-															
Mullett, Aaron														-	-			-				-				
Nahas, Robin		-	-	-	-	-	1	-	1	-	3	2	1					-	-	-	1	-	-			9
Petrie, Drew	2	1	-	-	1	2	-	2	2	2	-	2	-	-		1	-	1	1	1	2	1	3	3	2	29
Swallow, Andrew	-	-	1	-	-	-	-			-	-	1	-	-	-	-	-	-	-	-	1		-	-	-	3
Tarrant, Robbie			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Thomas, Lindsay	-	2	2	1	1	-	3	1	-	-	1	-	2			-	2	2	1	1			-	-	-	19
Thompson, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Tippett, Joel	-	-																				-				
Turner, Kayne	1	-	-	-	-				-					-	-	1	-					-		1	-	3
Waite, Jarrad	-	1	-	-		3	2	2	1	1	1	-	-	2	-	1	-	1	3	-	1		2	1	2	24
Wells, Daniel	-	-																								
Wood, Mason		1	1	-	2	1		-														1				6
Wright, Sam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Ziebell, Jack	1	1	-	-	-	1	2	-	-	-	3	-	1	-	2	-	2	1	1		-	-	1	-	-	16
Totals	6	12	6	7	6	10	13	9	10	6	13	8	6	9	9	10	7	11	9	6	11	4	10	10	9	217
Opponent	AD	BL	PA	GE	HW	RI	ES	FR	CW	WC	SY	GW	GC	GE	ES	BL	CA	ME	SK	FR	WB	RI	RI	SY	WC	
