Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Atley, Shaun	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bastinac, Ryan	-		-	-	-	-	-	1	-	-	-			-	-	-	-			-	-	-				1
Black, Aaron					-										-							2				2
Brown, Ben		2	-	5	2	2	1		-	5	4	7		7	1	6	4	1	3	-	2	1	3	4	3	63
Cunnington, Ben	-	-	-	-	2	-	3	-	1	1	-	-	-	-	-	-	-	-	-	-	-		-	1	-	8
Dal Santo, Nick	-	-										-	1	-	1	-	-	-	-	-	2		1	2	2	9
Daw, Majak													4									25				29
Dumont, Trent				-				-	-	1	-	-	-									-				1
Firrito, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-		-	-	-	1
Garner, Taylor														-	-	-	-	-	-		-	-	-	1	-	1
Gibson, Sam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Goldstein, Todd	35	37	49	42	40	36	38	31	51	47	37	80	62	45	56	39	41	50	39	28	54		46	34	41	1058
Hansen, Lachlan						-	-	-	-	-	-	-	-					-	-	-	-	-	-	-	-	
Harvey, Brent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Higgins, Shaun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Jacobs, Ben	-		-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Macmillan, Jamie	-				-		-	-	-	1	-	-	-	-	-					-	-	-	-	-	-	1
McDonald, Luke	-	-	-			-	-	-	-							-	-	-	-	-		-		-		
McKenzie, Brad																						-				
McMahon, Scott										-	-															
Mullett, Aaron														-	-			-				-				
Nahas, Robin		-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-			
Petrie, Drew	3	-	-	-	-	1	-	2	-	-	1	-	-	-		-	-	1	-	-	-	3	-	-	-	11
Swallow, Andrew	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Tarrant, Robbie			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-		-	1
Thomas, Lindsay	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-			-	-	-	
Thompson, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Tippett, Joel	-	-																				-				
Turner, Kayne	-	-	-	-	-				-					-	-	-	-					-		-	-	
Waite, Jarrad	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Wells, Daniel	2	-																								2
Wood, Mason		-	-	-	-	-		-														-				
Wright, Sam	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	1
Ziebell, Jack	1	2	-	-	1	-	2	2	1	-	2	2	-	-	-	-	-	-	-		-	6	1	1	3	24
Totals	41	41	50	47	45	39	44	36	53	55	44	89	67	52	58	45	45	52	44	28	58	37	51	43	49	1213
Opponent	AD	BL	PA	GE	HW	RI	ES	FR	CW	WC	SY	GW	GC	GE	ES	BL	CA	ME	SK	FR	WB	RI	RI	SY	WC	
