Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Atley, Shaun	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	1	-	1
Bastinac, Ryan	-		-	-	-	1	-	-	-	-	-			-	2	-	1			-	1	1				6
Black, Aaron					1										-							1				2
Brown, Ben		2	2	3	2	3	-		1	2	-	1		-	4	2	1	1	-	3	-	1	-	-	3	31
Cunnington, Ben	1	1	-	-	1	-	2	1	-	-	-	-	2	-	-	1	2	1	-	-	-		-	-	1	13
Dal Santo, Nick	-	-										-	-	1	1	-	2	1	-	1	-		-	-	-	6
Daw, Majak													-									1				1
Dumont, Trent				-				-	-	-	1	-	1									-				2
Firrito, Michael	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-		-	-	-	1
Garner, Taylor														2	-	-	-	-	-		2	1	1	2	-	8
Gibson, Sam	-	-	1	-	-	-	2	-	1	-	-	-	-	-	-	2	-	-	1	-	-	-	1	1	1	10
Goldstein, Todd	-	-	-	-	-	-	-	-	1	1	-	-	-	2	-	-	3	-	-	1	1		-	1	-	10
Hansen, Lachlan						-	-	-	-	-	-	-	-					-	-	-	-	-	-	-	-	
Harvey, Brent	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	1	2	-	-	2	-	-	-	1	-	8
Higgins, Shaun	1	4	1	-	-	1	3	-	1	-	2	1	2	4	1	-	1	-	-	2	1		3	1	-	29
Jacobs, Ben	-		-	-	-	-	-	-		-	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-	3
Macmillan, Jamie	-				-		-	1	-	1	-	-	-	-	-					1	-	-	1	-	1	5
McDonald, Luke	-	-	-			-	-	1	-							-	-	-	-	-		-		-		1
McKenzie, Brad																						1				1
McMahon, Scott										-	-															
Mullett, Aaron														-	-			-				-				
Nahas, Robin		2	1	-	-	2	1	-	2	-	-	4	-					1	1	-	-	1	-			15
Petrie, Drew	1	3	1	-	2	3	2	3	6	1	2	3	2	3		4	3	3	6	1	5	-	2	4	2	62
Swallow, Andrew	-	-	-	-	-	-	-			-	-	-	1	1	-	-	1	-	-	-	-		-	-	-	3
Tarrant, Robbie			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Thomas, Lindsay	3	2	2	1	1	1	2	1	-	2	1	-	-			-	5	3	3	-			-	-	-	27
Thompson, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Tippett, Joel	-	-																				-				
Turner, Kayne	-	-	-	-	-				-					-	1	3	1					1		-	-	6
Waite, Jarrad	-	6	-	2		3	2	2	4	1	1	1	1	4	1	1	3	4	-	4	4		5	4	2	55
Wells, Daniel	-	-																								
Wood, Mason		1	1	-	1	-		-														-				3
Wright, Sam	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-		-	-	-	1
Ziebell, Jack	-	1	-	-	-	-	1	-	-	-	1	-	1	-	1	-	2	1	2		-	-	-	-	1	11
Totals	6	22	9	7	8	15	15	10	16	8	9	10	10	17	11	14	27	16	13	15	14	9	14	15	11	321
Opponent	AD	BL	PA	GE	HW	RI	ES	FR	CW	WC	SY	GW	GC	GE	ES	BL	CA	ME	SK	FR	WB	RI	RI	SY	WC	
