Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Atley, Shaun	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bastinac, Ryan	-		-	-	-	-	-	-	-	-	-			-	-	-	-			-	-	-				
Black, Aaron					-										-							-				
Brown, Ben		-	-	-	-	-	-		-	-	-	-		-	1	1	-	-	-	-	-	-	-	-	-	2
Cunnington, Ben	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	3
Dal Santo, Nick	-	-										1	-	-	-	-	-	1	-	-	-		-	-	-	2
Daw, Majak													-									-				
Dumont, Trent				-				-	-	-	-	-	-									-				
Firrito, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-		-	-	-	
Garner, Taylor														-	-	-	-	-	-		-	-	-	-	-	
Gibson, Sam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Goldstein, Todd	-	1	-	3	-	-	-	-	-	-	1	3	-	2	3	-	1	2	-	2	-		-	-	-	18
Hansen, Lachlan						-	-	-	-	-	-	-	-					-	-	-	-	-	-	-	-	
Harvey, Brent	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2	-	-	-	1	-	-	-	-	-	4
Higgins, Shaun	-	-	-	-	-	-	-	-	-	2	-	-	-	1	-	-	2	3	-	-	-		-	-	-	8
Jacobs, Ben	-		-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Macmillan, Jamie	-				-		-	-	-	-	-	2	-	-	-					-	-	-	-	-	-	2
McDonald, Luke	-	-	-			-	-	-	-							-	-	-	-	-		-		-		
McKenzie, Brad																						-				
McMahon, Scott										-	-															
Mullett, Aaron														-	-			-				-				
Nahas, Robin		-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-			
Petrie, Drew	-	-	-	-	-	-	1	-	-	-	-	-	-	-		3	-	-	3	-	-	-	-	-	-	7
Swallow, Andrew	-	-	2	2	-	-	-			-	-	-	-	3	-	-	-	-	1	-	-		-	-	-	8
Tarrant, Robbie			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Thomas, Lindsay	-	-	-	-	-	2	-	-	-	-	-	-	-			-	-	-	-	-			-	-	-	2
Thompson, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Tippett, Joel	-	-																				-				
Turner, Kayne	-	-	-	-	-				-					-	-	-	-					-		-	-	
Waite, Jarrad	-	3	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	3
Wells, Daniel	-	-																								
Wood, Mason		-	-	-	-	-		-														-				
Wright, Sam	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	1
Ziebell, Jack	-	-	-	-	-	-	3	-	-	-	-	-	-	-	2	-	3	-	-		-	-	-	-	-	8
Totals	0	6	2	6	0	3	4	0	1	2	1	6	0	6	6	6	6	6	4	3	0	0	0	0	0	68
Opponent	AD	BL	PA	GE	HW	RI	ES	FR	CW	WC	SY	GW	GC	GE	ES	BL	CA	ME	SK	FR	WB	RI	RI	SY	WC	
