Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Atley, Shaun	1	-	2	-	-	-	-	-	-			1	-	1	-	-	1	-	1	-	-	-	-	2	1	10
Bastinac, Ryan	1		-	1	-	1	1	-	1	1	-			1	-	1	1			-	-	-				9
Black, Aaron					-										-							-				
Brown, Ben		2	-	-	-	-	-		-	1	-	-		-	-	-	-	-	1	1	1	-	-	1	-	7
Cunnington, Ben	-	2	1	1	-	-	1	-	1	-	-	1	-	-	-	-	-	-	-	-	-		-	1	1	9
Dal Santo, Nick	-	-										-	-	1	1	-	2	-	-	1	1		1	-	1	8
Daw, Majak													-									-				
Dumont, Trent				1				-	-	1	-	-	-									-				2
Firrito, Michael	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	1	-		1	-	-		-	-	-	4
Garner, Taylor														1	1	-	-	2	-		-	-	2	-	-	6
Gibson, Sam	2	-	1	-	-	-	1	1	-	-	-	-	-	1	1	1	-	1	-	-	-	-	-	-	-	9
Goldstein, Todd	1	-	1	-	-	-	2	-	1	-	-	1	-	2	1	-	1	-	-	1	-		1	-	1	13
Hansen, Lachlan						-	-	-	-	-	-	-	-					-	-	-	1	-	-	-	-	1
Harvey, Brent	1	-	-	-	1	-	-	-	1	-	-	3	-	1	-	-	1	2	-	-	-	-	2	-	2	14
Higgins, Shaun	-	1	-	3	1	-	1	-	1	-	-	3	1	2	-	-	1	1	-	1	-		1	1	-	18
Jacobs, Ben	-		1	-	-	1	-	-		-	-	-	-	-	1	-	1	1	-	-	1	1	-	-	-	7
Macmillan, Jamie	-				-		-	-	1	1	-	1	1	1	-					-	1	1	-	1	-	8
McDonald, Luke	-	-	-			-	-	-	-							-	-	-	-	-		1		-		1
McKenzie, Brad																						-				
McMahon, Scott										-	-															
Mullett, Aaron														-	-			-				-				
Nahas, Robin		-	1	-	-	2	1	-	-	-	1	-	1					1	-	2	-	2	1			12
Petrie, Drew	-	1	-	-	1	4	-	-	-	2	-	-	-	-		2	2	1	2	-	-	-	1	-	-	16
Swallow, Andrew	-	-	-	1	-	-	-			1	2	1	-	1	1	-	1	-	1	-	-		-	-	-	9
Tarrant, Robbie			-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-	1
Thomas, Lindsay	-	1	3	-	-	1	1	-	2	1	-	-	2			1	1	2	-	-			-	-	-	15
Thompson, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-		-	-	-	2
Tippett, Joel	-	-																				-				
Turner, Kayne	-	2	-	-	1				1					-	1	2	-					-		1	-	8
Waite, Jarrad	-	2	1	1		-	1	-	1	1	2	2	-	1	1	-	1	1	2	1	-		-	1	-	19
Wells, Daniel	-	-																								
Wood, Mason		2	-	-	1	-		-														-				3
Wright, Sam	-	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	-	-	1	-	-		1	-	-	7
Ziebell, Jack	-	-	-	1	1	2	1	-	-	-	-	-	1	-	1	2	1	-	-		1	-	-	-	-	11
Totals	6	14	12	9	6	12	10	1	10	9	6	15	8	13	9	10	14	13	9	8	6	5	10	8	6	229
Opponent	AD	BL	PA	GE	HW	RI	ES	FR	CW	WC	SY	GW	GC	GE	ES	BL	CA	ME	SK	FR	WB	RI	RI	SY	WC	
