Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Ball, Jason	-	1	1	3	2	-	-	-	-	-					2	-								-	9
Banfield, Drew	2	1	2	4	1	-	1	-	2	-	-	1	4	5	1	2	4	2	3	1	1	2	4	5	48
Blurton, Ashley	3	2	1					1																	7
Bond, Shane				-														-	1						1
Cousins, Ben				-	-	2	2	-	-	-	1	2	-	1	2	3	1	-		3	1	2	3	1	24
Donnelly, Andrew	-	1				1	2	3	-	3	2	4	3	3	2	2	-	5	2	2	-		-	1	36
Downsborough, Ian		-	1	-	-	1	3	-	1	1	-	3	1			4	2	-	2	1		1	3		24
Evans, Tony	2	-	1		3	3	2	2	2	-	-	4	4	4		5	1	1	2	2	1	7	3	3	52
Fewster, Brendon	-	-	-																						
Gehrig, Fraser	-	1	1	1	1	1	3	1	1	-	-	-	1	2	2	-	-	-	1	1	-	2	1	2	22
Hart, David		2	2	1	2	1	-	-	-	3	1	-	1	2	3	1	5	1	2	1			1	-	29
Heady, Brett																		1	1	1	1	2	-	1	7
Heatley, Jason																				2	2				4
Jakovich, Glen	1	-	1	1	2	1	-	-	1	3	1	-													11
Kemp, Dean	2	5	2	5	6	6	3	2	1	-			7	4	2	4	1	5	4	2	2		4	3	70
Lewis, Chris		2	2								-	2	-				1				-	3			10
Lovell, Andy	1	3	3	1	1	3	2	-	3	-	1	3	4	3	2	-		-	2	1	1	-	1	3	38
Lyle, Brayden	1	2	4	2		2	-	1	2										-		-	2			16
Mainwaring, Chris	1	1	3	-	3	2	-	-	2	1	2	1	2	2	1	4	-			3	2	2	3	6	41
Matera, Peter	-	4	-	4	7	3	2	3	2	-	3	2	3	2	4	5	4	4	4	3	5	1	3	3	71
Matera, Phillip				2	-	1	1	2																	6
McIntosh, Ashley	1	1	1	-	-	-	-	-	-	-	-	-	2	1	4	1	1	-	-	2	1	3	2	3	23
McKenna, Guy	3	2			5	3	3	3	2	-	1	1	1	2	1	1	2	2	6	3	4	8	3	2	58
Metropolis, Daniel	1	1	2	2	2	2	-			-	2	-	4	2	1	-	-	1	3	1	4	2	3	-	33
Morrison, Chad	2			-					3	-	-	-	-	2	2	1	2	-	3	1	-	3	3	1	23
Pyke, Don										1	-	3	1	1	2	2	3								13
Schofield, Jarrad			-	1	3	2	-	-	2	1	2	1	1	2	2	-	2	2	-	-	2	1	1	-	25
Sikora, Shane																		-	1						1
Spinks, Brett			-	-	-																				
Sumich, Peter														1	3			1			-	-	2	-	7
Symmons, Paul			2	1	3			-	1	1	8	2	5	-	2		2								27
Turnbull, Ryan	-										1	-	-	3	-	-	2		1	-	-	3	1	-	11
Waterman, Chris	-													2	1	1	1	4	1	2	1	1	1	4	19
White, Mitchell	-	1	-	3	1	1	-	1	1	1	1	1	2	1	1	2	4	1	-	3		2	1	1	29
Wirrpanda, David					2	3	3		1													-			9
Worsfold, John	-	-																							
Totals	20	30	29	31	44	38	27	19	27	15	26	30	46	45	40	38	38	30	39	35	28	47	43	39	804
Opponent	FR	BB	ES	GE	CA	ME	NM	SY	HW	AD	CW	SK	FO	RI	FI	FR	BB	ES	GE	CA	ME	SY	CA	ES	
