Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Betheras, Rupert	-	-				-							-	-	-	-	1	-								1
Buckley, Nathan	2	-	-	-	-	-	3	1	1	1		-	2	1	1	1	-	-	1	1	1	-	-	2	-	18
Burns, Scott			-	-	1	1	-	-	-	-	4	-	1	1	1	-	1	1	-	2	1	1	1	-	-	16
Clement, James	-	-	1	-	-	-	-	1	-	-	-	1	-	1					-	-	-	-	-	-	-	4
Cloke, Jason		-	-	-	-	-			-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Cole, Richard							1	-	3	-	-		-	1	-	1	-	-	-	1		-	-	1	-	8
Davis, Leon	1	1	-	1	-			5	-	-	1	-	-											-	-	9
Didak, Alan	1	-	-	-	-	-	-	1	1	-	-	-	2	1	-	-	2	-	-	2	-	-	-	1	-	11
Fraser, Josh			-	1	1	1	-	-	1	-	-	1	-	-	1	-	-	1	-	-	-	-	-	-	-	7
Freeborn, Glenn			-	1	1																					2
Holland, Brodie	-					1	-	-	1	-	1	-	-	1	-	1	-	-	-	-	-			2	1	8
Johnson, Ben	2	-	-	-	1	-	-	-	-	1	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	6
Kinnear, Ben						-							1	-	-	-						1	-	-	-	2
Licuria, Paul		-	-	-	-	1	2	-	3	-	-	-	-	-	-	1	-	-	-	1	-	-	-	1	-	9
Lockyer, Tarkyn	1	-	-																							1
Lokan, Matthew	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	2
Lonie, Ryan	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	3
McGough, Mark	1	-			-	-						-						2	-		-					3
McKee, Steven	1	-	-	-	2	-	-	-		-							-	-	-	-						3
Molloy, Jarrod	-	2	-	1	1	-	1	1	-	1	-	1	-	2	-	1	1	1	-		-					13
OBree, Shane	-	-	2	-	-	-	-	-	-	-	2	-	-	3	1	1	2	-	-	-	-	2	1	-	3	17
Prestigiacomo, Simon				-	-	-	-	-			-	-		-	-	-	-						-	-	-	
Rocca, Anthony	-	1	1	-	-	1	2	-	1	-	-	-	1	-	-	-	2	1	-	1	-	-	-	2		13
Scotland, Heath	-						-				-	-								-	1	1	1	1	-	4
Shaw, Rhyce	-	-	1	1			-	-	-	-	-				1		-	1	-	-	-	-	-	-	-	4
Swan, Dane													-			1						-				1
Tarrant, Chris	-	3	-	3	-	1	1	-	2	2	-	1	2	-	4	1	2	3	-	1	1	2	1	1	1	32
Wakelin, Shane	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Walker, Tristen	-	-							-								-	-		-	-	-	-		1	1
Williams, Andrew	-	-	1	-	-	1	-	1	-	1	1	-		1	1	-	-	-	1	-	1	-	-			9
Woewodin, Shane	1	-	-	-	-	-	-	-	1	-	2	-	-	-	-	-	1	-	1	1	-	-	1	-	-	8
Totals	11	7	6	8	7	7	11	10	15	6	11	4	9	13	10	8	14	10	4	10	5	7	5	11	6	215
Opponent	RI	CA	GE	BL	ES	SY	AD	WC	SK	PA	ME	HW	WB	KA	FR	RI	CA	GE	BL	AD	SY	ES	BL	PA	BL	
