Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Betheras, Rupert	-	-				-							-	-	-	-	-	-								
Buckley, Nathan	1	1	-	2	-	-	1	1	-	1		-	1	-	1	-	-	2	1	1	1	3	1	4	1	23
Burns, Scott			1	1	-	1	-	1	-	-	1	1	2	2	-	-	1	-	1	3	-	2	1	1	-	19
Clement, James	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	1	-	1
Cloke, Jason		-	-	-	-	-			-	-	-	-	-	-	-	-			-	-	-	-	1	-	-	1
Cole, Richard							-	-	-	-	-		-	1	1	-	-	-	-	-		-	2	-	-	4
Davis, Leon	-	1	-	-	-			2	1	1	3	1	1											-	1	11
Didak, Alan	4	1	-	4	1	-	-	-	2	-	2	1	1	-	-	1	1	-	2	-	-	-	-	1	1	22
Fraser, Josh			-	-	1	-	-	1	2	-	1	1	1	-	-	3	-	1	-	1	2	2	-	-	-	16
Freeborn, Glenn			-	1	-																					1
Holland, Brodie	-					1	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-			-	1	4
Johnson, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	-	-	1	-	-	4
Kinnear, Ben						-							-	1	-	-						-	-	-	-	1
Licuria, Paul		-	-	-	3	-	-	-	1	-	-	-	-	1	-	-	-	1	1	1	-	-	1	-	1	10
Lockyer, Tarkyn	1	-	-																							1
Lokan, Matthew	-	-	-	1	-	1	-	-	-	1	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	5
Lonie, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	1	-	-	1	-	-	4
McGough, Mark	1	-			-	1						1						-	-		-					3
McKee, Steven	-	-	-	-	1	-	1	-		-							-	-	-	-						2
Molloy, Jarrod	-	-	1	-	-	1	-	-	1	-	-	2	3	2	-	1	1	2	-		1					15
OBree, Shane	1	-	-	-	-	-	-	-	-	1	-	1	2	-	-	-	2	1	1	3	1	-	1	-	-	14
Prestigiacomo, Simon				-	-	-	-	-			-	-		-	-	-	-						-	-	-	
Rocca, Anthony	1	2	3	-	-	1	2	2	2	1	1	-	3	-	3	1	1	1	2	2	1	-	-	-		29
Scotland, Heath	-						-				-	-								-	-	1	-	-	-	1
Shaw, Rhyce	-	-	-	-			-	-	-	-	-				-		-	-	-	-	-	-	-	-	-	
Swan, Dane													-			-						-				
Tarrant, Chris	1	4	2	2	2	3	1	4	-	3	2	-	2	1	3	-	2	2	1	3	2	1	1	-	2	44
Wakelin, Shane	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Walker, Tristen	-	-							-								-	-		-	1	-	1		-	2
Williams, Andrew	1	1	-	2	-	-	-	-	2	1	2	2		-	-	1	1	-	1	1	1	1	-			17
Woewodin, Shane	1	-	-	-	-	1	-	1	1	-	-	-	-	2	-	1	2	-	-	1	-	1	-	-	1	12
Totals	12	10	7	13	8	10	5	12	13	9	12	10	17	11	8	9	13	11	11	18	10	11	11	7	8	266
Opponent	RI	CA	GE	BL	ES	SY	AD	WC	SK	PA	ME	HW	WB	KA	FR	RI	CA	GE	BL	AD	SY	ES	BL	PA	BL	
