Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Betheras, Rupert	-	-				-							-	1	-	-	-	-								1
Buckley, Nathan	1	1	1	1	-	-	-	1	-	-		-	1	-	1	1	-	-	-	-	-	1	1	2	-	12
Burns, Scott			1	-	1	1	-	1	1	1	1	-	-	-	-	1	1	1	-	1	-	1	-	-	1	13
Clement, James	-	2	1	1	-	1	1	2	3	1	-	1	-	-					-	1	-	-	2	-	2	18
Cloke, Jason		-	1	-	1	-			2	1	-	1	-	-	1	-			-	1	-	1	3	2	1	15
Cole, Richard							-	-	1	-	-		-	-	-	-	-	-	-	-		-	1	-	-	2
Davis, Leon	-	2	-	-	-			-	2	-	1	-	-											-	-	5
Didak, Alan	-	-	-	2	-	2	-	-	-	1	2	1	-	-	-	-	-	-	-	1	1	1	-	-	-	11
Fraser, Josh			-	-	1	-	-	-	2	1	-	2	2	1	2	1	-	2	2	-	2	-	-	-	4	22
Freeborn, Glenn			-	-	-																					
Holland, Brodie	-					1	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-			1	-	4
Johnson, Ben	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	3
Kinnear, Ben						-							1	1	-	-						-	-	-	-	2
Licuria, Paul		-	-	-	-	-	1	-	-	-	-	-	-	1	1	-	-	-	1	1	-	1	-	-	-	6
Lockyer, Tarkyn	1	-	-																							1
Lokan, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	1	-	-	-	3
Lonie, Ryan	-	-	-	-	1	-	-	2	-	-	-	-	-	-	-	1	1	-	-	1	-	-	-	-	-	6
McGough, Mark	-	-			1	-						-						-	-		-					1
McKee, Steven	2	1	-	1	2	-	-	-		-							1	-	1	-						8
Molloy, Jarrod	1	3	1	-	-	1	-	1	1	3	-	2	2	2	-	1	1	2	-		-					21
OBree, Shane	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	2
Prestigiacomo, Simon				-	-	1	1	1			1	-		1	-	-	-						1	-	2	8
Rocca, Anthony	1	4	4	2	-	4	4	2	2	-	-	-	5	2	2	4	3	4	3	4	3	2	4	1		60
Scotland, Heath	-						-				-	-								-	-	1	-	-	-	1
Shaw, Rhyce	-	-	-	-			-	-	-	-	-				-		-	-	1	-	-	-	-	-	-	1
Swan, Dane													-			1						-				1
Tarrant, Chris	-	4	8	2	1	6	1	2	3	2	5	-	2	1	2	1	3	3	-	-	1	1	1	1	2	52
Wakelin, Shane	-	-	1	-	-		-	-	-	-	-	2	2	2	-	-	1	-	-	1	-	-	2	-	-	11
Walker, Tristen	-	-							-								1	-		-	1	-	-		-	2
Williams, Andrew	1	4	2	-	-	-	-	2	-	2	-	1		-	-	1	-	-	1	1	-	-	-			15
Woewodin, Shane	-	-	-	-	-	-	1	1	-	-	1	-	-	-	-	-	2	-	-	1	-	-	1	-	-	7
Totals	7	21	20	9	8	17	10	16	17	13	13	10	15	12	9	13	15	12	10	13	9	10	16	7	12	314
Opponent	RI	CA	GE	BL	ES	SY	AD	WC	SK	PA	ME	HW	WB	KA	FR	RI	CA	GE	BL	AD	SY	ES	BL	PA	BL	
