Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	1	-	-	-	-	-	1	-	-	1	1	-	1	1	1	-	-			-	-	-	1	-	8
Baker, Steven	-	1	-	-	-	-	-	-	-	1	1	-	-	-	-	-	1	-	-	-	-	3	-	-	7
Ball, Luke	-	1	-	-	-	-	-	-	-	1	1	-	2	-	-	2	-	-	1	-	-	2	-	-	10
Blake, Jason	-			-				-	-	-					-	-	-	-	1	-	-	-	-	1	2
Brooks, Barry			-								-														
Clarke, Raphael			1	-	-	2	-	-	-	-		1	-		-	-	1					1	-	-	6
Clarke, Xavier				1	-	-	1			-	-				-	-	-								2
Dal Santo, Nick	-	1	-	2	-	-	-	-	-	-	-	-	1	-	-	2	-	-	1	-	-	-	-	3	10
Ferguson, Matthew																						-	1		1
Fiora, Aaron	-	-	-	-	-	-	1	-	-			-	-									-		1	2
Fisher, Sam	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	1	2	-	-	-			-		5
Gehrig, Fraser	-	-	1	2	3	2		2	2	3	-	3	1	1	2	1	2	4	-	2	3		-	-	34
Goddard, Brendon	-	-	-	-	-	-	-	-	-	-		-	2	1	-	1	-				1	-		1	6
Gram, Jason									-	-	-										-	1			1
Guerra, Brent				2	-	-	-	-						-		-	1	-	-	-			-	-	3
Gwilt, James																						-	-	-	
Hamill, Aaron	5	2	-	1	1	-												1	8	-	3	1	1		23
Harvey, Robert	-	-	-		-	-	-				-	-	-	-				-	-	-	-	-	-	-	
Hayes, Lenny	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	1	-	-	-	-	-	-	3
Hudghton, Max	-	-	-	-	-	-	-	2	1	-	-	2	-	1	-	-	-	-	-					-	6
Jones, Austinn	-	-	1	-	-	-	-		-	-	-	-	-		-	-	-	-	1	-	1	-	-	-	3
Koschitzke, Justin	-	1			1	1	2							6	5	2	3	-	2	-	1				24
Maguire, Matt	-	1	1	1	3	2	-	-		2	-	2	-	3	1	1	1	1	-	1	1			1	22
McGough, Mark	-	-					-	-	-	-	1			-	-										1
McQualter, Andrew								-	-		-	-	-	-	-										
Milne, Stephen	-	-	2	-	1	1	-	-	1	-	2	1	-	-	-	1	-	1	-	-	-	1	-	-	11
Montagna, Leigh													-					-	-	-	-	-	-	-	
Murray, Allan												1	-												1
Peckett, Justin		-	-	-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	-	1		1
Penny, Luke		-	1						1				-	-				-	2	1	-				5
Powell, Stephen									-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1
Riewoldt, Nick	1						4	-	1	3	4	2	1	1				2	2	1	1	4	2	1	30
Schwarze, Troy	-	-	-	-											-	-	-								
Stone, Nick								-																	
Thompson, Andrew	1	-	-	-	-	-	1	-		-	-	-		2	-	-	1	-	1	-	-	-	-	-	6
Voss, Brett	1	2	1	1	1	-	-	-	1	1	-	1	-	-	1	-	1	1	2	-	-	1	-	2	17
Totals	9	10	8	10	10	8	10	4	7	14	10	13	9	16	10	12	13	11	21	5	11	14	6	10	251
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
