Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	3	-	2	2	2	-	4	2	2	1	4	2	1	3	1	2	-			-	-	-	3	2	36
Baker, Steven	-	1	1	-	1	-	-	-	2	-	-	2	-	-	-	2	2	1	-	2	-	1	1	-	16
Ball, Luke	1	1	4	-	-	2	1	3	2	-	1	1	2	2	-	1	1	1	2	2	1	4	4	3	39
Blake, Jason	-			-				1	2	1					1	-	3	1	2	-	-	2	-	1	14
Brooks, Barry			-								-														
Clarke, Raphael			-	1	-	1	-	-	-	2		-	-		1	-	-					1	-	-	6
Clarke, Xavier				-	2	-	-			1	4				-	-	-								7
Dal Santo, Nick	-	2	2	-	1	-	3	1	1	1	1	2	1	1	1	3	1	3	2	-	1	4	1	2	34
Ferguson, Matthew																						-	-		
Fiora, Aaron	-	-	1	-	1	3	1	1	2			-	-									1		-	10
Fisher, Sam	-	-	-	-	1	-	2	-	-	-	-	-	-	-	2	-	2	-	-	-			-		7
Gehrig, Fraser	2	1	1	3	1	2		-	1	1	1	1	-	4	1	1	-	-	-	4	-		-	2	26
Goddard, Brendon	-	-	1	-	1	-	1	1	-	-		-	2	1	1	-	-				-	-		-	8
Gram, Jason									-	-	-										-	-			
Guerra, Brent				3	-	2	3	-						-		2	1	1	-	2			-	-	14
Gwilt, James																						-	-	-	
Hamill, Aaron	4	2	2	1	2	1												3	5	2	-	1	-		23
Harvey, Robert	-	-	1		1	3	-				2	-	-	-				2	3	1	-	1	-	1	15
Hayes, Lenny	1	-	1	-	-	1	1	-	1	1	1	1	-	2	2	1	2	1	-	2	1	1	1	1	22
Hudghton, Max	1	-	1	-	1	-	-	-	1	1	-	-	1	-	2	-	1	1	-					2	12
Jones, Austinn	-	1	1	1	-	-	-		-	-	1	1	-		-	-	-	-	-	-	-	-	2	-	7
Koschitzke, Justin	1	2			-	-	2							-	2	2	4	1	2	2	-				18
Maguire, Matt	1	-	1	-	-	1	-	-		-	1	2	1	1	-	-	1	-	1	1	-			1	12
McGough, Mark	1	-					-	-	-	1	-			-	-										2
McQualter, Andrew								2	-		1	1	-	1	-										5
Milne, Stephen	-	1	-	-	-	-	-	1	-	1	1	-	-	-	1	3	1	1	2	2	1	1	1	1	18
Montagna, Leigh													-					-	-	-	3	3	-	-	6
Murray, Allan												1	-												1
Peckett, Justin		-	-	1	1	-	2	1	-	1	-	-		1		1	-	-	1	1	-	-	-		10
Penny, Luke		1	-						1				-	-				2	-	-	-				4
Powell, Stephen									3	1	2	2	1	-	-	-	2	1	1	-	2	-	-	2	17
Riewoldt, Nick	2						-	2	1	3	3	3	-	-				3	3	4	1	4	1	1	31
Schwarze, Troy	1	2	-	2											1	1	-								7
Stone, Nick								-																	
Thompson, Andrew	-	-	1	1	-	-	-	-		1	-	-		3	1	3	-	1	-	1	-	2	2	-	16
Voss, Brett	1	-	2	2	-	-	3	-	1	1	2	-	2	-	-	1	1	4	-	-	5	1	1	-	27
Totals	19	14	22	17	15	16	23	15	20	18	25	19	11	19	17	23	22	27	24	26	15	27	17	19	470
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
