Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	-	-	-	1	-	-	-	-	-	-	-	1	1	1	2	-	-			-	-	1	-	-	7
Baker, Steven	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	1	1	-	1	1	-	-	-	6
Ball, Luke	-	1	1	3	-	1	2	-	1	-	-	-	1	1	-	-	-	2	-	-	-	1	-	-	14
Blake, Jason	-			-				1	-	-					-	-	1	1	-	-	-	-	-	-	3
Brooks, Barry			-								-														
Clarke, Raphael			1	1	-	-	-	-	-	1		1	-		1	-	1					-	-	-	6
Clarke, Xavier				-	-	1	1			1	-				2	1	-								6
Dal Santo, Nick	2	-	-	2	2	-	1	-	-	1	-	-	1	-	2	1	-	1	-	-	-	-	1	-	14
Ferguson, Matthew																						-	-		
Fiora, Aaron	-	-	-	-	2	-	-	-	1			1	-									-		-	4
Fisher, Sam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		
Gehrig, Fraser	-	-	-	2	1	-		-	-	-	-	3	1	1	-	-	1	1	-	1	-		-	-	11
Goddard, Brendon	1	-	-	-	2	2	-	-	-	1		-	1	-	-	-	-				-	-		1	8
Gram, Jason									-	1	1										-	-			2
Guerra, Brent				1	-	-	-	1						-		1	-	-	-	-			-	-	3
Gwilt, James																						-	-	-	
Hamill, Aaron	2	3	1	1	-	-												1	-	1	1	-	1		11
Harvey, Robert	-	-	2		-	-	-				-	2	1	-				2	-	2	-	-	1	1	11
Hayes, Lenny	-	-	-	1	2	-	1	-	-	1	-	1	1	1	-	1	1	1	1	1	2	3	2	-	20
Hudghton, Max	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-					-	1
Jones, Austinn	-	-	-	3	1	-	-		-	-	-	-	1		-	1	-	-	-	-	-	-	-	-	6
Koschitzke, Justin	-	-			-	-	-							-	1	-	1	1	-	1	-				4
Maguire, Matt	-	-	1	-	-	1	-	-		-	-	1	-	-	-	-	-	-	1	1	-			-	5
McGough, Mark	-	-					2	-	-	-	-			-	-										2
McQualter, Andrew								-	-		-	-	-	-	-										
Milne, Stephen	-	-	-	2	3	2	-	-	-	1	1	-	-	2	1	-	2	-	1	-	2	-	-	-	17
Montagna, Leigh													-					-	-	1	-	2	-	-	3
Murray, Allan												-	-												
Peckett, Justin		-	1	-	-	-	1	-	-	-	-	-		-		-	1	-	-	-	-	2	-		5
Penny, Luke		-	-						-				-	-				-	-	-	-				
Powell, Stephen									-	-	-	1	-	2	1	-	-	-	-	-	1	-	-	1	6
Riewoldt, Nick	1						-	1	-	1	-	-	1	-				-	-	-	-	3	1	-	8
Schwarze, Troy	1	-	-	-											-	-	-								1
Stone, Nick								-																	
Thompson, Andrew	-	1	-	1	-	1	-	-		-	-	-		-	2	-	1	-	1	-	-	-	-	-	7
Voss, Brett	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Totals	7	5	7	18	14	8	10	3	2	8	2	11	9	9	13	5	10	11	4	9	7	12	6	3	193
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
