Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	
Baker, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1
Ball, Luke	-	-	-	1	-	1	1	1	-	-	-	-	-	1	1	-	1	-	-	2	-	-	-	-	9
Blake, Jason	-			-				-	-	-					-	-	-	-	-	-	-	-	-	-	
Brooks, Barry			-								-														
Clarke, Raphael			-	-	-	-	-	-	-	-		-	-		-	-	-					-	-	-	
Clarke, Xavier				-	-	-	-			-	-				-	-	-								
Dal Santo, Nick	-	-	2	3	3	3	-	-	-	-	-	-	-	-	-	1	-	3	2	-	-	1	-	-	18
Ferguson, Matthew																						-	-		
Fiora, Aaron	-	-	-	-	-	-	-	-	-			-	-									-		-	
Fisher, Sam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		
Gehrig, Fraser	-	-	-	2	-	2		-	-	3	-	2	-	-	-	-	-	1	-	-	-		-	-	10
Goddard, Brendon	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-				-	-		-	
Gram, Jason									-	-	-										-	-			
Guerra, Brent				-	-	-	-	-						-		-	2	-	-	-			-	-	2
Gwilt, James																						-	-	-	
Hamill, Aaron	2	-	-	-	-	-												-	3	-	-	-	-		5
Harvey, Robert	-	2	-		-	-	-				-	-	-	-				-	-	3	2	-	-	-	7
Hayes, Lenny	-	-	-	-	-	-	-	-	-	2	1	-	-	-	2	2	-	2	-	-	-	-	-	-	9
Hudghton, Max	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	
Jones, Austinn	-	-	-	-	1	-	-		-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	1
Koschitzke, Justin	-	-			-	-	-							2	3	3	3	-	-	-	-				11
Maguire, Matt	-	-	-	-	-	-	-	-		-	-	3	-	-	-	-	-	-	-	-	-			-	3
McGough, Mark	-	-					-	-	-	-	-			-	-										
McQualter, Andrew								-	-		-	-	-	-	-										
Milne, Stephen	-	-	-	-	2	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	3	-	-	6
Montagna, Leigh													-					-	-	-	1	-	-	-	1
Murray, Allan												-	-												
Peckett, Justin		-	-	-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	-	-		
Penny, Luke		-	-						-				-	-				-	-	-	-				
Powell, Stephen									-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Riewoldt, Nick	-						-	-	-	-	-	-	1	-				-	-	-	-	2	-	-	3
Schwarze, Troy	-	-	-	-											-	-	-								
Stone, Nick								-																	
Thompson, Andrew	-	-	-	-	-	-	-	-		-	-	-		-	-	-	-	-	-	-	-	-	-	-	
Voss, Brett	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	2	2	2	6	6	6	1	1	0	6	1	5	1	3	6	6	6	6	5	6	3	6	0	0	86
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
