Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	2	2	1	-	2	1	3	-	-	-	2	-	2	-	1	1	-			-	1	-	1	-	19
Baker, Steven	-	1	-	-	3	1	2	7	2	1	-	1	3	2	5	5	1	2	4	3	2	5	1	7	58
Ball, Luke	7	4	6	1	7	3	4	8	5	6	3	5	5	4	4	6	5	6	2	6	9	3	6	11	126
Blake, Jason	2			-				1	3	2					3	2	1	-	-	2	2	2	3	-	23
Brooks, Barry			-								-														
Clarke, Raphael			3	1	2	3	3	1	1	3		1	5		3	1	2					1	1	4	35
Clarke, Xavier				1	1	2	1			1	3				2	2	-								13
Dal Santo, Nick	2	4	2	2	3	4	2	2	6	3	7	3	3	1	2	10	2	5	1	4	4	1	1	3	77
Ferguson, Matthew																						1	1		2
Fiora, Aaron	2	-	1	1	1	4	2	1	2			1	2									2		3	22
Fisher, Sam	2	1	-	-	-	-	3	1	-	1	2	-	-	2	2	1	1	-	-	-			3		19
Gehrig, Fraser	-	-	-	1	-	2		-	-	1	1	1	-	3	1	-	-	-	-	1	-		1	-	12
Goddard, Brendon	-	5	2	-	4	5	1	1	-	4		2	-	2	4	4	3				1	1		2	41
Gram, Jason									-	3	1										1	1			6
Guerra, Brent				8	-	6	7	2						3		-	4	4	1	1			3	2	41
Gwilt, James																						1	1	3	5
Hamill, Aaron	4	4	3	4	5	3												7	4	-	3	1	7		45
Harvey, Robert	1	2	-		2	4	-				4	2	2	-				3	5	-	4	3	6	1	39
Hayes, Lenny	7	2	7	3	3	6	4	5	2	7	4	2	4	1	6	4	6	4	5	3	6	6	12	7	116
Hudghton, Max	-	-	1	1	-	-	1	1	2	1	3	1	1	-	1	-	-	1	-					1	15
Jones, Austinn	3	-	-	1	1	4	-		-	1	-	1	2		2	1	3	4	1	-	1	1	3	2	31
Koschitzke, Justin	1	2			3	6	5							1	3	2	4	5	2	2	1				37
Maguire, Matt	1	3	1	1	-	-	-	2		-	1	2	-	3	1	2	1	-	2	1	-			1	22
McGough, Mark	1	-					2	2	2	2	-			-	2										11
McQualter, Andrew								5	4		1	2	-	5	2										19
Milne, Stephen	3	2	1	1	1	-	-	1	1	2	4	2	-	2	5	-	2	2	1	-	-	2	-	4	36
Montagna, Leigh													2					2	1	1	4	3	5	1	19
Murray, Allan												-	-												
Peckett, Justin		-	1	4	1	-	3	4	-	3	1	1		2		-	-	2	1	2	1	3	3		32
Penny, Luke		1	-						1				2	-				2	2	-	-				8
Powell, Stephen									4	1	3	4	-	2	4	2	-	3	2	3	5	3	3	7	46
Riewoldt, Nick	-						1	3	-	2	-	2	2	-				2	1	1	3	1	-	-	18
Schwarze, Troy	4	-	-	-											3	1	2								10
Stone, Nick								1																	1
Thompson, Andrew	2	2	3	3	3	1	3	1		2	3	4		3	2	9	4	2	2	2	1	3	1	2	58
Voss, Brett	-	1	2	4	1	2	5	1	4	2	3	2	2	2	-	2	3	3	3	-	2	2	5	3	54
Totals	44	36	34	37	43	57	52	50	39	48	46	39	37	38	58	55	44	59	40	32	51	46	67	64	1116
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
