Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	-	-	-	-	-	-	-	-	-	2	-	2	2	1	3	-	-			-	1	-	-	-	11
Baker, Steven	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	3
Ball, Luke	-	-	-	-	1	-	1	-	-	-	-	-	1	-	-	-	1	1	-	1	-	2	-	-	8
Blake, Jason	-			-				1	2	-					-	-	-	-	-	-	-	-	-	-	3
Brooks, Barry			-								-														
Clarke, Raphael			2	-	-	-	-	-	-	-		-	1		1	-	-					-	-	-	4
Clarke, Xavier				-	-	-	-			-	-				-	-	-								
Dal Santo, Nick	-	-	-	-	-	2	-	-	-	-	-	-	1	-	-	-	-	1	2	-	1	1	-	1	9
Ferguson, Matthew																						-	-		
Fiora, Aaron	-	-	2	1	1	-	-	1	2			1	-									-		1	9
Fisher, Sam	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-			-		2
Gehrig, Fraser	2	3	5	7	4	6		1	2	5	4	12	3	2	6	2	5	8	1	5	5		-	3	91
Goddard, Brendon	-	1	-	-	1	-	1	-	-	1		-	-	-	-	-	-				-	-		-	4
Gram, Jason									-	-	-										-	-			
Guerra, Brent				1	1	-	1	-						2		-	1	-	1	-			-	-	7
Gwilt, James																						1	1	-	2
Hamill, Aaron	4	5	1	2	1	-												1	3	1	1	1	1		21
Harvey, Robert	2	1	-		-	-	1				-	-	-	1				-	1	-	2	1	2	-	11
Hayes, Lenny	-	1	1	1	-	-	-	-	-	-	-	1	2	1	1	1	1	1	-	-	-	1	-	1	13
Hudghton, Max	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	
Jones, Austinn	-	-	-	-	-	-	-		-	-	-	-	-		-	-	-	-	-	-	-	1	-	-	1
Koschitzke, Justin	1	2			1	2	2							3	5	5	4	1	3	1	1				31
Maguire, Matt	-	1	-	-	2	-	-	-		-	-	2	1	-	-	-	-	-	-	-	-			-	6
McGough, Mark	-	-					-	1	-	-	1			-	-										2
McQualter, Andrew								-	-		1	-	-	-	-										1
Milne, Stephen	2	1	4	4	3	2	3	3	1	1	3	1	2	-	3	1	-	-	1	-	-	5	-	-	40
Montagna, Leigh													-					1	-	1	-	1	-	-	3
Murray, Allan												2	-												2
Peckett, Justin		-	1	-	-	-	1	-	-	-	-	1		-		-	-	-	-	-	1	-	1		5
Penny, Luke		-	-						-				-	2				-	-	-	-				2
Powell, Stephen									-	-	1	-	-	1	-	1	-	1	-	-	-	1	1	-	6
Riewoldt, Nick	3						6	3	3	4	4	2	6	1				4	6	2	1	9	5	2	61
Schwarze, Troy	-	-	-	-											-	-	-								
Stone, Nick								-																	
Thompson, Andrew	-	-	-	-	-	-	-	-		-	-	-		1	-	-	-	-	-	1	-	-	-	-	2
Voss, Brett	-	-	1	3	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	6
Totals	14	15	17	19	16	12	19	10	10	14	14	24	19	15	19	11	12	19	19	12	13	24	11	8	366
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
