Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Ackland, Cain	-	-	1	1	-	-	1	1	-	-	-	-	2	1	3	1	-			-	1	-	-	-	12
Baker, Steven	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	3
Ball, Luke	1	-	-	-	1	-	-	-	-	-	1	-	1	2	-	-	1	1	-	1	-	2	1	-	12
Blake, Jason	-			-				1	-	-					-	-	-	-	-	-	-	-	1	-	2
Brooks, Barry			-								-														
Clarke, Raphael			-	1	-	-	-	-	-	-		-	-		-	-	1					-	-	-	2
Clarke, Xavier				-	1	-	-			-	-				-	-	-								1
Dal Santo, Nick	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	1	5	1	-	2	3	-	1	15
Ferguson, Matthew																						-	-		
Fiora, Aaron	1	-	2	2	2	1	1	-	1			1	-									-		-	11
Fisher, Sam	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-			-		2
Gehrig, Fraser	-	1	4	6	4	8		-	2	7	3	6	3	4	4	2	3	7	1	5	4		-	4	78
Goddard, Brendon	-	-	-	1	-	1	1	-	-	1		-	-	1	-	-	1				-	-		-	6
Gram, Jason									-	-	-										-	-			
Guerra, Brent				1	1	1	2	-						2		1	4	2	-	1			-	-	15
Gwilt, James																						-	2	-	2
Hamill, Aaron	2	2	3	2	2	1												1	4	1	-	2	-		20
Harvey, Robert	2	-	-		-	-	1				1	-	1	1				-	-	-	3	2	3	-	14
Hayes, Lenny	-	2	-	-	1	-	-	-	-	-	-	-	1	-	2	-	1	1	-	1	-	-	-	1	10
Hudghton, Max	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	
Jones, Austinn	-	-	-	1	1	1	-		-	-	-	-	-		-	1	-	-	1	-	-	1	-	-	6
Koschitzke, Justin	-	1			-	1	2							3	4	5	5	2	1	-	-				24
Maguire, Matt	-	-	-	-	1	-	-	-		-	-	3	1	-	-	-	-	1	-	-	-			-	6
McGough, Mark	-	-					-	1	-	-	-			-	-										1
McQualter, Andrew								-	-		1	-	-	-	1										2
Milne, Stephen	3	1	3	4	5	1	2	3	2	3	2	-	3	1	5	3	4	1	1	2	-	11	1	-	61
Montagna, Leigh													-					3	-	2	-	-	-	1	6
Murray, Allan												2	-												2
Peckett, Justin		-	-	-	1	-	-	-	-	-	-	1		-		1	-	-	-	1	1	1	-		6
Penny, Luke		-	-						-				-	1				-	-	-	-				1
Powell, Stephen									1	-	-	-	-	-	-	1	-	1	-	1	-	-	-	-	4
Riewoldt, Nick	3						2	1	2	3	2	1	4	1				1	3	-	-	6	2	2	33
Schwarze, Troy	-	1	-	-											2	-	-								3
Stone, Nick								-																	
Thompson, Andrew	1	-	-	-	-	-	-	-		-	-	-		-	1	1	-	-	-	1	-	-	-	-	4
Voss, Brett	-	-	1	4	1	-	1	-	-	-	1	-	-	-	-	-	-	1	1	-	-	-	-	-	10
Totals	13	8	14	23	22	16	15	7	8	15	11	15	16	17	23	16	21	27	13	16	11	28	10	9	374
Opponent	BL	FR	KA	ME	RI	CW	GE	WC	AD	SY	PA	HW	ES	WB	CA	RI	CW	ME	GE	KA	FR	BL	AD	SY	
