Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alvey, Mark																						2	-		2
Brown, Nathan	2	7	1	-		-	-	1	1	1	-	2	-	-	-	-	1	-	1	-	-	2	-		19
Cameron, Leon	1	-	1	-	-	-			2	2	1	-	-	-	-	-	-	-						-	7
Contessa, Adam					-	-	1	-	2	-	-	1						1	-	-		-			5
Cook, James	-	-		3	5	-	1	3	2	2	-			-	-	5	3	6	1	1	-	-			32
Cox, Simon	-	-	-				-																		
Croft, Matthew	-		-	-	-	-	-	2	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	3
Curley, Todd	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2
Darcy, Luke	-	-	3	1	-	-	1	-	-	-	1	-	-	1	1	1	2	4	-	-	1	1	1	1	19
Dent, Matthew	-	-			1	-	-	-	-	-	-	-	-	-					-	-	-			-	1
Dimattina, Paul	-	1	-	-	-	-	1	1	2	-	-	1	1	-	-	-	-				2	-	-	-	9
Ellis, Craig		-	2	-	-	-		-	-		-	-	-				-		-	-	-	-	-	-	2
Garlick, Simon	-	-	-	2	1	-	3	1	-	1	-	-	-	2	-	-	1	-	4	1	4		1	-	21
Grant, Chris	1	1	-	2	1	1	1	1	-	-	3	1	3	3	6	1	2	-	1	2	2	1	-	4	37
Hudson, Paul	4	1	4	4	3	-	3	3	5	-	-			1	2	2	3	-	2	4	3	5	-	2	51
Hunter, Kingsley												-													
Johnson, Brad	1	3	1	3	1	4	-	-	2	-	-	-	-	1	2	-	-	1	1	4	-	1	-	1	26
Kolyniuk, Steven																					-	2	4	-	6
Kretiuk, Steven							-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	
Liberatore, Tony	-	-	-	-	-	-	-	-	-	-				1	-	-	-	-	-	-	1	-	-	-	2
Macri, Christin																		-	2	1					3
Mahoney, Josh	-	-	-	-	-	-						-													
Martin, Michael	2	1	-	-									-		1	-									4
Montgomery, Brett	-	1	-		-	-	-	-	-	-	2	2	-	1	4	1	-	-	1	-	2	-	-	-	14
Plunkett, Jim												-	1												1
Powell, Stephen				-	1	2	2	1	-	-	-	2	-	3	1	1	-	1	1	-	-	-	-	1	16
Robbins, Matthew							-	-	1	-	-	-	-	-	1	-	-	-						-	2
Romero, Jose			-	-														-	1	-	1	1	-	-	3
Smith, Rohan	1	-	1	-	3	-	2	-	1	2	-	4	5	2	3	3	1	1	1	-	-	1	-	-	31
Southern, Daniel	-	-	-	-	-								-	-	-	-	-	-	-	-	-	1	1	-	2
West, Scott	-	1	-	-	3	-	-	1	1	-	1	-	-	-	1	-	1	-				1	1	-	11
Winmar, Nicky	1	3	2	-	2	-	2	3		1	2	4	-	3	1	-	-		2	4	-	4	-		34
Wynd, Scott	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	1
Totals	13	20	15	15	21	7	18	17	19	9	10	17	11	18	23	14	14	14	18	17	16	22	8	10	366
Opponent	AD	GE	CA	SK	RI	WC	PA	ME	CW	BL	HW	FR	ES	SY	KA	AD	GE	CA	SK	RI	WC	PA	WC	BL	
