Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alvey, Mark																						-	-		
Brown, Nathan	1	1	-	2		-	-	-	-	-	1	1	-	-	2	-	1	-	-	-	2	2	-		13
Cameron, Leon	4	-	3	2	1	-			-	-	-	-	-	2	-	1	3	-						-	16
Contessa, Adam					-	-	-	-	2	-	-	-						-	-	-		-			2
Cook, James	-	-		-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-			
Cox, Simon	-	-	-				-																		
Croft, Matthew	2		-	1	1	-	-	-	-	-	-	-	-	1	1	1	-	-	1	-	1	1	-	-	10
Curley, Todd	1	3	-	-	1	-	2	1	3	-	-	-	-	-	1	2	-	-	3	1	1	-	-	-	19
Darcy, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	-	-	-	3
Dent, Matthew	-	-			-	-	-	-	-	-	2	2	-	-					-	1	-			-	5
Dimattina, Paul	1	-	-	3	1	-	-	-	-	-	6	-	-	-	1	1	-				5	1	1	2	22
Ellis, Craig		-	-	-	-	-		-	-		-	1	-				-		-	-	-	1	-	-	2
Garlick, Simon	-	-	-	-	-	-	1	-	-	-	-	1	-	-	1	-	-	-	-	-	3		-	-	6
Grant, Chris	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2	-	5
Hudson, Paul	5	1	-	-	-	2	2	-	-	1	-			-	1	2	2	1	1	-	-	-	-	-	18
Hunter, Kingsley												-													
Johnson, Brad	3	4	1	6	-	-	1	-	-	-	1	-	-	-	1	-	5	4	1	1	-	-	-	-	28
Kolyniuk, Steven																					-	-	-	-	
Kretiuk, Steven							-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	
Liberatore, Tony	-	-	-	-	-	1	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	1
Macri, Christin																		-	-	-					
Mahoney, Josh	-	1	-	1	-	-						-													2
Martin, Michael	5	1	5	-									-		-	-									11
Montgomery, Brett	1	-	3		1	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	2	1	-	-	10
Plunkett, Jim												-	-												
Powell, Stephen				-	2	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	4
Robbins, Matthew							-	-	-	-	-	-	-	-	-	-	-	-						-	
Romero, Jose			-	-														-	-	-	-	-	1	2	3
Smith, Rohan	3	4	4	1	-	-	-	-	-	-	3	1	-	2	3	-	-	3	2	2	4	-	1	-	33
Southern, Daniel	-	-	-	-	-								-	-	-	-	-	-	-	-	-	-	1	-	1
West, Scott	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1				-	-	-	2
Winmar, Nicky	1	2	4	2	-	1	-	-		-	-	-	-	-	-	-	-		-	3	-	-	-		13
Wynd, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	
Totals	27	17	20	19	7	4	7	2	5	1	13	8	0	5	11	8	13	10	9	8	19	6	6	4	229
Opponent	AD	GE	CA	SK	RI	WC	PA	ME	CW	BL	HW	FR	ES	SY	KA	AD	GE	CA	SK	RI	WC	PA	WC	BL	
