Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alvey, Mark																						1	1		2
Brown, Nathan	-	2	-	-		-	1	-	1	-	-	2	-	1	3	1	1	-	1	-	1	-	-		14
Cameron, Leon	-	1	2	-	-	-			-	2	-	2	-	-	-	1	-	1						-	9
Contessa, Adam					1	3	1	1	-	1	1	-						-	1	-		3			12
Cook, James	-	-		3	-	-	1	1	1	1	-			-	1	5	1	2	2	-	1	2			21
Cox, Simon	-	1	-				1																		2
Croft, Matthew	-		1	-	-	1	1	1	-	2	1	-	3	-	1	-	4	1	2	-	1	1	5	-	25
Curley, Todd	-	-	-	1	-	3	-	1	1	-	1	1	3	-	-	1	1	1	-	-	-	-	2	1	17
Darcy, Luke	1	1	2	-	2	1	1	2	5	2	1	-	1	2	-	-	3	1	1	1	1	2	-	3	33
Dent, Matthew	3	3			-	-	1	1	-	-	2	-	2	-					-	1	-			1	14
Dimattina, Paul	1	2	-	-	-	1	4	1	3	1	3	1	3	2	-	2	-				3	1	2	2	32
Ellis, Craig		1	1	-	3	2		1	-		1	-	3				-		-	1	1	-	2	2	18
Garlick, Simon	2	-	3	2	-	-	2	2	-	-	-	3	1	2	1	1	-	-	-	1	3		1	-	24
Grant, Chris	1	2	1	2	2	1	1	2	1	3	1	2	5	1	1	3	1	2	2	1	1	1	4	1	42
Hudson, Paul	1	-	-	1	1	-	-	-	-	1	-			-	-	1	1	-	-	-	-	2	1	-	9
Hunter, Kingsley												1													1
Johnson, Brad	-	1	1	-	-	1	-	1	-	-	-	-	1	-	-	1	2	-	1	1	3	-	2	1	16
Kolyniuk, Steven																					-	-	3	-	3
Kretiuk, Steven							-	2	-	4	1		2	2	-	-	-	2	1	2	1	-	-	3	20
Liberatore, Tony	3	1	3	-	2	-	1	1	1	4				-	-	2	1	1	-	1	-	-	-	2	23
Macri, Christin																		-	1	-					1
Mahoney, Josh	-	-	1	-	1	1						-													3
Martin, Michael	1	-	-	-									-		-	-									1
Montgomery, Brett	2	2	-		1	-	1	2	-	3	2	1	-	-	1	-	-	1	-	-	1	-	1	1	19
Plunkett, Jim												-	1												1
Powell, Stephen				1	-	3	1	-	-	1	1	3	1	1	2	1	4	-	1	1	-	1	2	1	25
Robbins, Matthew							1	-	-	1	-	1	1	2	-	-	3	1						2	12
Romero, Jose			1	-														2	-	-	-	-	4	1	8
Smith, Rohan	3	2	1	-	1	-	-	1	1	1	-	2	1	-	1	-	-	3	1	-	-	-	-	1	19
Southern, Daniel	-	2	1	-	1								-	-	1	3	3	2	-	1	1	1	-	-	16
West, Scott	-	1	2	-	-	-	2	-	1	-	1	1	1	-	-	2	2	1				-	1	-	15
Winmar, Nicky	-	2	1	1	2	-	-	1		1	-	-	-	2	2	1	-		-	-	1	-	-		14
Wynd, Scott	-	1	3	1	2	4	-	2	-	2	-	-	1	-	1	-	1	-	-	2	-		-	-	20
Totals	18	25	24	12	19	21	20	23	15	30	16	20	30	15	15	25	28	21	14	13	19	15	31	22	491
Opponent	AD	GE	CA	SK	RI	WC	PA	ME	CW	BL	HW	FR	ES	SY	KA	AD	GE	CA	SK	RI	WC	PA	WC	BL	
