Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Alvey, Mark																						-	1		1
Brown, Nathan	-	2	1	-		-	-	-	2	-	-	2	-	-	-	-	1	-	2	-	-	2	-		12
Cameron, Leon	-	-	1	-	-	-			3	-	1	1	1	1	-	-	-	1						-	9
Contessa, Adam					-	-	3	-	1	-	-	1						-	-	-		-			5
Cook, James	-	1		4	4	-	-	2	4	2	-			1	-	4	1	7	2	2	-	-			34
Cox, Simon	-	-	-				-																		
Croft, Matthew	-		-	-	-	-	-	2	-	-	-	1	1	-	-	-	-	-	-	-	-	-	2	-	6
Curley, Todd	-	1	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	1	4
Darcy, Luke	-	-	3	2	-	-	1	1	-	1	3	-	-	2	2	1	2	4	2	1	2	-	2	2	31
Dent, Matthew	-	-			-	-	-	-	-	-	-	-	-	-					-	-	-			-	
Dimattina, Paul	-	1	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-				1	-	-	-	4
Ellis, Craig		1	2	-	-	-		-	-		-	-	-				-		-	-	-	-	-	-	3
Garlick, Simon	1	-	-	-	2	-	1	-	1	-	-	-	-	3	-	-	1	-	3	-	4		1	-	17
Grant, Chris	2	1	-	1	1	1	-	1	-	1	3	7	5	6	5	3	2	1	3	2	4	5	1	5	60
Hudson, Paul	2	-	3	1	1	-	2	2	3	-	-			1	4	1	2	1	1	4	3	3	1	3	38
Hunter, Kingsley												-													
Johnson, Brad	-	3	-	1	1	5	-	-	1	-	1	2	-	1	2	1	-	-	1	1	-	-	1	1	22
Kolyniuk, Steven																					1	3	2	-	6
Kretiuk, Steven							-	-	-	-	-		-	1	-	-	-	-	-	-	-	-	-	-	1
Liberatore, Tony	-	1	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	1	-	-	-	2
Macri, Christin																		-	1	-					1
Mahoney, Josh	-	-	-	-	-	-						-													
Martin, Michael	-	-	-	1									1		1	-									3
Montgomery, Brett	1	-	-		1	-	-	-	1	-	2	4	-	2	5	1	-	-	-	-	3	3	-	2	25
Plunkett, Jim												-	-												
Powell, Stephen				1	-	2	3	2	-	1	-	1	-	1	-	1	2	1	1	-	1	1	-	-	18
Robbins, Matthew							-	-	-	-	-	1	-	-	-	-	-	-						-	1
Romero, Jose			-	-														-	-	-	-	-	-	-	
Smith, Rohan	2	-	-	-	5	-	1	-	2	1	-	2	4	-	3	1	-	-	-	1	-	-	2	2	26
Southern, Daniel	-	-	-	-	-								-	-	-	-	-	-	-	-	-	1	1	-	2
West, Scott	-	-	-	1	2	1	-	-	-	-	-	-	-	-	-	1	-	1				1	-	-	7
Winmar, Nicky	-	4	1	-	2	-	3	2		-	2	5	-	3	-	-	-		3	4	-	2	-		31
Wynd, Scott	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	1	-	-		-	-	3
Totals	8	15	11	12	19	9	15	12	19	6	12	30	13	22	22	14	11	16	20	15	20	21	14	16	372
Opponent	AD	GE	CA	SK	RI	WC	PA	ME	CW	BL	HW	FR	ES	SY	KA	AD	GE	CA	SK	RI	WC	PA	WC	BL	
