Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Akermanis, Jason			1	5	4			-	2			1	3	5	8	6	4	5	1	6	7	1	8	67
Ashcroft, Marcus	1	4	3	5	6	5	4	6	2	4	6	7	6	4	6	4	6	1	2	4	1	2	3	92
Bamford, Scott		2	1	1	1		1											5	-	1	4	1	1	18
Barker, John						4	2	3									9	10	3	4	2			37
Bews, Andrew		2	-			6	4	3	3	4		7	-	3	2	3	1							38
Boyd, Brad									1															1
Bradshaw, Daniel								5	7	2	2	5	5	2	1	4	3	5	2	3	4	1	7	58
Carter, Nick							-				1													1
Champion, Richard	4	4	3	5	3	3	1	3	5	5		7	9	5	5	3	3	6	4	6	3	5		92
Chapman, Nathan				3	2	-				3	1							4	1	4	6	1	4	29
Clarke, Matthew	1	2	1	6	3	9	4	6		4	5	2	5	6	6	2	3	8	2		3	3	1	82
Clayton, Shane							3	-	-															3
Dickfos, Danny	2	1	3	4	5	2	5		4	-	6	3	5	4	6	3	1	1	5	3	3	5	7	78
Fletcher, Adrian	3	3	6	3	2	2	7	-			6	1	9	3	2	5	8	7	-	3	1	6	7	84
Gowers, Andrew	2	2	4																3	6	5	2	4	28
Green, Brent							4													-				4
Hart, Shaun	6	5	6	2	4	5	4	2	2	4	6	5	3	4	-	3	5					1	8	75
Johnson, Chris	1	1	2	2	3	1	2	2	5		6	1	5	7				4	3	5	5	1	-	56
Keating, Clark	4	7	1	6	8	3	3	2	1	6	-	3	1	3	9	6	1	7	5	7				83
Kennedy, Matthew	3	3	3	3	4	5	1	1		6	3				-	-								32
Lambert, Craig		-	-	-	3	4	2	1	-	5	2	3	2	1		2	-						-	25
Lappin, Nigel	1	2		5	5	2	4	5	6	3	6	5	5	13	11	10	8	-		6	5	1	4	107
Lawrence, Steven															1	5	1	12	2	2	1	7	2	33
Leppitsch, Justin	2	3		6	2	3	6	3	1	8	3	6	4	5	5	9	4	7	2	4	4	7	3	97
Lynch, Alastair	2		2	2	2	5			2	7	3	6	9	4	5	2	6	6	3	5	7	4	7	89
Lynch, Tristan	1			8	4	4	6	4	6	4	2	7	6	1	3	7	3	8	5	6	4	2	2	93
McIvor, Scott	4	5	2	4	4			2											3					24
McLean, Michael	-																							
McRae, Craig			1	-		1		1	3	2	4	4	3	1	3	1	3	8	3	2	2	-		42
Molloy, Jarrod	2	1	4									8	6	5	7	7	6	-						46
Robbins, Ben	2	5	3	6	-	6												5	1	2	3	2	-	35
Scott, Chris						-			8	2				2	3									15
Scott, Dion	1	1							2	1											2	1	3	11
Trask, Nick										-	2	1	-										-	3
Voss, Brett					1		1				2													4
Voss, Michael	1	5	-	1	6	2	2	1	1	2	2	2	4	3	1	7	-							40
White, Darryl	-	4	-					-	7	5	3	4	5	5	8	6	6	4	5	4	4	3	3	76
Totals	43	62	46	77	72	72	66	50	68	77	71	88	95	86	92	95	81	113	55	83	76	56	74	1698
Opponent	AD	SK	HW	NM	PA	ES	WC	FR	GE	SY	CA	ME	CW	RI	WB	AD	SK	HW	NM	PA	ES	WC	SK	
