Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Akermanis, Jason			-	-	-			-	-			-	-	-	-	1	-	-	-	-	-	-	-	1
Ashcroft, Marcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bamford, Scott		-	-	-	-		-											-	-	-	-	-	-	
Barker, John						-	-	-									-	-	-	-	-			
Bews, Andrew		-	-			-	-	-	-	-		-	-	-	-	-	-							
Boyd, Brad									-															
Bradshaw, Daniel								-	1	-	-	-	-	-	-	-	-	2	-	-	-	-	-	3
Carter, Nick							-				-													
Champion, Richard	-	-	-	-	-	-	-	-	-	1		-	-	-	-	2	-	-	-	-	-	-		3
Chapman, Nathan				-	-	-				-	-							-	-	-	-	-	-	
Clarke, Matthew	-	-	-	-	-	-	-	-		-	-	-	2	-	2	-	-	-	-		-	-	-	4
Clayton, Shane							-	-	-															
Dickfos, Danny	-	-	-	2	-	-	-		-	-	-	-	-	2	1	-	-	-	-	-	-	-	-	5
Fletcher, Adrian	-	2	-	-	-	-	-	-			-	-	-	-	3	-	-	3	-	-	-	-	-	8
Gowers, Andrew	-	-	-																-	-	-	-	-	
Green, Brent							-													-				
Hart, Shaun	-	3	1	-	-	-	-	-	-	-	-	3	-	-	-	-	-					-	-	7
Johnson, Chris	-	-	-	-	-	-	-	-	-		-	-	-	-				-	-	-	-	-	-	
Keating, Clark	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3				3
Kennedy, Matthew	-	-	-	-	-	-	-	-		-	-				-	-								
Lambert, Craig		-	-	-	-	-	-	-	-	3	-	-	-	-		-	-						-	3
Lappin, Nigel	-	-		3	1	-	-	-	3	-	-	-	-	3	-	-	1	-		-	-	-	-	11
Lawrence, Steven															-	-	-	-	-	-	-	-	-	
Leppitsch, Justin	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lynch, Alastair	-		-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Lynch, Tristan	-			-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
McIvor, Scott	-	1	-	-	-			-											-					1
McLean, Michael	-																							
McRae, Craig			-	-		-		-	2	-	-	-	-	-	-	-	-	-	-	-	-	-		2
Molloy, Jarrod	-	-	-									2	3	-	-	-	-	-						5
Robbins, Ben	-	-	-	-	-	-												-	-	-	-	-	-	
Scott, Chris						-			-	-				-	-									
Scott, Dion	-	-							-	-											-	-	-	
Trask, Nick										-	-	-	-										-	
Voss, Brett					-		-				-													
Voss, Michael	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	3	-							4
White, Darryl	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Totals	0	6	1	5	1	0	0	2	6	4	0	6	5	5	6	6	1	5	0	3	1	0	0	63
Opponent	AD	SK	HW	NM	PA	ES	WC	FR	GE	SY	CA	ME	CW	RI	WB	AD	SK	HW	NM	PA	ES	WC	SK	
