Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Adams, Leigh					-	-																				
Archer, Glenn	-	-		-	-	-	-		-	-	1	-	-	-	-	-	-		-	-	-	-	-	-	-	1
Brown, Leigh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-			
Campbell, Matt	-		-	-	-	-	-	-	-	-	-	-		-						-						
Edwards, Aaron		-	-	-	-	-	-	-	-	-	-	-					-	-			-	-	-	-	-	
Firrito, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Gibson, Josh			-	-	-	-	-	-	-	-												-	-	-	-	
Grant, Shannon	-	-	-	-	-	3	-	2	1	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	8
Green, Kasey			-	-	-			-		-	-		-	-	-	-	-	-	-	-	-	-			-	
Grima, Blake				-	-	-	-	-	-	-																
Hale, David	-	-	-				-		-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hansen, Lachlan	-	-																						-		
Harris, Daniel	-	-	1	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	4
Harvey, Brent	1	-	-	-	-	-	-	3	-	-	-	-	3	3	3	3	3	-	-	-	3	-	-	-	-	22
Jones, Corey	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	2	-	-	-	-	-	-	-			5
Lower, Ed											-	-	-	-	-	-					-			-	-	
McIntosh, Hamish	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2	-	-	-	4
McMahon, Scott								-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	
Moran, Brad																			-							
Petrie, Drew	-	-	-	-	-	-	-	-	-	-	-	-	2	1	-	-	-	-	-	-	2	-	-	-	-	5
Pratt, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rawlings, Brady	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	4
Riggio, Matt	-	-																								
Sansbury, Eddie			-									-				-	-	-	-	-	-	-	-	-	-	
Simpson, Adam	3	-	-	3	3	-	-	-	2	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	13
Sinclair, Jess	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1
Smith, Jesse						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Swallow, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Thomas, Lindsay	-	-	-	-				1	-	-	-	1	-		-				-							2
Trotter, David	-	-																								
Watt, Shannon	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Wells, Daniel	-	-	-	2	2	2	-						-	-	-			-	-	-	-	3	-	-	-	9
Whyman, Djaran																-	-	-								
Totals	4	0	1	6	5	5	5	6	3	0	4	1	5	6	5	6	4	0	1	0	5	6	0	0	0	78
Opponent	CW	PA	HW	BL	GE	SY	ES	CA	ME	WC	SK	AD	WB	RI	FR	ME	HW	BL	WC	GE	CA	WB	GE	HW	PA	
