Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Adams, Leigh					-	-																				
Archer, Glenn	-	-		-	-	-	-		-	-	2	-	-	-	1	-	-		-	-	-	-	-	-	1	4
Brown, Leigh	1	1	-	3	-	1	3	3	-	-	-	-	-	1	-	1	-	1		1	1	1	-			18
Campbell, Matt	-		-	-	1	-	-	1	-	1	-	-		-						-						3
Edwards, Aaron		2	5	2	1	5	2	4	2	1	2	2					2	2			4	3	2	3	2	46
Firrito, Michael	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	1
Gibson, Josh			-	-	-	-	-	-	-	-												1	-	-	-	1
Grant, Shannon	1	1	-	-	-	2	1	2	2	3	1	2	-	3	1	-	-	1	2	3	3	2	1	2	-	33
Green, Kasey			2	-	-			1		-	-		3	-	-	-	-	-	-	-	-	1			-	7
Grima, Blake				-	-	-	1	-	-	-																1
Hale, David	3	-	2				1		-		1	1	1	1	3	2	3	-	1	1	1	3	1	-	1	26
Hansen, Lachlan	-	1																						-		1
Harris, Daniel	-	1	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	3
Harvey, Brent	3	-	1	-	-	-	1	-	-	-	-	2	1	-	1	1	-	-	-	-	1	1	-	-	-	12
Jones, Corey	2	3	3	1	-	2	2	2	3	-	2	-	1	2	2	9	3	-	3	1	2	2	-			45
Lower, Ed											-	-	-	-	-	-					-			-	1	1
McIntosh, Hamish	-	1	-	-	-	-	1	1	-	1	1	-	-	1	-	-	1	1	1	1	1	2	-	-	-	13
McMahon, Scott								-	-	-			2	5	1	2	-	2	4	1	2	-	-	-	-	19
Moran, Brad																			-							
Petrie, Drew	-	-	1	-	1	-	-	2	-	-	-	-	7	7	1	2	3	1	1	2	8	1	1	-	1	39
Pratt, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rawlings, Brady	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-	2
Riggio, Matt	-	-																								
Sansbury, Eddie			-									1				-	1	1	-	-	1	1	-	-	-	5
Simpson, Adam	1	-	-	-	-	-	-	1	-	-	1	-	-	-	-	1	-	-	-	-	1	-	-	-	-	5
Sinclair, Jess	-	2	-	-	-	-	1	1	-	1	1	-	-	2	-	1	-	1	-	-	-	-	-	-	-	10
Smith, Jesse						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	1	1	2
Swallow, Andrew	-	-	-	-	-	-	-	1	1	1	-	-	-	-	1	-	-	-	-	-	1	-	-	1	-	6
Thomas, Lindsay	2	2	-	1				1	-	-	2	1	-		-				1							10
Trotter, David	-	-																								
Watt, Shannon	-	1	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Wells, Daniel	-	1	1	1	1	-	-						1	2	-			1	-	-	1	-	-	-	-	9
Whyman, Djaran																1	1	-								2
Totals	13	16	15	8	4	10	13	20	9	9	13	9	17	24	13	20	14	11	13	10	27	18	5	7	7	325
Opponent	CW	PA	HW	BL	GE	SY	ES	CA	ME	WC	SK	AD	WB	RI	FR	ME	HW	BL	WC	GE	CA	WB	GE	HW	PA	
