Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Adcock, Jed	3	2	12	1	12	1	2	4	6	3	3	4	4	8	-									3	68
Austin, Matt								3	3	2					1						1	1	3	-	14
Black, Simon		2	1	5	6	6	4	7	7	3	6	5	4	4	4	13	2	-	10	1	2	7	4	9	112
Bradshaw, Daniel	-	1	2	1	1	1	-	1	2	-	2	3	-	1	1	1			1	-	1		-	1	20
Brennan, Jared				4	11	3	6	2	5	2	1	5	2	4		1	1	2	16	8	1	4	6	4	88
Brown, Jonathan	-	-	-	2	3	-	1	1	-	3	1	1	1	-	-	-	-	2	-	1	3	2	2	2	25
Charman, Jamie	1	1		1																					3
Clark, Mitch	-	1	3	6	8	2	4	3	7	6	4	1	1	6	6	7	3	2	3	3	3	7	4	4	94
Collier, Tom	2				6				-						5	1	-								14
Cornelius, Aaron									1																1
Dalziell, Bradd	3	1	5	3	3											6	2	-							23
Drummond, Josh	3	1	-	2	5	4	-	4	1	1	-				-	1	1	1	-	4	3	1		2	34
Hanley, Pearce																	-								
Harding, Scott	3					2	1	3	8	1	3	6	-	2					2	1	-	5	4		41
Hawksley, James																		-	1	1	-	-	2	5	9
Henderson, Lachie					7					-	-	2	1	-								1			11
Hooper, Rhan	5	5								4	-	4	-	4									3	1	26
Johnstone, Travis	4	3	2	1	2	2	2	2	5		1			-						4	1	6	4	2	41
Leuenberger, Matthew	4	-	1																						5
Macdonald, Joel	5	4	5	1	2	3	1	4	1	3	2	1	1	1	-	4	2	1	-	2	4	2			49
McGrath, Ashley	2	-	2	3	1	2	2	3	-	4	-	-	-	2	4	1	1	2	4	2	7	3	2	6	53
Merrett, Daniel	2	-	1	1	5	1	2	-					-	3	3	2	-	-	3	1	-		1	1	26
Notting, Tim			4	1					4	-	2	4			1	5	2		2	2				4	31
Patfull, Joel	-	1	4	1	2	3	-	1					-	4	2	3	2	5	1	2	2	1	3	4	41
Polkinghorne, James					7	3	1	1	3	1	2	2	-	4	2	5	3	-	2	3	3	2	3	1	48
Power, Luke	6	2	4	7	5	5	3	3	7	8	2	10	8	1	8	4	1	5	3	5	6	6	9	3	121
Proud, Albert		5	2			2	3	4		1	6	7	1	2	3	2	1								39
Redden, Jack															3	9	2	6	4	-	3	2	3	3	35
Rich, Daniel	4	8	7	5	2	8	3	6	5	5	6	8	1	2	-	3	3	2	8	3	3	7	3	4	106
Rischitelli, Michael	7	4	6	9	6	6	2	4	1	7	5	7	3	2	5	4	7	2	5	2	5	4	6	7	116
Rockliff, Tom																		1							1
Roe, Jason			3	1	4							3	3					4				-	1		19
Selwood, Troy	7	3	5	-	3	2	1					-						-	2						23
Sheldon, Sam						2	2	3	2	2	2	-	-	-	5	2	1	2	1	2	4	5	2	4	41
Sherman, Justin	3	-	7	5	6	4	2	4	6	3	-	4	1	3	2	5	5	5	3	5	4	4	7	9	97
Stiller, Cheynee	3	2	4	2		8	3	2	12	1	6	6	2	2	3	4	1	2	6	2	2	4	-		77
Totals	67	46	80	62	107	70	45	65	86	60	54	83	33	55	58	83	40	44	77	54	58	74	72	79	1552
Opponent	WC	CA	SY	CW	GE	ES	RI	AD	SK	NM	CA	HW	ME	PA	GE	FR	NM	CW	ES	WB	PA	SY	CA	WB	
