Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Adcock, Jed	-	1	1	1	-	1	-	-	1	-	1	-	2	2	-									-	10
Austin, Matt								-	-	-					-						-	-	2	-	2
Black, Simon		1	2	1	1	-	-	1	2	3	2	1	1	-	-	-	1	-	2	1	-	-	-	-	19
Bradshaw, Daniel	-	-	-	-	-	1	1	-	-	1	-	-	-	1	1	-			3	-	-		1	-	9
Brennan, Jared				-	-	-	-	1	-	-	-	-	-	-		-	-	-	1	-	1	1	-	-	4
Brown, Jonathan	-	2	-	-	-	1	1	-	1	2	1	1	1	-	1	-	-	-	3	2	-	2	-	1	19
Charman, Jamie	-	-		-																					
Clark, Mitch	-	-	-	-	-	-	1	-	-	1	-	-	-	1	1	-	1	1	-	1	1	-	1	-	9
Collier, Tom	-				-				-						-	-	-								
Cornelius, Aaron									-																
Dalziell, Bradd	-	1	-	-	-											2	-	-							3
Drummond, Josh	1	-	2	-	-	1	1	-	-	-	-				-	-	1	1	-	2	-	-		-	9
Hanley, Pearce																	-								
Harding, Scott	-					1	-	1	-	-	-	-	1	-					-	1	1	1	1		7
Hawksley, James																		-	-	-	-	1	1	-	2
Henderson, Lachie					-					-	1	-	-	-								-			1
Hooper, Rhan	-	-								1	-	-	-	1									-	1	3
Johnstone, Travis	1	1	2	-	-	2	1	1	-		-			1						-	2	1	-	-	12
Leuenberger, Matthew	-	1	-																						1
Macdonald, Joel	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	1	-	-	-	1	-			4
McGrath, Ashley	-	-	-	-	-	2	-	-	-	1	-	1	-	-	2	-	-	1	-	-	1	2	-	1	11
Merrett, Daniel	-	-	-	-	-	-	-	-					1	-	-	-	-	1	-	-	-		-	-	2
Notting, Tim			-	1					-	-	-	1			-	-	1		-	1				-	4
Patfull, Joel	-	-	1	-	-	-	-	-					-	-	-	-	-	-	-	-	1	-	-	-	2
Polkinghorne, James					1	-	1	4	-	-	1	-	-	-	1	1	1	-	-	-	1	1	-	-	12
Power, Luke	2	-	-	1	-	1	1	2	1	-	1	-	1	-	1	-	1	-	1	1	1	-	2	2	19
Proud, Albert		-	2			-	-	1		1	1	-	1	1	-	-	-								7
Redden, Jack															-	1	1	-	-	-	2	-	-	-	4
Rich, Daniel	2	-	-	1	-	2	1	1	-	-	-	-	1	1	3	-	1	-	-	-	-	-	1	1	15
Rischitelli, Michael	1	1	-	1	-	1	3	1	-	-	1	1	1	-	1	-	-	1	-	-	-	-	-	-	13
Rockliff, Tom																		-							
Roe, Jason			-	-	-							-	-					-				-	-		
Selwood, Troy	1	1	-	-	-	1	-					-						-	-						3
Sheldon, Sam						-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	1	-	-	4
Sherman, Justin	-	1	-	-	-	-	1	1	-	1	1	-	1	-	1	-	1	-	1	2	-	1	-	-	12
Stiller, Cheynee	1	-	-	-		1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		2
Totals	9	10	10	6	2	16	12	14	5	11	10	5	12	8	12	4	13	5	11	11	12	11	9	6	224
Opponent	WC	CA	SY	CW	GE	ES	RI	AD	SK	NM	CA	HW	ME	PA	GE	FR	NM	CW	ES	WB	PA	SY	CA	WB	
