Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Adcock, Jed	-	-	1	1	-	-	1	-	-	1	-	-	-	-	-									-	4
Austin, Matt								-	1	-					-						-	1	-	-	2
Black, Simon		-	-	-	-	-	1	1	1	1	1	-	-	1	2	-	1	-	-	-	-	1	-	-	10
Bradshaw, Daniel	3	6	4	-	-	4	3	5	2	1	2	-	4	2	3	1			2	3	5		5	3	58
Brennan, Jared				-	-	1	2	-	-	-	4	-	-	-		-	1	-	1	-	-	1	-	-	10
Brown, Jonathan	3	3	4	2	3	5	4	2	3	2	4	5	5	2	4	4	8	5	-	3	4	3	4	3	85
Charman, Jamie	-	-		-																					
Clark, Mitch	-	-	-	1	-	-	-	1	-	-	-	1	-	-	2	1	-	-	-	-	-	1	-	-	7
Collier, Tom	-				-				-						-	-	-								
Cornelius, Aaron									2																2
Dalziell, Bradd	-	-	-	2	-											1	-	-							3
Drummond, Josh	-	-	1	-	-	-	-	-	-	-	-				-	-	-	-	-	3	-	-		-	4
Hanley, Pearce																	-								
Harding, Scott	-					1	1	1	-	-	-	-	-	-					2	-	-	1	-		6
Hawksley, James																		-	-	-	-	-	-	-	
Henderson, Lachie					-					-	-	-	-	-								-			
Hooper, Rhan	4	2								4	-	1	-	1									1	-	13
Johnstone, Travis	2	1	-	-	-	-	-	-	-		-			1						-	-	-	2	-	6
Leuenberger, Matthew	-	-	-																						
Macdonald, Joel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			
McGrath, Ashley	1	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	2	-	1	7
Merrett, Daniel	-	-	-	-	-	-	-	-					-	-	-	-	-	1	-	-	-		-	-	1
Notting, Tim			1	1					-	-	-	1			2	-	1		-	-				-	6
Patfull, Joel	-	-	-	-	-	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	
Polkinghorne, James					-	-	-	2	2	2	-	-	2	-	2	-	2	-	1	1	-	1	-	-	15
Power, Luke	-	-	-	-	-	3	-	-	-	-	2	-	-	-	-	-	-	-	1	-	-	-	-	-	6
Proud, Albert		-	-			-	-	2		-	-	-	-	2	-	-	-								4
Redden, Jack															1	-	2	-	-	-	1	-	1	1	6
Rich, Daniel	-	-	1	-	1	-	-	1	-	1	1	1	2	1	-	1	-	-	2	-	1	-	1	-	14
Rischitelli, Michael	1	-	-	1	-	1	2	-	-	-	-	1	-	-	-	-	-	1	2	1	3	-	-	-	13
Rockliff, Tom																		-							
Roe, Jason			-	-	-							-	1					-				-	-		1
Selwood, Troy	-	-	-	2	-	1	-					-						-	-						3
Sheldon, Sam						-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1
Sherman, Justin	-	2	3	-	1	1	1	3	2	2	1	2	1	1	-	1	1	1	1	-	1	3	2	-	30
Stiller, Cheynee	-	-	-	-		-	-	-	-	1	-	1	1	-	-	-	-	-	-	1	-	1	-		5
Totals	14	15	15	10	5	17	15	18	13	15	16	13	16	11	16	9	17	8	12	12	16	15	16	8	322
Opponent	WC	CA	SY	CW	GE	ES	RI	AD	SK	NM	CA	HW	ME	PA	GE	FR	NM	CW	ES	WB	PA	SY	CA	WB	
