2012-01-00|Sat 24-Mar-2012 7:20 PM (6:20 PM) Att:38203 Venue: Stadium Australia|Sydney won by 63 pts
2012-01-01|Thu 29-Mar-2012 7:45 PM (6:45 PM) Att:78285 Venue: M.C.G.|Carlton won by 44 pts
2012-01-02|Fri 30-Mar-2012 7:50 PM (6:50 PM) Att:78466 Venue: M.C.G.|Hawthorn won by 22 pts
2012-01-03|Sat 31-Mar-2012 1:45 PM (12:45 PM) Att:33473 Venue: M.C.G.|Brisbane Lions won by 41 pts
2012-01-04|Sat 31-Mar-2012 3:45 PM Att:12790 Venue: Carrara|Adelaide won by 69 pts
2012-01-05|Sat 31-Mar-2012 4:45 PM (6:45 PM) Att:34601 Venue: Subiaco|Fremantle won by 4 pts
2012-01-06|Sat 31-Mar-2012 7:45 PM (6:45 PM) Att:45818 Venue: Docklands|Essendon won by 2 pts
2012-01-07|Sun 01-Apr-2012 1:10 PM Att:24977 Venue: Docklands|West Coast won by 49 pts
2012-01-08|Sun 01-Apr-2012 4:10 PM (4:40 PM) Att:21179 Venue: Football Park|Port Adelaide won by 4 pts
2012-02-00|Thu 05-Apr-2012 7:40 PM Att:25913 Venue: Gabba|Carlton won by 91 pts
2012-02-01|Sat 07-Apr-2012 1:45 PM Att:34118 Venue: Docklands|Essendon won by 25 pts
2012-02-02|Sat 07-Apr-2012 2:10 PM Att:22242 Venue: S.C.G.|Sydney won by 13 pts
2012-02-03|Sat 07-Apr-2012 2:40 PM (4:40 PM) Att:35674 Venue: Subiaco|West Coast won by 108 pts
2012-02-04|Sat 07-Apr-2012 7:10 PM (7:40 PM) Att:34021 Venue: Football Park|Adelaide won by 18 pts
2012-02-05|Sat 07-Apr-2012 7:40 PM Att:57268 Venue: M.C.G.|Collingwood won by 21 pts
2012-02-06|Sun 08-Apr-2012 1:10 PM Att:11127 Venue: Bellerive Oval|North Melbourne won by 129 pts
2012-02-07|Sun 08-Apr-2012 4:40 PM Att:21078 Venue: Docklands|St Kilda won by 92 pts
2012-02-08|Mon 09-Apr-2012 3:10 PM Att:69231 Venue: M.C.G.|Geelong won by 2 pts
2012-03-00|Fri 13-Apr-2012 7:50 PM Att:84259 Venue: M.C.G.|Carlton won by 60 pts
2012-03-01|Sat 14-Apr-2012 1:45 PM Att:49826 Venue: M.C.G.|Richmond won by 59 pts
2012-03-02|Sat 14-Apr-2012 1:40 PM (2:10 PM) Att:19032 Venue: Football Park|Sydney won by 22 pts
