2014-01-00|Fri 14-Mar-2014 7:50 PM (6:50 PM) Att:37571 Venue: Docklands|Fremantle won by 70 pts
2014-01-01|Sat 15-Mar-2014 4:40 PM (3:40 PM) Att:17102 Venue: Sydney Showground|Greater Western Sydney won by 32 pts
2014-01-02|Sat 15-Mar-2014 6:55 PM Att:19425 Venue: Carrara|Gold Coast won by 18 pts
2014-01-03|Sun 16-Mar-2014 7:40 PM (6:40 PM) Att:24640 Venue: Docklands|Port Adelaide won by 33 pts
2014-01-04|Thu 20-Mar-2014 7:10 PM (6:10 PM) Att:23622 Venue: Kardinia Park|Geelong won by 38 pts
2014-01-05|Fri 21-Mar-2014 7:50 PM (6:50 PM) Att:42332 Venue: Docklands|Essendon won by 39 pts
2014-01-06|Sat 22-Mar-2014 4:40 PM (3:40 PM) Att:12430 Venue: York Park|Hawthorn won by 48 pts
2014-01-07|Sat 22-Mar-2014 7:40 PM (6:40 PM) Att:31657 Venue: Docklands|St Kilda won by 17 pts
2014-01-08|Sun 23-Mar-2014 4:40 PM (6:40 PM) Att:36752 Venue: Subiaco|West Coast won by 65 pts
2014-02-00|Thu 27-Mar-2014 7:45 PM (6:45 PM) Att:62037 Venue: M.C.G.|Richmond won by 12 pts
2014-02-01|Fri 28-Mar-2014 7:50 PM (6:50 PM) Att:44163 Venue: Docklands|Hawthorn won by 4 pts
2014-02-02|Sat 29-Mar-2014 1:40 PM (12:40 PM) Att:19640 Venue: Docklands|St Kilda won by 7 pts
2014-02-03|Sat 29-Mar-2014 4:15 PM (3:45 PM) Att:50397 Venue: Adelaide Oval|Port Adelaide won by 54 pts
2014-02-04|Sat 29-Mar-2014 4:40 PM (6:40 PM) Att:35583 Venue: Subiaco|Fremantle won by 48 pts
2014-02-05|Sat 29-Mar-2014 7:40 PM (6:40 PM) Att:32347 Venue: Stadium Australia|Collingwood won by 20 pts
2014-02-06|Sun 30-Mar-2014 12:10 PM Att:20933 Venue: Gabba|Geelong won by 25 pts
2014-02-07|Sun 30-Mar-2014 3:20 PM (2:20 PM) Att:22230 Venue: M.C.G.|West Coast won by 93 pts
2014-02-08|Sun 30-Mar-2014 4:40 PM (3:40 PM) Att:28512 Venue: Docklands|North Melbourne won by 29 pts
2014-03-00|Fri 04-Apr-2014 7:50 PM (6:50 PM) Att:43583 Venue: M.C.G.|Hawthorn won by 58 pts
2014-03-01|Sat 05-Apr-2014 1:45 PM (12:45 PM) Att:31724 Venue: Docklands|Western Bulldogs won by 2 pts
2014-03-02|Sat 05-Apr-2014 1:40 PM (1:10 PM) Att:47426 Venue: Adelaide Oval|Sydney won by 63 pts
2014-03-03|Sat 05-Apr-2014 3:40 PM Att:16593 Venue: Carrara|Gold Coast won by 53 pts
2014-03-04|Sat 05-Apr-2014 4:40 PM (6:40 PM) Att:36448 Venue: Subiaco|West Coast won by 25 pts
2014-03-05|Sat 05-Apr-2014 7:40 PM (6:40 PM) Att:63152 Venue: M.C.G.|Geelong won by 11 pts
2014-03-06|Sun 06-Apr-2014 1:10 PM Att:7016 Venue: Sydney Showground|Greater Western Sydney won by 32 pts
2014-03-07|Sun 06-Apr-2014 4:10 PM Att:19111 Venue: Docklands|North Melbourne won by 7 pts
2014-03-08|Sun 06-Apr-2014 7:10 PM Att:62730 Venue: M.C.G.|Essendon won by 81 pts
