Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Akermanis, Jason	-	-	-	-	-		-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	
Ashcroft, Marcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black, Simon	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	1	-	3
Bolton, Craig					-		-	-			-	-				-										
Bradshaw, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-				
Bradshaw, Darren															-											
Brown, Jonathan	1	3	-		-		-	-	-	-	1	-	-				-	-		-	-	1	-	1	1	8
Charman, Jamie		12	16	24	14		28	17	15	6	18	20	12	8		16	12	8	9	5	20	12	9			281
Copeland, Robert	-	-	-	-	-	-	-		-	-		-	-	-	-	-	-				-			-		
Hart, Shaun	-	-	-	-	-	-		-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
Headland, Des						-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	2
Johnson, Chris		-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Keating, Clark					17	20	15	24	12	23	12	12			9								21	29	39	233
Lappin, Nigel	-	-	-	-	-	-	-	-	-	-	-								-	-	-	-	-	-	-	
Leppitsch, Justin	-	1	-	-	-	1	-	-			1	-	2	-	-	-	1	1	-	1	-	-	-	-	-	8
Lynch, Alastair	-	1	1	-		-	-	-	-	-	-	1	-	-	-	-	2	-			-	1	1	-	1	8
McDonald, Beau	30	14				19							21	23	24	23	17	23	20	26	14	19		8	-	281
McGrath, Ashley	-	-	-	-	-									-	-	-	-									
McLaren, Dylan	5		9	4																						18
McRae, Craig	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Michael, Mal	2	-	-	3	-	-	-	-	2	-	1	-	1	4	1	-	2	2	1	2	1	4	-	-	2	28
Morrison, Shane						-			-										-							
Notting, Tim	1	-	-	1	1	1	-	-	1	-			-	-	-	-		-	-	-	-	-	2	-	-	7
Pike, Martin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Power, Luke	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Scott, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1
Scott, Chris	-	-	-	-	-	-	-	-			-	-	1	-	-	-	-	-	-	-	-	-	-		-	1
Shattock, Aaron				-					-	-	-	-	-	-	-	-	-	-	1	-		-	-	-	-	1
Voss, Michael	-	-	-	-	-	-	-	1	-	-	-				-	-	-	-	-	-	-	-	-	1	-	2
White, Darryl	-	4	3	8		1		4	-	2		1	2	1	2	-	2	2	2	-	-		5	2	5	46
Totals	39	35	29	40	32	42	43	46	30	31	33	34	40	37	36	39	36	38	34	34	35	37	38	42	48	928
Opponent	SY	HW	ES	WB	WC	GE	PA	CW	FR	AD	SK	KA	CA	ME	RI	SY	HW	ES	WB	WC	GE	PA	AD	PA	CW	
