Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Akermanis, Jason	7	3	1	4	2		2	2	2	1	4	3	4	5	2			2	4	2	4	3	2	3	4	66
Ashcroft, Marcus	2	2	1	2	-	3	1	-	1	-	2	3	1	2	1	1	1	-	-	1	2	-	-	-	-	26
Black, Simon	7	6	3	7	4	8	6	4	5	6	9	7	12	3	6	8	10	4	5	3	4	10	4	12	4	157
Bolton, Craig					-		3	-			-	2				-										5
Bradshaw, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	1	-			-	-	-	-	-	-				1
Bradshaw, Darren															1											1
Brown, Jonathan	1	2	1		-		-	1	-	-	1	-	-				1	-		3	-	1	-	1	2	14
Charman, Jamie		1	1	2	2		2	-	3	-	2	-	2	-		1	1	2	2	1	1	-	2			25
Copeland, Robert	2	-	3	1	-	-	2		1	-		-	1	1	1	2	-				-			-		14
Hart, Shaun	-	3	-	-	-	1		3	4	1	-	-	-	1		1	-	5	-	1	2	1	-	1	2	26
Headland, Des						2	2	1	-	1	2	1	3	2	3	5	2	4	2	2	2	4	4	5	4	51
Johnson, Chris		1	1	1	1	2	1			1	-	1	-	-	2	-	-	1	-	-	2	-	3	1	-	18
Keating, Clark					1	1	1	-	1	3	-	-			-								4	4	3	18
Lappin, Nigel	4	4	6	3	4	6	7	3	4	10	3								1	3	3	2	1	4	8	76
Leppitsch, Justin	1	-	1	-	-	-	-	1			-	-	1	2	1	-	-	-	-	1	2	-	-	-	-	10
Lynch, Alastair	-	-	1	1		1	1	-	1	-	-	-	-	-	1	-	2	-			1	-	-	-	-	9
McDonald, Beau	1	1				1							3	-	3	1	1	-	2	1	6	5		-	-	25
McGrath, Ashley	2	1	-	-	1									1	-	-	1									6
McLaren, Dylan	-		-	1																						1
McRae, Craig	-	1	3	-	-	3	-	2	1	1	1	3	1	2	-	2	3	1	1	-		1	2	1	-	29
Michael, Mal	1	-	-	-	-	1	-	2	-	-	1	1	-	-	1	-	-	2	-	1	-	-	-	-	1	11
Morrison, Shane						-			-										-							
Notting, Tim	3	2	5	-	2	-	1	1	1	-			-	5	-	-		-	1	2	1	-	2	1	1	28
Pike, Martin	2	2	-	-	1	2	1	1	1	1	2	1	1	1	2	1	4	3	2	1	2	3	3	1	3	41
Power, Luke	4				3	-	5	2	-	-	2	6	4	4	4	5	-	2	5	3	5	1	1	3	-	59
Scott, Brad	-	2	2	2	2	2	-	-	3	-	2	3	2	5	3	1	-	4	5	-	1	2	3	1	-	45
Scott, Chris	-	1	1	-	1	2	1	3			3	2	1	2	1	-	-	-	1	1	3	1	-		1	25
Shattock, Aaron				-					2	-	1	3	1	1	1	-	3	-	1	2		-	4	-	-	19
Voss, Michael	2	6	1	5	4	3	7	3	1	3	2				-	4	4	2	6	5	1	7	3	3	3	75
White, Darryl	1	1	1	1		-		1	1	-		-	-	3	-	2	1	3	1	2	-		1	1	2	22
Totals	40	39	32	30	28	38	43	30	32	28	37	36	38	40	33	34	34	35	39	35	42	41	39	42	38	903
Opponent	SY	HW	ES	WB	WC	GE	PA	CW	FR	AD	SK	KA	CA	ME	RI	SY	HW	ES	WB	WC	GE	PA	AD	PA	CW	
