Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Armitage, David																			-	-	1					1
Baker, Steven	1	2	-	2	4	4	1	-	1	-	1	1	-	-	-	3	1	3		1	-	1	-	1	1	28
Ball, Luke	1	-	1	1	-	1	1	1	3	1	1	-	-	-	-				2	-			4	3	-	20
Begley, Colm																			3							3
Blake, Jason	4	2	2	1	-	1	2	2	-	1	1	1	1	4	3	-	1	1	2	1	3	4	1	1	-	39
Clarke, Raphael	-								2	3	3			-	3	1	2	2	1	1	-	4	-	1	1	24
Dal Santo, Nick	2	3	-	4	-	2	4	3	1	3	3	3	-	4	2	3	6	3		4	-	1	6	10	2	69
Dawson, Zac	1	-	1	2	2	3	2	4	2	-	-	1	1	3	2	-			-	-	2	3	-	1	1	31
Dempster, Sean															1	-	-	1	-	-	-	-			-	2
Eddy, Robert					-	-									-	1	-	-	2			-	-	-		3
Fisher, Sam	4	4	4	6	5	2	2	7	1	1	1	8	2	6	-	1	4	2		-	1	1	4	7	4	77
Gardiner, Michael	-	-	1	-	-	-	-	-	-	1		-	-	-	-				1	-	-		-	1	-	4
Geary, Jarryn	2	2	2	-	3	3	3	2	4	-	1	1	1	-					7							31
Gilbert, Sam	7	8	5	2	6	-	5	-	2	3		2	3	5	2	1	5			3	1	2	3	3	5	73
Goddard, Brendon	2	-	-	2	1	5	7	5	2	1	1	3	2	5	2	4	3	5		4	1	3	1	5	2	66
Gram, Jason	2	1	2	2	1	2	1	-		3	4	1	4	1	1	3	3	1	6	3	4	2	2	3	4	56
Gwilt, James	1	-	2	1	1	1	-	-	-	-	-						-	-	1		-					7
Hayes, Lenny		-	2	1	3	1	3	4	1	1	-	1	3	5	-	1	2	2		2		2	1	5	4	44
Hudghton, Max											-	1	-				1	-	1	-						3
Jones, Clinton	1	-	-	1	1	1	2	-	2	1	3	2	1	1	-	-	3	-	-		1	1	-	1	-	22
King, Steven	1	1	-	-	-			1	-	1	1					-	2	1	1	-	-	1	-	-	1	11
Koschitzke, Justin	-	-	-	-		-	-	-	-	-	-	-	-	-	1	-		-	1	-	1	-	1	1	1	6
McEvoy, Ben							-				-	-	-	-	-	2	-	-	-			-				2
McQualter, Andrew	-	-	-	-	-	-	1	1	-	2	-	-	-	1	-	-	-	-	2		1	1	-	1	-	10
Milne, Stephen	-	-	-	-	1	1	-	-	1			-	1	-	-	-	1	1	1	2	-	-	-	-	-	9
Montagna, Leigh	2	-	3	1	-	3	5	4	2	3	-	4	1	2	5	4	4	4		1	3	2	4	2	2	61
Ray, Farren	2	1	2	3	1	1	-	-	1	2	-	-	-	2	3	2	1	3	2	3	5	1	-	2	-	37
Riewoldt, Nick	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	2
Schneider, Adam	-	-	-	-	-	1	-	-	1	-	-	2	1	1		-	-	-	3	-	1	-	-	-	1	11
Steven, Jack																			-							
Totals	33	24	27	29	29	32	40	34	26	27	20	31	21	40	25	26	39	29	36	26	25	29	27	48	29	752
Opponent	SY	AD	WC	FR	PA	WB	CW	ES	BL	ME	NM	CA	RI	GE	WC	AD	WB	SY	HW	ES	NM	ME	CW	WB	GE	
