Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Armitage, David																			-	-	-					
Baker, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	1	1
Ball, Luke	-	-	-	-	-	-	1	-	-	-	2	-	-	-	-				-	-			-	-	-	3
Begley, Colm																			-							
Blake, Jason	-	-	2	-	2	2	-	1	-	-	1	-	-	1	1	-	-	-	1	-	-	-	-	-	-	11
Clarke, Raphael	-								-	-	-			-	1	1	-	-	-	-	-	-	1	3	-	6
Dal Santo, Nick	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-		-	-	-	-	1	-	3
Dawson, Zac	1	-	-	-	1	-	-	1	1	1	1	-	2	-	-	-			-	-	-	-	2	2	1	13
Dempster, Sean															-	-	1	-	-	1	-	-			-	2
Eddy, Robert					-	1									-	-	-	-	-			1	-	-		2
Fisher, Sam	-	-	1	-	2	-	-	-	2	-	-	-	-	2	1	-	-	-		-	-	-	1	1	-	10
Gardiner, Michael	-	-	1	-	-	1	1	-	2	-		1	1	3	2				-	1	-		2	-	-	15
Geary, Jarryn	1	-	1	-	-	-	-	1	1	-	-	-	1	-					-							5
Gilbert, Sam	2	-	2	1	-	2	2	-	1	1		-	1	1	-	-	1			-	1	-	1	-	-	16
Goddard, Brendon	-	-	1	-	-	1	1	1	-	2	-	-	-	-	-	1	1	1		-	1	2	1	-	1	14
Gram, Jason	1	1	-	-	-	-	-	-		-	-	-	-	-	1	-	-	-	1	1	-	-	-	1	1	7
Gwilt, James	-	-	1	-	1	1	-	1	1	1	-						1	-	-		1					8
Hayes, Lenny		-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-		-		-	-	1	-	2
Hudghton, Max											-	-	-				1	-	1	-						2
Jones, Clinton	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
King, Steven	-	2	-	-	-			-	-	1	-					-	-	-	1	1	1	-	-	-	-	6
Koschitzke, Justin	3	3	1	-		2	-	4	3	-	5	-	4	-	-	-		4	1	5	2	3	2	2	1	45
McEvoy, Ben							-				-	-	-	-	-	-	1	-	2			-				3
McQualter, Andrew	1	-	-	-	-	1	-	2	-	-	-	-	-	-	-	-	-	-	-		-	-	1	-	-	5
Milne, Stephen	-	-	-	-	1	1	1	1	-			-	-	-	1	-	-	1	2	-	-	-	-	1	-	9
Montagna, Leigh	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-		-	-	-	-	-	-	2
Ray, Farren	1	1	1	2	-	3	-	1	1	1	1	-	-	-	1	-	1	1	-	1	-	-	1	-	-	17
Riewoldt, Nick	1	-	3	1	2	4	3	5	3	3	2	2	1	4	1	3	1	1		3	2	3	1	7	2	58
Schneider, Adam	2	-	-	-	-	-	1	-	-	-	1	1	1	-		-	-	-	2	1	-	-	-	1	-	10
Steven, Jack																			-							
Totals	14	7	14	4	11	19	10	18	15	10	14	5	11	11	9	5	8	8	11	14	8	9	13	20	7	275
Opponent	SY	AD	WC	FR	PA	WB	CW	ES	BL	ME	NM	CA	RI	GE	WC	AD	WB	SY	HW	ES	NM	ME	CW	WB	GE	
