Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ablett, Gary	3	-	5	5	9	3	5	4	4	7	2	3	3	3	3	2	4	6	3	6	7	3	8	3	101
Ablett, Nathan																				2	1	2	2		7
Bartel, Jimmy	2	3	-	5	4	6	1	6	6	5	3	1	1	4	2	9	2	8	4	3	5	-	1	-	81
Blake, Mark															1				1	-					2
Byrnes, Shannon	4	6	7	5	1	2	2	6	3	4	2	3	6	4	-	3		6		3	3				70
Callan, Tim					1	1																			2
Chambers, Paul					1							-	1	1	1	-					-	1			5
Chapman, Paul	9	5	3	2	4	5	2		6	4	7	6	1	3	1	3	6	5	2			2			76
Corey, Joel	3	3	1	-	6	2	3	6				2	3	6	4	8	3	4	5	1	4	3	1	3	71
Egan, Matthew	-	-										1	1	1	1	-	-	-	-	3	-	-	-	-	7
Enright, Corey	6	4	4	7	5	-	5	6	2	5	6	1						3	2					2	58
Gardiner, Charlie			1	4	3	5	-	1		1	1	3	3	1	6								3	3	35
Harley, Tom		1	-	-	-	1	2	1			1		-								-	1	-	1	8
Haynes, David													4		5				6						15
Hunt, Josh	1	-	1	2	-	3	1	3	-	1	2	1	1	1	-	5	-	1	2	1			2	2	30
Johnson, David	1	1	-	1	-		1	1	1	-	-					2								1	9
Johnson, Steve				5		1		5	4								3	1	2	3	3	6	1	2	36
Kelly, James	3	3	7	7	4	2	3	2	10	2	10	3	6	2	4	2	2	5	1	1	1	1	2	4	87
King, Steven	2	1	1	2		1	1	1	1	1	5			3		2	1	1			5	4	3	3	38
Kingsley, Kent	4	1	1	3	1	2	1	-	1	1	1	4	-	5	2	2	2	-	2	-	1	3	3	2	42
Koulouriotis, Paul	2													2	3	-	3	4	1	-					15
Ling, Cameron	5	3	3	1	4	2	6	6	-	2	4	6	2	3		4	1	5	3	2	1	2	1	2	68
Lonergan, Tom									-	-	-		1												1
Mackie, Andrew	1	1	4							3	5	-									3	4	3	1	25
McCarthy, Matthew														-											
Milburn, Darren		2	7	3	3	8	4	5	3	-	4	8	2	6	-	3	7	3	1	3	2	3	2	-	79
Mooney, Cameron						1	-	1	-		3	1	2	1	3	-	3	5		2	3	3	3	-	31
Ottens, Brad	1	1	-	2	3	1	1	-	3	2	1	-						1	2	-					18
Playfair, Henry	-	4	4	1	5	2	1	5	2	-		2				3	3	-	1	3	2	-	2	1	41
Rahilly, James													2		2	2	2								8
Riccardi, Peter	6		2	9	1	3	3	3	4	3	3	3	5	2	2	2	3	3	1	3	1	2	1		65
Rooke, Max	2	-	-	-	-	1	-	1	2	-	-	-	-	4		1	-	1	1	1	5	-	1	4	24
Sanderson, Brenton												3	1	7	2		1		-	-	4	1	6	6	31
Scarlett, Matthew	1	1	1	1	-	1	1	2	-	-	2	-	-	1	-	1	-	1	1	1	-	1	1	1	18
Tenace, Kane	3	4	5	1	2				4	4	-			4	4		1	3	2	3	4	-	3	1	48
Thurley, Cameron							3	-	1	1					1	4	3								13
Wojcinski, David	5	2																							7
Totals	64	46	57	66	57	53	46	65	57	46	62	51	45	64	47	58	50	66	43	41	55	42	49	42	1272
Opponent	RI	WC	ME	ES	PA	WB	SK	CA	KA	FR	CW	AD	BL	HW	SY	PA	WB	ES	SK	ME	WC	RI	ME	SY	
