Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ablett, Gary	1	3	2	1	3	2	4	4	2	2	2	4	1	1	5	1	3	2	1	1	4	1	2	2	54
Ablett, Nathan																				-	1	-	-		1
Bartel, Jimmy	3	3	-	2	3	4	3	3	3	2	1	3	1	2	2	5	1	4	1	2	3	1	1	3	56
Blake, Mark															2				3	1					6
Byrnes, Shannon	4	3	2	1	1	-	1	1	2	1	-	2	2	2	1	2		1		3	1				30
Callan, Tim					1	1																			2
Chambers, Paul					1							2	1	-	1	2					2	-			9
Chapman, Paul	2	1	2	3	-	4	-		2	5	4	1	1	-	1	1	6	3	-			5			41
Corey, Joel	2	5	2	4	6	3	3	6				1	2	5	2	4	2	3	4	1	5	2	4	2	68
Egan, Matthew	-	-										-	-	-	-	-	-	1	-	-	-	-	1	1	3
Enright, Corey	2	2	1	3	2	-	1	1	-	1	3	-						-	2					2	20
Gardiner, Charlie			-	-	1	-	-	2		-	1	-	-	-	-								-	1	5
Harley, Tom		-	1	-	-	1	-	-			-		1								-	1	-	-	4
Haynes, David													-		-				-						
Hunt, Josh	-	-	1	1	-	2	-	2	-	-	-	1	1	-	-	4	-	1	1	-			1	1	16
Johnson, David	1	-	1	-	-		1	-	1	-	-					-								-	4
Johnson, Steve				1		1		-	2								-	4	1	2	1	1	2	-	15
Kelly, James	2	1	2	3	2	1	2	1	7	5	6	4	4	2	4	1	1	2	1	4	2	6	4	4	71
King, Steven	2	1	1	2		2	4	1	4	2	3			3		3	2	2			2	-	5	-	39
Kingsley, Kent	-	2	-	-	1	-	-	-	1	-	-	1	-	-	-	-	-	-	-	1	-	1	-	1	8
Koulouriotis, Paul	1													4	1	-	-	3	-	1					10
Ling, Cameron	4	3	7	2	5	-	4	2	1	1	4	2	5	7		3	1	5	4	4	3	2	2	4	75
Lonergan, Tom									-	-	-		-												
Mackie, Andrew	-	2	-							1	1	-									-	1	-	-	5
McCarthy, Matthew														-											
Milburn, Darren		2	3	2	1	1	3	3	4	-	2	3	9	3	3	1	5	5	1	1	2	2	1	1	58
Mooney, Cameron						1	1	-	-		2	2	5	-	-	1	5	-		4	2	2	3	2	30
Ottens, Brad	-	1	2	1	3	-	-	4	-	2	2	-						1	1	-					17
Playfair, Henry	-	-	-	-	-	-	-	-	-	-		-				1	-	-	-	-	-	-	1	-	2
Rahilly, James													3		-	-	-								3
Riccardi, Peter	1		2	5	2	2	-	2	3	1	3	4	5	1	3	3	2	4	-	3	2	1	2		51
Rooke, Max	-	-	-	-	-	2	-	-	3	-	-	2	-	-		-	1	-	1	-	5	1	2	3	20
Sanderson, Brenton												2	-	2	1		1		-	1	2	2	4	-	15
Scarlett, Matthew	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	1	4
Tenace, Kane	-	1	2	-	1				3	-	1			1	-		-	3	-	1	1	2	2	3	21
Thurley, Cameron							1	-	3	1					1	2	-								8
Wojcinski, David	2	-																							2
Totals	27	30	31	31	33	27	29	32	41	24	36	34	41	33	27	34	30	44	21	30	39	31	37	31	773
Opponent	RI	WC	ME	ES	PA	WB	SK	CA	KA	FR	CW	AD	BL	HW	SY	PA	WB	ES	SK	ME	WC	RI	ME	SY	
