Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ablett, Gary	4	4	2	3	1	4	4	3	3	-	6	3	1	2	2	-	3	4	-	3	4	4	3	2	65
Ablett, Nathan																				2	6	3	2		13
Bartel, Jimmy	8	3	-	9	3	6	5	8	6	5	6	3	3	4	5	10	10	4	4	8	9	-	11	1	131
Blake, Mark															3				3	-					6
Byrnes, Shannon	5	6	4	3	3	4	5	3	2	2	2	2	3	3	2	-		3		2	2				56
Callan, Tim					2	3																			5
Chambers, Paul					3							2	1	2	-	2					1	-			11
Chapman, Paul	10	5	4	-	1	4	3		5	5	5	10	-	5	5	6	3	2	1			2			76
Corey, Joel	9	2	9	3	3	4	6	7				7	3	8	4	7	1	11	8	4	7	5	7	5	120
Egan, Matthew	2	2										3	3	2	3	4	3	1	5	5	5	4	5	2	49
Enright, Corey	8	2	6	7	4	4	7	6	12	3	7	2						5	3					3	79
Gardiner, Charlie			7	6	6	9	2	5		3	8	4	2	6	5								6	5	74
Harley, Tom		6	7	3	-	6	4	1			6		6								5	8	7	5	64
Haynes, David													6		4				6						16
Hunt, Josh	8	7	11	5	2	1	4	3	1	8	3	7	2	1	4	9	3	2	1	9			7	-	98
Johnson, David	9	8	2	4	-		5	3	4	10	5					3								6	59
Johnson, Steve				7		2		5	4								6	3	2	9	7	6	2	6	59
Kelly, James	7	3	4	6	4	4	2	5	4	2	4	3	-	4	5	1	5	4	2	4	3	3	9	7	95
King, Steven	6	5	3	5		4	3	3	5	6	2			4		3	-	3			6	2	6	3	69
Kingsley, Kent	8	5	7	8	3	4	4	3	4	4	7	4	3	12	7	8	4	4	9	6	8	8	4	4	138
Koulouriotis, Paul	4													3	3	7	2	2	6	3					30
Ling, Cameron	12	7	-	3	8	5	9	3	4	4	7	9	8	9		3	4	9	6	4	4	9	9	3	139
Lonergan, Tom									6	3	3		-												12
Mackie, Andrew	5	-	5							2	4	1									4	8	3	1	33
McCarthy, Matthew														-											
Milburn, Darren		4	11	6	4	7	11	3	5	2	12	8	2	8	3	8	8	6	2	4	9	8	12	3	146
Mooney, Cameron						2	3	7	4		3	6	4	9	6	7	10	5		4	5	10	11	5	101
Ottens, Brad	5	5	1	8	8	6	3	5	4	5	2	5						5	2	5					69
Playfair, Henry	5	1	8	8	5	2	3	10	8	1		5				3	6	3	3	5	4	1	3	3	87
Rahilly, James													3		4	8	2								17
Riccardi, Peter	8		6	5	6	4	2	3	-	2	1	3	2	-	2	4	4	3	4	2	4	2	2		69
Rooke, Max	5	3	5	4	3	3	-	3	2	3	2	5	2	6		3	6	3	5	5	3	6	8	3	88
Sanderson, Brenton												3	4	8	4		9		7	6	7	5	6	5	64
Scarlett, Matthew	5	5	4	2	2	9	7	6	4	2	10	14	6	7	2	7	7	5	10	4	10	7	6	5	146
Tenace, Kane	7	5	-	1	1				3	1	2			4	2		1	2	1	3	2	4	7	2	48
Thurley, Cameron							3	2	2	2					2	4	-								15
Wojcinski, David	6	1																							7
Totals	146	89	106	106	72	97	95	97	92	75	107	109	64	107	77	107	97	89	90	97	115	105	136	79	2354
Opponent	RI	WC	ME	ES	PA	WB	SK	CA	KA	FR	CW	AD	BL	HW	SY	PA	WB	ES	SK	ME	WC	RI	ME	SY	
