Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ablett, Gary	2	-	1	1	-	-	-	3	-	-	1	-	-	-	-	-	2	2	-	-	-	1	-	1	14
Ablett, Nathan																				2	6	1	-		9
Bartel, Jimmy	1	-	-	1	-	-	-	-	1	-	1	-	-	-	-	2	1	1	-	1	-	-	1	-	10
Blake, Mark															-				-	-					
Byrnes, Shannon	1	1	1	1	1	-	-	-	1	-	-	-	-	1	-	-		-		-	-				7
Callan, Tim					-	-																			
Chambers, Paul					-							-	-	1	-	1					1	-			3
Chapman, Paul	-	-	1	-	-	1	-		1	1	-	-	-	4	2	2	-	1	1			-			14
Corey, Joel	-	1	1	-	-	-	1	1				-	1	2	-	-	-	2	-	-	-	1	-	-	10
Egan, Matthew	-	-										-	-	-	-	-	-	-	-	1	-	-	-	-	1
Enright, Corey	1	-	-	-	1	1	-	1	2	-	-	-						-	-					-	6
Gardiner, Charlie			1	1	1	3	-	3		-	2	-	-	2	-								-	-	13
Harley, Tom		-	-	-	-	-	-	-			-		1								-	-	1	-	2
Haynes, David													3		1				-						4
Hunt, Josh	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2	-	-	-	-			-	-	3
Johnson, David	-	-	-	-	-		-	-	-	-	-					-								1	1
Johnson, Steve				3		1		4	1								-	-	1	1	2	2	-	-	15
Kelly, James	1	-	-	1	-	2	1	1	-	1	-	-	-	-	-	-	2	1	1	1	-	1	2	-	15
King, Steven	-	-	-	-		-	2	2	-	-	-			1		-	-	-			-	-	1	1	7
Kingsley, Kent	2	3	7	3	2	1	2	2	1	4	3	1	3	6	3	7	3	2	5	6	4	3	1	1	75
Koulouriotis, Paul	1													-	-	-	-	-	-	-					1
Ling, Cameron	1	-	-	1	2	1	1	-	-	-	-	1	-	-		-	-	-	-	1	-	-	-	-	8
Lonergan, Tom									2	2	1		-												5
Mackie, Andrew	2	-	1							-	-	1									1	-	1	-	6
McCarthy, Matthew														-											
Milburn, Darren		-	-	-	-	-	3	1	-	-	-	-	-	-	-	2	-	1	1	1	1	2	-	1	13
Mooney, Cameron						-	1	-	-		-	-	-	-	1	-	2	-		-	-	1	1	-	6
Ottens, Brad	2	2	1	3	4	3	1	4	1	2	1	2						1	1	2					30
Playfair, Henry	2	-	2	5	1	-	1	3	3	1		3				1	3	3	-	1	-	1	1	1	32
Rahilly, James													-		1	-	-								1
Riccardi, Peter	2		1	-	3	1	-	-	-	-	-	-	-	-	1	1	-	-	-	-	1	-	-		10
Rooke, Max	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Sanderson, Brenton												-	-	-	-		-		-	-	-	-	-	-	
Scarlett, Matthew	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	1	-	3
Tenace, Kane	-	-	-	-	-				-	-	-			-	-		-	-	-	-	-	-	1	-	1
Thurley, Cameron							1	2	-	-					2	4	-								9
Wojcinski, David	-	1																							1
Totals	18	8	17	20	15	14	14	28	13	12	9	8	8	17	11	22	14	14	10	17	16	13	11	6	335
Opponent	RI	WC	ME	ES	PA	WB	SK	CA	KA	FR	CW	AD	BL	HW	SY	PA	WB	ES	SK	ME	WC	RI	ME	SY	
