Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ablett, Gary	-	-	-	1	-	2	-	1	3	1	-	-	1	2	2	3	3	-	2	1	-	-	1	-	23
Ablett, Nathan																				-	1	1	1		3
Bartel, Jimmy	-	-	-	-	1	-	1	1	1	-	-	-	2	-	2	2	-	-	2	1	-	1	-	2	16
Blake, Mark															1				1	-					2
Byrnes, Shannon	-	-	-	-	-	1	2	1	-	2	-	-	-	1	-	1		1		4	-				13
Callan, Tim					-	-																			
Chambers, Paul					-							-	-	1	2	-					-	-			3
Chapman, Paul	1	-	-	4	2	2	1		-	2	-	-	1	2	3	1	-	1	-			-			20
Corey, Joel	1	1	1	3	2	2	1	1				-	-	3	2	3	-	2	1	-	1	-	3	-	27
Egan, Matthew	-	-										-	-	1	1	1	-	1	-	3	1	-	-	1	9
Enright, Corey	-	-	-	2	-	-	-	1	1	-	-	-						1	-					-	5
Gardiner, Charlie			3	-	1	-	-	1		1	-	1	-	1	2								-	-	10
Harley, Tom		1	-	-	1	2	-	1			-		1								-	-	1	1	8
Haynes, David													-		-				1						1
Hunt, Josh	-	1	1	-	1	1	-	-	1	1	-	2	-	-	-	3	-	-	1	2			-	-	14
Johnson, David	-	-	2	-	1		1	-	-	-	1					-								-	5
Johnson, Steve				1		-		1	2								-	-	-	2	2	2	2	3	15
Kelly, James	1	-	1	2	-	1	-	-	1	1	3	1	3	3	-	-	1	3	1	-	1	-	-	2	25
King, Steven	1	1	1	1		1	2	-	-	1	4			1		1	3	-			1	-	2	-	20
Kingsley, Kent	2	-	1	-	1	-	1	-	-	1	-	1	-	-	2	3	-	2	-	-	1	-	1	-	16
Koulouriotis, Paul	-													-	2	-	-	1	-	-					3
Ling, Cameron	1	-	3	-	-	-	-	1	-	-	-	-	-	-		-	1	1	5	2	1	-	-	2	17
Lonergan, Tom									1	-	1		-												2
Mackie, Andrew	-	2	-							1	2	1									1	1	-	-	8
McCarthy, Matthew														-											
Milburn, Darren		3	2	2	-	2	-	-	1	-	2	1	2	1	-	1	4	1	-	-	3	1	-	1	27
Mooney, Cameron						1	-	-	-		1	1	-	1	1	2	2	-		-	1	-	2	2	14
Ottens, Brad	2	1	1	-	3	-	2	2	1	3	1	-						-	2	-					18
Playfair, Henry	2	1	-	1	1	-	-	-	1	1		1				-	1	1	-	1	2	-	3	-	16
Rahilly, James													1		-	-	-								1
Riccardi, Peter	-		-	-	-	1	1	-	-	1	3	-	2	1	-	3	1	-	-	1	-	-	1		15
Rooke, Max	-	1	1	-	-	-	-	-	1	-	-	-	-	-		-	1	1	-	-	1	-	1	1	8
Sanderson, Brenton												2	-	2	-		-		-	1	-	-	-	1	6
Scarlett, Matthew	1	2	-	-	-	-	-	-	-	1	2	1	-	1	1	-	2	-	1	-	-	-	-	-	12
Tenace, Kane	1	-	1	-	-				-	1	-			1	-		-	-	-	1	-	-	1	1	7
Thurley, Cameron							1	1	2	-					4	3	1								12
Wojcinski, David	-	1																							1
Totals	13	15	18	17	14	16	13	12	16	18	20	12	13	22	25	27	20	16	17	19	17	6	19	17	402
Opponent	RI	WC	ME	ES	PA	WB	SK	CA	KA	FR	CW	AD	BL	HW	SY	PA	WB	ES	SK	ME	WC	RI	ME	SY	
