Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Ablett, Gary	1	-	2	1	-	1	-	1	-	2	3	-	2	-	-	-	2	-	-	1	2	1	1	2	22
Ablett, Nathan																				1	-	-	-		1
Bartel, Jimmy	2	2	-	-	1	-	3	5	2	1	1	-	4	1	4	1	2	2	-	1	1	2	1	-	36
Blake, Mark															1				4	-					5
Byrnes, Shannon	-	-	-	2	1	1	-	2	-	-	-	-	1	-	-	-		-		2	1				10
Callan, Tim					1	-																			1
Chambers, Paul					1							-	-	1	-	1					-	3			6
Chapman, Paul	-	2	-	2	-	-	1		2	-	1	-	2	1	1	2	-	1	1			1			17
Corey, Joel	1	1	-	1	1	2	-	3				-	2	-	1	-	-	-	1	-	3	1	-	1	18
Egan, Matthew	-	-										1	1	-	-	1	-	1	2	-	-	-	2	-	8
Enright, Corey	1	3	-	-	1	1	2	1	-	2	-	1						-	-					1	13
Gardiner, Charlie			1	-	3	1	1	-		-	5	2	1	-	-								2	2	18
Harley, Tom		1	2	1	2	-	-	1			1		1								-	-	-	-	9
Haynes, David													3		-				-						3
Hunt, Josh	1	-	1	-	-	-	2	-	-	1	-	1	-	-	2	1	-	2	-	1			-	1	13
Johnson, David	1	-	-	-	-		-	-	-	1	-					-								1	3
Johnson, Steve				1		1		2	1								1	1	1	-	2	-	3	-	13
Kelly, James	1	-	-	-	1	2	-	1	-	-	3	1	-	1	-	-	-	3	2	3	-	-	1	2	21
King, Steven	2	-	3	3		-	3	-	2	1	1			3		-	1	-			3	-	3	1	26
Kingsley, Kent	2	2	1	-	-	-	-	-	1	1	-	-	-	-	1	-	1	3	1	-	-	-	-	2	15
Koulouriotis, Paul	1													-	1	-	-	1	1	2					6
Ling, Cameron	1	-	1	-	2	-	2	1	-	-	1	-	1	1		-	-	-	-	-	3	1	-	-	14
Lonergan, Tom									1	-	1		-												2
Mackie, Andrew	-	-	-							-	-	1									-	-	-	-	1
McCarthy, Matthew														2											2
Milburn, Darren		-	1	1	-	1	3	-	2	1	-	1	1	-	-	2	1	1	2	2	-	-	-	-	19
Mooney, Cameron						1	1	-	6		1	3	1	-	1	2	1	-		4	-	-	2	-	23
Ottens, Brad	2	1	-	-	5	-	2	-	-	3	1	2						-	1	2					19
Playfair, Henry	-	5	1	-	-	3	1	-	2	-		1				3	-	-	2	-	-	1	2	-	21
Rahilly, James													-		-	2	-								2
Riccardi, Peter	-		1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		2
Rooke, Max	1	-	1	1	3	-	1	2	1	1	4	-	-	1		2	1	-	4	2	2	2	1	2	32
Sanderson, Brenton												2	-	-	-		1		2	-	-	1	1	1	8
Scarlett, Matthew	-	1	1	2	-	2	-	-	-	-	1	1	-	-	-	1	1	-	-	-	-	-	2	-	12
Tenace, Kane	-	-	-	-	-				-	-	-			1	1		1	1	-	1	-	-	-	-	5
Thurley, Cameron							1	-	-	-					-	-	1								2
Wojcinski, David	-	-																							
Totals	17	18	16	15	23	16	23	19	20	14	24	17	20	12	13	18	14	16	24	22	17	13	21	16	428
Opponent	RI	WC	ME	ES	PA	WB	SK	CA	KA	FR	CW	AD	BL	HW	SY	PA	WB	ES	SK	ME	WC	RI	ME	SY	
