Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Ball, Jason	1	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2
Banfield, Drew	-	-	-		-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	2	-	-	-	4
Braun, Michael	-	-	-	-	-		-			3	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Cousins, Ben	-	-	-	-	-	1	-	3	3	-	3	-	2	-	-	2	-	2	-	-	2	-	-	18
Crabb, Jaxon					-			-																
Donnelly, Andrew		-				-	-	-	-	-	-	-	-	-	-					-		-		
Evans, Tony	-		-	-					-	-														
Fewster, Brendon							-	-	-	-				-	-	-	2	-	-	-	-	-	-	2
Gardiner, Michael	-	-	-	-	-	-	-	-	-	-	-	1	-	-									-	1
Gehrig, Fraser	-	2	3	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7
Grgic, Ilija					-																			
Heady, Brett	-	-				-					-	-	-	-	-	-	-	-		-	-	-	-	
Holmes, Todd					-	-	-																	
Jakovich, Glen	-	-	2	-	-	-	-	2	-	-			-	-	-	-	-	1	-	-	-	-	-	5
Jones, Rowan																			-	-				
Kemp, Dean	3	-	-	-	-		-	-	-	-	-		-	-	2	-					-	-	-	5
Lewis, Chris	-	-	-	-	-	-			-	-	-							3	-	-	-	-	-	3
Lovell, Andy			-			-								-			-							
Mainwaring, Chris																				-	-	-		
Marshall, Neil																	-	-						
Matera, Peter	-	-	-	-	-	-	-	-	-	-	-	-	3	-	3	-		-	-	-	-	-		6
Matera, Phillip	-	-	-	-		-	-					-	-		-	-	-	-	-				-	
McIntosh, Ashley	-	-	1	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	2	-	6
McKenna, Guy	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-		2
Metropolis, Daniel						-	-	-	-	-	-	-	-	-	-	-		-	-		-		-	
Morrison, Chad	-	-		-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Read, Phillip	-		-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Schofield, Jarrad	-	3	-	-		-	-	-	-		-	-					3	-	-				-	6
Sikora, Shane														-										
Stone, Nicholas	-	-	-		-				-		-	-	-	-	-	-	-	-					-	
Symmons, Paul				-	-	-		-	-	1	-	-	-	-	-	-	-	-	-	3	-	-	-	4
Turnbull, Ryan	-	-	-	-	-	-	-					-												
Waterman, Chris		-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1
White, Mitchell				-	-					-	-	-	-			-	-	-	-	-	-	-	-	
Williams, Andrew															-		-		-	-	-			
Wirrpanda, David								-																
Wooden, Josh	-	-	-	-		-	-	-	-		-					-					-	-	-	
Worsfold, John	-	-	-	-	-		-	-	-	-		-	-		-	-	-		-	-		-		
Totals	4	6	6	1	1	1	0	6	4	4	3	4	6	0	6	2	5	6	1	6	2	2	0	76
Opponent	NM	CW	FR	SY	RI	SK	AD	CA	GE	WB	PA	HW	ES	ME	BL	NM	CW	FR	SY	RI	SK	AD	WB	
