Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Adams, Leigh	1	6	-	5	1	3	2	-	2	3	4	4	6	4	4	5	-		-					50
Anthony, Liam	6	5	3	2	4	6	5					2	9	6	3	9	5	6	5	10	8	8	4	106
Atley, Shaun	2	2	2	3	3	5	2	3	2	2	1	6	3	5	2	2	1	6	3	3	2	4	3	67
Bastinac, Ryan	1	2	5	2	2	1	2	3	3	5	3	4	4	4	5	1	7	4	5	9	4	6	3	85
Black, Aaron									3	4	1													8
Campbell, Matt	2	3	4	1									1	1	1	1	1	3	1	2	-	4	1	26
Cunnington, Ben	1	2	3	1	7	6	4	1	4	3	4	2				4	1	2	2	4	2	4	4	61
Delaney, Cameron		5					3	3	4	1														16
Delaney, Luke			3	3	2	4	2	3	5	2			5	1						6	4	8		48
Edwards, Aaron	5	9	6	2	6	3	6		5	3														45
Firrito, Michael	5	6	2	3	6	4	2	5	5	3	1	4	4	2	7	2	5	5	7	5	6	5	4	98
Garlett, Cruize									2	2								4	3	2	2	1		16
Gibson, Sam											5	-	12	6	7	6	8	6	8	13	3	13	4	91
Goldstein, Todd	1	2	2	-			4	2	5	6	7	6	5	1	1	-	3	3	2	3	-	2	1	56
Greenwood, Levi					-			-	2	1	1													4
Grima, Nathan								5	5	7	12	11	6	8	7	10	5	4	7				1	88
Hansen, Lachlan												4	5	3	5	2	2	9	6	5	3	-	7	51
Harper, Kieran	3	4	3	1	1	3	3	4	3	2	1	2	2	-	2	3	1	2	3	2	-	2	1	48
Harvey, Brent	3	2	3	1	2	2	3	1	6	4	6	2	2	6	8	6	6	7	5	11	5	7	1	99
Macmillan, Jamie	2	3	3	3	4	3	3	6	-	2	6	2	3	3	2	3	8	3	2	7	7	6	2	83
McIntosh, Hamish	5	5	8	2	4	4	3																	31
McKenzie, Brad							4	-																4
McMahon, Scott	5	3	3	4							9	5	6	8	2	9	4	3	8	5	3	6	2	85
Mullett, Aaron	3	2			6	-												3				10		24
Pedersen, Cameron						4		6																10
Petrie, Drew	6	7	4	8	7	5	5	2	7	4	14	8	9	3	7	7	7	5	9	8	3	7	5	147
Swallow, Andrew	2	1	4	3	3	6	2	2	3	-	4	3	8	4	-	1	3	3	4	5	4	5	4	74
Tarrant, Robbie	2				4	3					4	8	1	7	-	2	4	6	3	5	5	2	1	57
Thomas, Lindsay	7	-	3	7	4	2	3	2			6	6	4	5	2	1	2			3	2	2	-	61
Thompson, Scott	9	6	5	8	6	10	7	1	4	2	10	4			5	5	3	3	9	4	5	13	4	123
Warren, Ben								6																6
Wells, Daniel	5	8	4	3	3	4	2	4	3	5	8	5	3	4	2	2	2	2	2				1	72
Wright, Sam	4	5	1	2	1	7	2		3	4	2	6	3	4	8	5	7	6	12	5	3		1	91
Ziebell, Jack			9	5	1	2	4	4	3	5	4	4	9	3	1					6	2	2	3	67
Totals	80	88	80	69	77	87	73	63	79	70	113	98	110	88	81	86	85	95	106	123	73	117	57	1998
Opponent	ES	GW	GE	SY	GC	WC	WB	PA	BL	HW	GC	AD	SK	WC	CA	RI	ME	WB	ES	CW	FR	GW	WC	
