Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Adams, Leigh	3	1	-	1	-	2	1	-	-	-	-	1	2	1	1	1	1		-					15
Anthony, Liam	-	2	-	-	1	-	1					1	1	-	1	-	-	1	1	2	-	-	-	11
Atley, Shaun	-	-	-	1	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	3
Bastinac, Ryan	-	2	2	1	-	1	-	1	1	-	-	1	-	-	1	2	1	3	-	-	-	1	-	17
Black, Aaron									2	-	-													2
Campbell, Matt	1	3	1	-									-	1	1	-	-	-	1	-	-	2	-	10
Cunnington, Ben	1	1	-	1	-	-	-	-	-	-	1	-				-	-	-	-	1	-	1	-	6
Delaney, Cameron		-					-	-	1	1														2
Delaney, Luke			-	-	-	-	-	-	-	-			-	-						-	-	-		
Edwards, Aaron	-	-	3	-	1	1	-		1	1														7
Firrito, Michael	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	3
Garlett, Cruize									-	-								-	-	-	1	-		1
Gibson, Sam											1	-	-	1	-	1	-	-	-	-	-	-	-	3
Goldstein, Todd	1	-	-	-			-	-	-	-	-	-	-	1	-	-	1	-	-	1	-	-	1	5
Greenwood, Levi					-			1	-	-	-													1
Grima, Nathan								-	-	-	-	-	-	-	-	-	-	-	-				-	
Hansen, Lachlan												-	1	1	-	-	-	1	1	-	-	-	1	5
Harper, Kieran	2	3	-	-	-	-	-	1	-	-	-	-	-	-	2	1	-	-	-	-	-	-	-	9
Harvey, Brent	-	1	2	-	2	1	-	1	-	1	-	1	1	1	1	2	-	1	-	2	-	1	-	18
Macmillan, Jamie	-	2	-	-	1	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	5
McIntosh, Hamish	-	1	-	-	-	-	-																	1
McKenzie, Brad							-	-																
McMahon, Scott	-	1	-	-							-	-	-	1	-	-	-	-	1	-	-	1	-	4
Mullett, Aaron	-	-			1	-												-				2		3
Pedersen, Cameron						-		1																1
Petrie, Drew	1	1	-	1	-	1	-	-	-	-	3	1	1	-	1	-	3	-	2	-	-	-	2	17
Swallow, Andrew	-	2	1	-	1	1	-	-	-	1	-	-	2	-	-	-	2	2	1	2	-	-	2	17
Tarrant, Robbie	-				-	-					-	-	1	-	-	1	1	2	1	-	1	1	-	8
Thomas, Lindsay	-	-	1	-	3	-	2	-			3	2	1	-	-	-	2			-	1	1	-	16
Thompson, Scott	-	-	-	-	-	-	-	-	-	1	-	-			-	-	-	-	-	-	-	-	-	1
Warren, Ben								-																
Wells, Daniel	2	-	5	-	-	-	1	1	-	-	-	1	3	1	2	-	1	2	2				-	21
Wright, Sam	-	1	-	-	-	1	-		1	2	-	-	-	-	-	1	-	-	-	-	-		-	6
Ziebell, Jack			-	-	-	1	-	-	-	-	-	-	3	-	1					1	-	-	-	6
Totals	11	21	17	5	10	9	6	6	6	8	8	9	16	8	12	9	13	12	10	9	3	10	6	224
Opponent	ES	GW	GE	SY	GC	WC	WB	PA	BL	HW	GC	AD	SK	WC	CA	RI	ME	WB	ES	CW	FR	GW	WC	
