Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Adams, Leigh	-	-	-	-	-	-	-	-	-	-	-	3	1	-	-	-	-		-					4
Anthony, Liam	-	-	-	-	-	-	-					-	-	-	-	2	-	-	-	-	-	-	-	2
Atley, Shaun	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Bastinac, Ryan	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	3	-	-	-	-	-	5
Black, Aaron									-	-	-													
Campbell, Matt	-	-	-	-									-	-	-	-	-	-	-	-	-	-	-	
Cunnington, Ben	-	-	-	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	
Delaney, Cameron		-					-	-	-	-														
Delaney, Luke			-	-	-	-	-	-	-	-			-	-						-	-	-		
Edwards, Aaron	-	-	-	-	-	-	-		-	-														
Firrito, Michael	-	3	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
Garlett, Cruize									-	-								-	-	-	-	-		
Gibson, Sam											-	-	-	-	-	-	-	-	-	-	-	-	-	
Goldstein, Todd	-	-	-	-			-	-	3	-	-	-	-	-	-	-	2	-	-	1	-	-	-	6
Greenwood, Levi					-			-	2	-	-													2
Grima, Nathan								-	-	-	-	-	-	-	-	-	-	-	-				-	
Hansen, Lachlan												-	-	-	-	-	-	-	-	-	-	-	-	
Harper, Kieran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Harvey, Brent	-	-	2	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	4
Macmillan, Jamie	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McIntosh, Hamish	-	-	-	-	-	-	-																	
McKenzie, Brad							-	-																
McMahon, Scott	-	-	-	-							-	-	-	-	-	-	-	-	-	-	-	-	-	
Mullett, Aaron	-	-			-	-												-				-		
Pedersen, Cameron						-		-																
Petrie, Drew	-	-	-	-	-	-	-	-	-	-	1	-	-	-	3	3	-	2	-	-	-	-	-	9
Swallow, Andrew	-	1	-	-	3	1	1	-	-	-	-	-	-	1	-	-	3	-	-	-	-	-	-	10
Tarrant, Robbie	-				-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	
Thomas, Lindsay	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-			-	-	-	-	
Thompson, Scott	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	3	-	3	-	6
Warren, Ben								-																
Wells, Daniel	2	2	-	-	-	-	-	-	-	-	-	1	3	-	1	-	-	-	-				-	9
Wright, Sam	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	3	-	-		-	3
Ziebell, Jack			3	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	3
Totals	2	6	6	0	5	1	1	0	5	0	3	6	4	1	4	5	5	5	3	4	0	3	0	69
Opponent	ES	GW	GE	SY	GC	WC	WB	PA	BL	HW	GC	AD	SK	WC	CA	RI	ME	WB	ES	CW	FR	GW	WC	
