Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	EF	Tot
Anderson, Greg	1	-	-	-	-	-	1	-	1	-	-	1	-						2	-	-	-	1	7
Bailey, Dean		-			-	-	1	1	-															2
Bewick, Darren		5	2			1	-		1	3	1	2	-	-	-	1	1	1	4	2	1		-	25
Burns, Adrian				1			-			-														1
Considine, Ed			1	-		-															-	-	-	1
Cransberg, Peter	-	1	-	1	2	1	1	1	2	-	1	3	1	-		1	-	-	-	-	1	-		16
Daniher, Anthony	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-								1
Daniher, Chris						-	1	-						-	-	-	-	-	-					1
Daniher, Terry												-	-	-	-	1	-	-	2	-	-	-	1	4
Ezard, Alan	-	1	1	-	1	-	-	-	-	1	-	-	-	-	-	-	-	1	1	-	1	-	-	7
Filandia, Peter			1	-							-	-	1	-	2	3	2	3	1			-		13
Flood, David		-	-	-	-		-		-	-						-	-	-	1	-				1
Fox, Brad	-	-					-	1	-	-	1	1			-					-				3
Hamilton, Paul	-		-	-	-	-	-	-																
Harvey, Mark	-	4		1	1	2	1	-									1	2	3	-		2		17
Heard, Shane	-	1		-	-	-	-											-	-		-	-	-	1
Hills, Paul								1	1	-	-	-	-	-		-	-	-	-	-		-	1	3
Johnston, David														-	-	-	-	-	-	1	-	-	-	1
Kickett, Derek	-	-	-											-	-	-	1	1	3	2	1	-	1	9
Long, Michael	2	2	-	2	1	1	-			-	1	1	-	-	-	2	-			1	-		-	13
Madden, Simon	-	2	2	4	2	3	3	-	1	2	-	-	2	2	1	4	3	7	1	2	-	1	-	42
Manning, Andrew			-	-									-	1										1
McMullin, Ian	-	1	-	3	-			4	3	-	1	3	1	1	1	1	-	-		-	1			20
Morrish, Paul								-	-	-	-	-	-		-									
OBrien, Craig	-		2	1	1	1						-	-					2	1			-	-	8
ODonnell, Gary	1	-	-	-	-	-	-	-	-		-	-	-	-	-	1	1	-	1	1	-	-	-	5
Plain, Bradley				8	4	2		3	4		-						1	1	2	2	1			28
Ridley, Todd	4	-	-																					4
Robertson, David								-	1	-														1
Salmon, Paul	3	4	-		1	1	2			3	1	3	-		-	5	2	3	1	-	-	1		30
Somerville, Peter	2	3	2	1	1	1	1	-	-	1		1		1	-	-	-				-		-	14
Sporn, Kieran					-	-	1	1	-	1	1	1	-	-	1	-						1	1	8
Thompson, Mark	2	-									-	-	-	3							1	-	-	6
Wallis, Dean															1	-	-	-	-	-	-			1
Walsh, Kevin																							-	
Wanganeen, Gavin	-	1	1	2	-		1	1	-	-	2	1	1	-	-					1	-	1	-	12
Watson, Tim	1				1	4		-	2	-	-			2	-	-	-	1	-	1	-	1	2	15
Werner, Michael									-	1	1		-									2	4	8
Totals	16	25	12	24	16	17	13	13	16	12	10	17	6	10	6	19	12	22	23	13	7	9	11	329
Opponent	RI	NM	AD	SY	BB	CA	WC	HW	SK	ME	CW	FI	FO	GE	RI	NM	AD	SY	BB	CA	WC	HW	ME	
