Player	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	EF	Tot
Anderson, Greg	-	1	2	1	1	-	-	2	2	-	1	4	1						3	2	3	1	2	26
Bailey, Dean		-			-	1	2	4	1															8
Bewick, Darren		2	3			2	-		-	3	-	5	1	2	1	4	1	2	2	-	1		-	29
Burns, Adrian				1			-			2														3
Considine, Ed			-	1		1															1	1	1	5
Cransberg, Peter	1	1	1	-	-	-	1	2	-	1	1	-	-	1		-	2	-	1	1	2	-		15
Daniher, Anthony	2	2	1	3	1	1	3	2	1	-	-	1	-	2	3	-								22
Daniher, Chris						3	1	1						1	2	2	1	1	1					13
Daniher, Terry												1	1	1	1	1	-	5	-	1	2	3	-	16
Ezard, Alan	-	1	4	-	2	3	3	1	4	1	2	4	2	1	2	-	2	2	3	-	1	-	-	38
Filandia, Peter			3	-							4	2	-	1	1	3	1	1	2			-		18
Flood, David		-	1	1	-		-		-	-						-	3	3	1	-				9
Fox, Brad	3	-					2	1	-	2	3	-			1					-				12
Hamilton, Paul	-		4	-	-	-	1	2																7
Harvey, Mark	4	1		-	-	1	1	1									4	1	2	-		-		15
Heard, Shane	1	2		-	-	3	-											-	-		3	-	4	13
Hills, Paul								1	1	3	1	-	-	2		1	3	2	3	-		1	1	19
Johnston, David														3	-	2	3	1	-	1	1	2	3	16
Kickett, Derek	1	-	2											2	2	-	-	4	-	1	1	1	1	15
Long, Michael	1	2	2	3	2	-	1			5	1	2	-	2	-	-	-			-	-		2	23
Madden, Simon	2	1	2	1	1	1	6	2	1	3	6	2	2	1	1	1	-	3	1	1	1	1	2	42
Manning, Andrew			-	-									1	1										2
McMullin, Ian	1	2	1	1	1			1	1	4	-	-	-	4	2	2	1	1		-	-			22
Morrish, Paul								-	1	2	1	1	1		-									6
OBrien, Craig	-		2	1	1	2						2	-					1	1			1	1	12
ODonnell, Gary	-	-	-	-	1	1	1	-	1		1	1	-	1	-	-	-	2	1	1	1	2	1	15
Plain, Bradley				1	2	-		1	1		-						-	-	1	1	1			8
Ridley, Todd	-	-	-																					
Robertson, David								1	1	-														2
Salmon, Paul	1	2	1		1	1	1			3	3	2	1		2	2	1	6	3	2	-	3		35
Somerville, Peter	1	3	1	-	-	-	3	1	1	2		-		1	-	-	-				1		-	14
Sporn, Kieran					-	3	-	-	1	3	1	1	-	2	3	-						1	-	15
Thompson, Mark	1	-									-	-	3	2							1	1	1	9
Wallis, Dean															4	-	-	1	-	-	-			5
Walsh, Kevin																							2	2
Wanganeen, Gavin	-	-	1	1	1		2	1	5	3	2	1	1	1	2					3	5	1	2	32
Watson, Tim	-				-	-		-	1	2	2			1	-	1	-	-	-	1	-	-	1	9
Werner, Michael									3	1	-		-									-	1	5
Totals	19	20	31	15	14	23	28	24	26	40	29	29	14	32	27	19	22	36	25	15	25	19	25	557
Opponent	RI	NM	AD	SY	BB	CA	WC	HW	SK	ME	CW	FI	FO	GE	RI	NM	AD	SY	BB	CA	WC	HW	ME	
