Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Biggs, Shane																				-	-	-				
Bird, Craig	1	-			-	-	-	1	1	1	-	-	-	1	-	-	-	-	-	-			-	1	-	6
Cunningham, Harry	1	1	3	-	-	1	1	-	-	-	4	-	-	-	-	-	-	-	3	1	-	-	-	-	-	15
Derickx, Tom		-	-	-	-	1	1	-	1	2	-	-	-													5
Franklin, Lance	1	2	4	-	4	1		2	5	4	3	5	4	5	1	6	3		2	9	6		3	5	4	79
Goodes, Adam						-	3	-	1	3	-	3	-	-	3	2	4	2	-	-	2	1	1	3	2	30
Grundy, Heath	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Hannebery, Dan	-	1	2	-	-	1	-	1	-	2	-	1							-	-	1	1	1	-	-	11
Jack, Brandon					1		2		-			-	-	-	-	-										3
Jack, Kieren		-	2	1	-	2	2	1	-	2	-	1	2	1	-	-	-	-	-	-	-	-	1	1	2	18
Jetta, Lewis	1	1	-	-	1	-	1	1	-	1	2	1	-	1	-	-	-	-	-	1	1	-	1	1	-	14
Jones, Zak													-	1	-							-				1
Kennedy, Josh	-	-	-	-	1	1	2	-	1	-	2	1	-	2	-	-	1	1	-	-			-	-	1	13
Laidler, Jeremy	-		1	2	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-					3
Lloyd, Jake					-	-	1	-	-	1	1	-	-	-	-	1	-	-	1	1	2	-	-	-	-	8
Malceski, Nick	-	1	-	-	1	-	-	2	-	-	-	-	-	-	-	1	-	-	-	1	2	-	-	-	-	8
McGlynn, Ben	2	1	1	-	2	1	-	-		1	-			1	2	-	3	2	3				3	1	1	24
McVeigh, Jarrad	-	-	1	1	1	-	1	1	3	-	-	2	1	-	-	1	-	1	-	1	-	1	-	-	-	15
Membrey, Tim																		-								
Mitchell, Tom	1	-	1	-																	-	-				2
Naismith, Sam																						-				
OKeefe, Ryan	-	-	-	1																						1
Parker, Luke	-	-	4	-	1	1	2	2	2	-	2	-	-	-	2	2	-	-	-	1	1	1	1	3	-	25
Pyke, Mike	-	1	-	-	-	-	-						-	-	-	-	-	1	-	-	-		1	-	-	3
Rampe, Dane	-	1	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	3
Reid, Sam	1	1					1	-	-	-	3	-	2	1	1	4	-	1	-	-		2	-	-	-	17
Richards, Ted	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Roberts-Thomson, Lewis	-		1	-	1	-																				2
Rohan, Gary	1	-	1	-								-			-	1	-	1	1	-	-	1	-	-	-	6
Shaw, Rhyce	-	-	-	-	-	-	1	-	-	-	-	-	-					-	-		-	-	-	-	-	1
Smith, Nick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	
Tippett, Kurt								4	3	5	-			2			2	2	2	3	4	1	1	4	1	34
Towers, Dean																-	-	-		1	1	1				3
Totals	9	10	21	6	13	9	18	15	18	22	17	14	9	15	10	18	13	11	12	19	20	9	13	19	11	351
Opponent	GW	CW	AD	NM	FR	ME	BL	HW	ES	GE	GC	PA	RI	GW	WC	CA	HW	ES	PA	SK	WB	RI	FR	NM	HW	
