Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Ablett, Gary	5	3	2	4	7		10	4	3	7	3	6	2	4	3	4	7	6	6	5	2	4	-	6	3	106
Bartel, Jimmy	6	5	3	4	8	5	3	8	7	2	4	8	3	11	8	5	5		3	7	6	7	8	6	6	138
Blake, Mark	2	-	3	2	2	-	3	3	4	3	2	3	1	2	3	1	4				2	4	1			45
Byrnes, Shannon	10	4	2	4	2	8	3	11	5	2	7	9	4	5	3	2		3	3	6	4		2	3	7	109
Chapman, Paul	6	6	5	8	3	6	7	7	7	5	5	2		4	5	7	7	6	5	8	6	3	6	6	3	133
Corey, Joel	2	2	2	3										5		5	6	1	4		5	6	2	6	2	51
Djerrkura, Nathan			1																							1
Duncan, Mitch	2	5	6	9		4		8						5	4											43
Enright, Corey	6	4	5	6	3	6	7	7	12	5	4	4	12	7	3	5	2	6	7	5	8		7	3	2	136
Gamble, Ryan			3										5													8
Hawkins, Tom	7	6	4	7	4	6	6	8	7	9								5	1	4	9	9	5	4	1	102
Hogan, Simon					3	2	3	3		3	1	3		4	1	5						-				28
Hunt, Josh	3	4	7	3	3	6	4	3	9	5	3	1	6	6	5	8	10	8	5	3	4		2	5	4	117
Hunt, Taylor											2	6	2	3						3	6	6				28
Johnson, Steve	4	4	5	6	1	13	8	9	8	4	3	10	3				7	10	4	7	6	7	1	8	3	131
Kelly, James	5	4	4	4	3	6	2		9	1	2	7		2	3	6	5	4	4	3	4	4	1	3	1	87
Laidler, Jeremy																				2						2
Ling, Cameron	1	2	2	5	3	1	5	3	5	4		4	3		3	3	7	3	3			5	2	10	2	76
Lonergan, Tom	5	2	8	6	6	6	3	6	5	3	3	2	3	11	2	9	6	7	3			4		6	3	109
Mackie, Andrew	5	3	6	5	6	5	10	10	7	7	7	11	5	8	7	8	5	5	5	6		8	5			144
Menzel, Daniel																				2	3	5				10
Milburn, Darren	4			5	8	6	8	13	6	10	4	5	12	6	2		4	11	9	7	9	15	4	5	6	159
Mooney, Cameron	6	9		10	1	7	5	12	10	4	3		5			5	5	10	8	7	9	6	4	4	1	131
Motlop, Steven		1																								1
Ottens, Brad	4	4		2	2	1									2	3	3	2	4	4		4	-	4	1	40
Podsiadly, James			11	11	6	5	8		9	9	6	10	2	8	5	6	6		4	7	8			4	5	130
Rooke, Max					2																					2
Scarlett, Matthew	3	3					1	2	7				4	6	1	9	3	11	3	3	4	9	10	8	10	97
Selwood, Joel	4	8	1	1	2	5	3	7	7	6	4	6	2	4	2	6	9	5	3	8	7		2	5	5	112
Simpson, Dawson			6								1															7
Stokes, Mathew								3	3	5	5	5	7	9	3	4	4	1	4	5	3	5	1	6	3	76
Taylor, Harry	3	12	8	8	4	7	3	4	7	6	6	7	4		7	16	8	11	6		7	10	2	7	6	159
Varcoe, Travis						2	1	3	6	1	6	3	3	1	4	2	5	6	5	2	7	5	1	5	4	72
West, Trent												3	-	5				3								11
Wojcinski, David	2	2	3	6	6	5	2	3	5	3	3	3	3	6	3	5	4	4		6	4	4	2	4	4	92
Totals	95	93	97	119	85	112	105	137	148	104	84	118	91	122	79	124	122	128	99	110	123	130	68	118	82	2693
Opponent	ES	HW	FR	PA	CA	RI	SY	BL	CW	ME	WC	ES	SK	NM	HW	AD	BL	SY	CW	WB	CA	WC	SK	FR	CW	
