Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Ablett, Gary	2	1	1	1	1		1	2	1	-	2	1	-	-	1	-	2	1	2	1	3	-	1	1	-	25
Bartel, Jimmy	3	5	4	3	1	3	-	3	3	2	5	2	2	2	6	-	2		3	-	1	2	-	1	3	56
Blake, Mark	1	-	2	3	1	1	-	1	1	1	-	1	2	2	1	2	2				1	1	-			23
Byrnes, Shannon	-	2	-	-	-	-	1	-	-	-	-	-	1	1	1	-		2	2	-	2		1	4	-	17
Chapman, Paul	1	-	1	2	1	-	1	1	3	1	-	2		1	-	1	1	1	4	-	2	-	-	-	-	23
Corey, Joel	2	2	2	2										-		3	1	5	3		2	-	3	3	1	29
Djerrkura, Nathan			1																							1
Duncan, Mitch	-	1	2	3		1		2						2	-											11
Enright, Corey	2	3	6	3	1	4	2	-	4	4	3	2	6	4	1	1	5	-	2	2	3		4	3	3	68
Gamble, Ryan			1										-													1
Hawkins, Tom	1	-	1	3	1	3	-	2	1	-								4	2	-	4	-	1	-	1	24
Hogan, Simon					-	3	2	1		1	-	-		1	1	-						2				11
Hunt, Josh	2	-	5	4	2	4	4	2	5	7	4	2	4	3	4	7	7	-	1	5	2		3	5	3	85
Hunt, Taylor											2	1	-	3						1	2	-				9
Johnson, Steve	3	1	3	1	1	1	1	3	-	-	-	3	1				1	1	1	1	3	-	-	2	-	27
Kelly, James	-	4	5	1	2	1	-		3	1	5	5		3	1	1	1	2	3	2	1	1	5	2	3	52
Laidler, Jeremy																				6						6
Ling, Cameron	2	-	2	2	1	1	1	-	-	2		2	1		1	-	1	2	1			1	-	-	1	21
Lonergan, Tom	6	8	2	6	9	6	5	4	9	2	4	-	9	6	1	7	8	3	7			3		2	8	115
Mackie, Andrew	4	-	1	1	3	3	4	3	2	1	2	2	2	1	3	1	3	1	1	3		2	2			45
Menzel, Daniel																				1	1	-				2
Milburn, Darren	6			4	6	3	3	3	2	4	2	1	3	6	7		11	3	7	8	7	2	7	7	1	103
Mooney, Cameron	1	2		3	2	1	-	2	1	-	-		5			-	1	-	1	-	1	2	2	1	1	26
Motlop, Steven		-																								
Ottens, Brad	-	3		1	-	1									-	3	3	2	-	5		4	5	1	2	30
Podsiadly, James			2	-	-	-	1		1	1	2	6	1	2	3	3	2		1	-	1			-	1	27
Rooke, Max					-																					
Scarlett, Matthew	1	1					3	5	4				3	6	5	7	3	2	4	2	6	7	6	7	3	75
Selwood, Joel	4	1	1	1	3	4	-	3	-	3	5	1	1	2	1	3	3	4	3	3	1		-	3	2	52
Simpson, Dawson			4								2															6
Stokes, Mathew								2	-	2	3	1	3	3	1	-	1	-	-	1	-	2	3	1	1	24
Taylor, Harry	5	4	8	2	2	2	4	8	9	6	7	5	6		7	4	7	4	9		10	7	11	5	12	144
Varcoe, Travis						1	-	1	3	1	1	2	2	2	-	-	-	1	4	3	1	3	3	3	3	34
West, Trent												2	3	2				5								12
Wojcinski, David	3	2	1	1	5	-	1	2	2	-	4	4	2	1	-	5	1	2		4	-	1	3	-	1	45
Totals	49	40	55	47	42	43	34	50	54	39	53	45	57	53	45	48	66	45	61	48	54	40	60	51	50	1229
Opponent	ES	HW	FR	PA	CA	RI	SY	BL	CW	ME	WC	ES	SK	NM	HW	AD	BL	SY	CW	WB	CA	WC	SK	FR	CW	
