Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Ablett, Gary	3	5	3	4	4		1	3	2	3	3	3	1	4	6	2	1	6	4	2	2	2	4	2	1	71
Bartel, Jimmy	2	4	2	2	3	2	3	1	5	5	7	1	-	3	1	-	4		4	1	2	2	3	2	1	60
Blake, Mark	2	1	2	1	3	2	1	3	2	5	1	-	1	4	3	4	2				5	5	-			47
Byrnes, Shannon	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3		1	1	2	2		2	-	1	31
Chapman, Paul	3	3	-	3	1	2	2	1	2	4	2	1		2	1	2	6	1	2	2	2	3	2	3	2	52
Corey, Joel	5	3	4	3										4		1	3	-	2		2	3	2	3	5	40
Djerrkura, Nathan			1																							1
Duncan, Mitch	3	2	-	1		1		3						-	2											12
Enright, Corey	3	3	3	2	1	-	2	2	4	3	6	1	4	2	4	5	3	3	1	1	-		1	1	2	57
Gamble, Ryan			1										3													4
Hawkins, Tom	3	2	6	-	1	1	3	1	4	1								-	2	-	2	-	-	1	1	28
Hogan, Simon					-	5	1	2		3	3	3		1	1	3						3				25
Hunt, Josh	1	-	1	-	1	1	2	1	4	3	1	-	3	3	-	3	3	-	3	2	2		2	-	1	37
Hunt, Taylor											2	1	-	3						1	-	2				9
Johnson, Steve	3	4	2	2	2	1	3	4	3	2	2	1	3				4	1	3	3	2	4	5	3	3	60
Kelly, James	6	3	1	1	2	1	4		5	1	3	-		5	3	2	-	2	7	4	5	1	2	2	4	64
Laidler, Jeremy																				1						1
Ling, Cameron	4	3	3	3	5	2	4	3	2	3		4	6		4	1	2	1	2			-	3	2	3	60
Lonergan, Tom	1	1	3	3	3	1	2	5	3	2	2	-	1	1	2	2	-	2	1			1		-	1	37
Mackie, Andrew	3	3	2	3	3	2	2	2	3	2	3	3	1	5	3	1	2	3	3	2		1	1			53
Menzel, Daniel																				-	-	-				
Milburn, Darren	1			-	3	3	1	1	4	1	2	2	2	2	1		-	1	2	1	-	2	3	2	1	35
Mooney, Cameron	1	1		-	-	1	2	1	3	1	1		1			-	2	3	1	3	-	3	1	1	-	26
Motlop, Steven		-																								
Ottens, Brad	3	-		1	1	5									4	2	1	4	3	2		5	4	3	1	39
Podsiadly, James			3	2	1	1	2		2	-	3	3	2	1	2	1	2		2	1	2			2	1	33
Rooke, Max					2																					2
Scarlett, Matthew	1	2					-	2	1				4	-	2	2	1	2	-	2	3	3	2	-	3	30
Selwood, Joel	-	1	2	2	2	1	2	2	3	2	4	1	3	1	2	1	4	5	4	1	1		7	1	1	53
Simpson, Dawson			1								2															3
Stokes, Mathew								2	2	1	2	2	3	-	3	2	3	2	2	3	2	1	1	1	2	34
Taylor, Harry	1	1	1	3	-	1	2	-	3	-	1	-	-		2	2	-	-	2		2	2	2	1	-	26
Varcoe, Travis						2	-	-	5	-	2	-	1	2	2	2	1	3	4	1	4	2	-	1	1	33
West, Trent												4	2	-				3								9
Wojcinski, David	4	2	1	-	4	1	-	1	2	3	1	2	6	1	2	3	1	-		2	-	2	1	1	1	41
Totals	55	45	43	38	43	37	40	41	65	46	55	33	48	45	52	44	45	43	55	37	40	47	48	32	36	1113
Opponent	ES	HW	FR	PA	CA	RI	SY	BL	CW	ME	WC	ES	SK	NM	HW	AD	BL	SY	CW	WB	CA	WC	SK	FR	CW	
