Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Adkins, Damien	-	-	2	1	-	-	-							-	-	-	2	-	-	1	-	-	-	6
Banfield, Drew	-													1	2	-	-	-	2	2	1	-	3	11
Beeck, Zach																	2							2
Braun, Michael	3	3	1	-	5	2	2	-	2	-	2	-	2	2	1	2	3	2	3	4	4	2	3	48
Butler, Sam										-	1	3	2	4	4	1	3	2			3	4	1	28
Carroll, Trent	-	-	-	1	-						-	1	-											2
Chambers, Callum				1		3	2	3	1	-	2	-	-											12
Chick, Daniel	-	4	-	-					1	-	1	1	2	1		-	2	1	2	4	-	1	2	22
Cousins, Ben	7	3	7	3	6	8	3	3	6	3	2	5	5	2	2							3	4	72
Cox, Dean	3	6	1	2	2	1	2	2	2	3	2	2	3	4	2	1	2	4	4	2	3	2	7	62
Embley, Andrew	1	2	3	4	2	3	4	-	-	2	4	2							-	1	2	5	1	36
Fletcher, Chad	5	6	3	2	-	3		4	4	2	7	-	-	6	4	6	3	5	3	3	5	9	5	85
Gardiner, Michael	-	1	-																					1
Gaspar, Travis						1	-	-	-	-														1
Glass, Darren						1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	2
Green, Kasey	2	1	2		2	-	1																	8
Hansen, Ashley											-	-	-	-	-	-								
Humm, Jeremy	-	-					-	3	-															3
Hunter, Adam			3	2	-	-	-	1						1	1	-	1	1	1	1	2	-	2	16
Jakovich, Glen	-	-	1			-	1	1																3
Jones, Brett							-	-	-	1	1	-	-	1										3
Jones, Rowan	6	-	1	1	-	3						5	1	-	1	2	-	1	1	4		4		30
Judd, Chris	7	5	8	4	7	2	4	7	12	7	6	4	4	10	4	8	2	3	1	5	5	9	5	129
Kerr, Daniel		4	2	4	3	3	4	1	1	5	5	6	4	3	1	3	4	6	1	2	5		1	68
Lynch, Quinten	-	-	-	1	2	-		-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	5
Matera, Phillip	1	1	-	-	-	-	-	1	-	1	-	-	-	1	2	-	-	-	-	1	1	2	-	11
McDougall, Andrew	-	-	2	-	-		2	-	-	1	-	-	1	-	1	-		-	-	1	-	-	-	8
Morrison, Chad	1	1	-	-	1	3			2				3	-	-	2	2	1	2	-	2	-	2	22
Nicoski, Mark					1	1	1	1	-	1	-	-	-	2	-									7
Sampi, Ashley	2	1	2	1	5	1	-	1	3	1	1		-	-	1	1	1	4	4	3	-	-	2	34
Seaby, Mark				-	2	-				3	-	1	-	1	1	1	-	-	1	1	-	2	3	16
Selwood, Adam							2	2	-															4
Staker, Brent	1	-		-	1		1	1	1	-	1	-					1	1	1	-	-	-	-	9
Waters, Beau			1	1	-					-						-	2	2	-	-	1			7
Wirrpanda, David	-	-	-	-	2	1	3	4	-	1	2	2	-		-	2	-	2	1	1	-	-	1	22
Wooden, Josh															-	5	2	-	2	2	2	-	2	15
Totals	39	38	39	28	41	36	32	35	35	31	37	32	28	40	27	34	32	35	29	38	37	43	44	810
Opponent	WB	PA	ES	BL	CA	FR	ME	SY	SK	RI	CW	AD	KA	GE	HW	ES	PA	WB	BL	CA	FR	ME	SY	
