Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Adkins, Damien	-	-	-	-	1	-	1							-	-	1	1	2	-	1	-	-	1	8
Banfield, Drew	-													-	-	-	1	-	1	-	1	2	-	5
Beeck, Zach																	1							1
Braun, Michael	1	-	1	-	1	2	-	1	-	-	2	2	2	3	1	1	1	2	1	-	-	1	1	23
Butler, Sam										-	-	-	-	-	-	-	1	1			1	1	-	4
Carroll, Trent	-	1	3	1	-						1	1	-											7
Chambers, Callum				-		-	-	-	1	-	-	3	-											4
Chick, Daniel	-	1	2	-					1	-	2	-	1	2		1	-	2	1	1	1	-	1	16
Cousins, Ben	1	2	2	2	1	-	3	-	-	-	-	1	1	-	2							1	-	16
Cox, Dean	1	2	-	1	1	-	-	1	-	1	1	2	2	2	2	-	2	1	2	2	3	1	4	31
Embley, Andrew	1	-	2	-	1	1	-	-	2	-	-	-							-	-	1	-	2	10
Fletcher, Chad	-	2	1	-	-	1		-	1	-	1	-	-	1	-	-	1	-	-	-	-	1	1	10
Gardiner, Michael	-	-	-																					
Gaspar, Travis						1	1	1	4	-														7
Glass, Darren						-	1	1	1	1	1	2	-	-	1	-	1	1	-	1	-	-	1	12
Green, Kasey	-	1	1		-	1	-																	3
Hansen, Ashley											-	-	1	2	1	-								4
Humm, Jeremy	1	-					-	-	-															1
Hunter, Adam			2	-	-	-	-	1						1	1	1	-	-	1	-	1	-	-	8
Jakovich, Glen	-	1	-			-	2	1																4
Jones, Brett							-	1	2	-	1	2	1	-										7
Jones, Rowan	1	1	-	-	1	1						-	-	1	-	1	1	2	-	-		1		10
Judd, Chris	1	1	2	1	-	-	-	1	-	-	1	1	3	-	1	1	1	1	1	2	-	1	2	21
Kerr, Daniel		-	-	3	-	5	2	2	1	-	1	2	-	1	1	1	2	2	1	-	1		1	26
Lynch, Quinten	-	-	1	2	-	-		1	1	-	1	-	-	-	1	-	-	1	1	-	1	-	2	12
Matera, Phillip	-	-	1	1	-	-	3	1	1	1	-	1	-	-	-	-	-	1	-	-	1	-	-	11
McDougall, Andrew	1	-	2	-	1		-	-	-	-	-	1	2	-	1	-		1	1	-	-	1	-	11
Morrison, Chad	1	-	1	2	2	1			-				2	-	1	-	1	-	-	1	-	1	-	13
Nicoski, Mark					1	-	-	-	1	1	1	1	-	1	-									6
Sampi, Ashley	-	1	-	1	1	-	-	-	-	-	1		-	-	-	1	-	2	1	1	-	1	-	10
Seaby, Mark				1	1	-				-	-	1	-	-	1	1	-	1	1	-	-	-	1	8
Selwood, Adam							1	-	1															2
Staker, Brent	1	2		-	-		-	-	-	1	-	-					-	-	-	-	-	-	-	4
Waters, Beau			-	2	-					-						-	-	-	-	-	1			3
Wirrpanda, David	-	-	-	1	-	-	-	-	-	-	-	-	1		-	-	1	1	-	-	2	-	1	7
Wooden, Josh															1	1	-	-	-	-	1	-	-	3
Totals	10	15	21	18	12	13	14	12	17	5	14	20	16	14	15	10	15	21	12	9	15	12	18	328
Opponent	WB	PA	ES	BL	CA	FR	ME	SY	SK	RI	CW	AD	KA	GE	HW	ES	PA	WB	BL	CA	FR	ME	SY	
