Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Adkins, Damien	-	-	-	-	-	-	-							-	-	-	-	-	-	-	-	-	-	
Banfield, Drew	-													-	-	-	-	-	-	-	-	-	-	
Beeck, Zach																	8							8
Braun, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Butler, Sam										-	-	-	-	-	-	-	-	-			-	-	-	
Carroll, Trent	-	-	-	1	-						1	-	-											2
Chambers, Callum				-		-	-	-	-	-	-	-	-											
Chick, Daniel	-	1	-	-					1	-	-	-	-	-		-	-	-	-	1	-	-	-	3
Cousins, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-							-	-	
Cox, Dean	15	13	29	24	27	12	22	27	29	11	27	19	20	34	25	23	8	16	23	18	21	32	37	512
Embley, Andrew	1	1	2	1	-	-	2	-	1	3	1	4							-	1	-	2	1	20
Fletcher, Chad	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1
Gardiner, Michael	21	15	-																					36
Gaspar, Travis						1	-	3	2	-														6
Glass, Darren						-	-	1	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	3
Green, Kasey	-	1	-		-	-	-																	1
Hansen, Ashley											-	-	-	-	2	-								2
Humm, Jeremy	-	-					-	-	-															
Hunter, Adam			-	-	1	-	-	-						-	-	-	2	1	3	-	-	-	2	9
Jakovich, Glen	-	-	-			-	2	1																3
Jones, Brett							-	-	-	-	-	-	-	-										
Jones, Rowan	-	-	-	-	-	2						-	1	-	-	-	-	-	-	-		-		3
Judd, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	2
Kerr, Daniel		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-		-	1
Lynch, Quinten	-	-	2	1	-	-		-	1	-	-	-	1	-	1	-	-	1	-	2	-	-	-	9
Matera, Phillip	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McDougall, Andrew	-	-	8	-	1		2	7	4	-	-	-	-	-	-	2		-	-	-	1	-	-	25
Morrison, Chad	-	-	-	-	-	-			-				-	-	-	-	-	-	-	-	-	-	-	
Nicoski, Mark					-	-	-	-	-	-	-	-	-	-	-									
Sampi, Ashley	-	-	-	-	-	-	-	-	-	-	-		-	-	-	1	1	-	-	-	-	-	-	2
Seaby, Mark				15	8	10				20	10	10	22	8	9	13	4	12	7	14	8	14	15	199
Selwood, Adam							1	2	1															4
Staker, Brent	-	-		1	-		-	1	-	-	-	-					-	-	-	-	-	-	-	2
Waters, Beau			-	-	-					-						-	-	-	-	-	-			
Wirrpanda, David	-	-	-	-	-	-	-	-	-	-	-	-	1		-	-	-	-	-	-	-	-	-	1
Wooden, Josh															-	-	-	-	-	-	-	-	-	
Totals	37	31	41	43	37	25	29	42	40	34	39	33	45	43	37	40	23	30	34	38	30	48	55	854
Opponent	WB	PA	ES	BL	CA	FR	ME	SY	SK	RI	CW	AD	KA	GE	HW	ES	PA	WB	BL	CA	FR	ME	SY	
