Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Alessio, Steven	4	-	5	1	4	3	5	6	5	1		4		2			-	1	2	2					45
Bannister, Jordan	-	-		4	2		1																		7
Barnard, Paul		-	2		2		1	2			2	-	2		2		3							1	17
Bolton, Mark				2	1	-	1	-	-	1	2	2	-	-	1	1	1	1	-	2	1	-	2	-	18
Bullen, Marcus									2	2	5	2	2	1	3	1	2	-	1	1	2	2	1	-	27
Cupido, Damian	-	-	1	-	1	-		1	-	-	-	-	1	1	1	1	-	-	-	-	-	-	-	-	7
Davies, James								2		1															3
Fletcher, Dustin		1	-			-						1	-	-	-	-	-	-	1	-		-	1		4
Forster-Knight, Robert	2									4	1				2										9
Harvey, Shane				1	-		-														1				2
Haynes, Ben																		-	1	1	1	-	1	1	5
Henneman, Aaron																1				-	2	1	4	1	9
Hille, David	2	3	1	6	-	-	-	2	3	10	4	1	2	3	2	4	1	-	1	1	7	1	5	5	64
Hird, James	5	2	3	3	5	4	-						3	3	8	3		5	2	3	2	4	6	2	63
Jacobs, Danny	1	-	-	-	1	2	1	1	-	-	2	-	1	-	-	-	1	2	1	-	1	1	-	2	17
Johnson, Jason	3	5	4	8	8	5	5	4	-	4	5	2	1	8		2	7	2	5		1	3	6	2	90
Johnson, Mark	1	1	4	1	-	2	1	4	7	4	9	1	3	1	2	2	2	4	7	8	9	2	6	1	82
Lloyd, Matthew	-	-	-	-	-	1	-			1	1	-	-	-	-	-	-	-	1	-	1	1	-	-	6
Lucas, Scott	1	-	-	-	-	-	-	-	-	-	1	-	-	-	3	-	1	-	-	-	-	-	-	-	6
McGrath, Cory						-		-	1	1					2				-	2			-	-	6
McPhee, Adam	-	1	1	-	1	3	1	1	1	1	3	-	1	-	2	4	-	-	2	-	1	2	3	1	29
McVeigh, Mark	-	2	-	-	-	-	1	5	-	-	-	-	1	6	-	1	1	-	-	-	1	1	1	-	20
Mercuri, Mark	-	-	-	3			1	4	-	-	3	2					2	1	1	2	1	1			21
Misiti, Joe	3	4	2		3	4	2	3	9		2	13	4	-		3	5	3	2	2	2	1	3	2	72
Peverill, Damien	2	1	4	3	-	3	1	4	-		4	-	2	2	6	4	1	6	3	5	1	2	9	2	65
Ramanauskas, Adam	2	2	2									1	2	3	2	2	2	1							19
Reynolds, Joel	-	-	-	-	4	1	-	-	1	1	-		-	-	-										7
Richards, Ted				-	-			-	1	-	1			1	-	-					-				3
Rioli, Dean	6	5	2	2	3	-			1	4	3	2				2	4	2		-	-	5	2	2	45
Solomon, Dean	-	1	2	1	-	1	2	2	2	-	3	-	1	4	4	2	1	2	2	-	3	-	-	1	34
Walsh, Darren				1		-																			1
Watson, Jobe													-												
Wellman, Sean	-	1	-			-	2	2	-	-	-	-	2	1	1	-	2	2	-			3	1	-	17
Welsh, Andrew	-		-	-	1	4	1	-	-	-	-	1	1	3	1	1	-		1	-	1	1	-	1	17
Winderlich, Jason							-	-	1																1
Totals	32	29	33	36	36	33	26	43	34	35	51	32	29	39	42	34	36	32	33	29	38	31	51	24	838
Opponent	BL	ME	CA	WB	CW	FR	RI	HW	PA	WC	SY	KA	GE	SK	AD	BL	ME	CA	WB	RI	FR	CW	FR	PA	
