Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Alessio, Steven	-	-	2	-	-	2	1	-	-	-		1		-			-	-	1	-					7
Bannister, Jordan	-	-		-	-		1																		1
Barnard, Paul		-	-		1		1	1			-	-	1		-		-							-	4
Bolton, Mark				-	1	1	3	-	1	-	1	-	1	-	-	-	-	-	1	-	1	1	1	2	14
Bullen, Marcus									-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	2
Cupido, Damian	-	-	1	-	1	-		-	-	1	-	-	2	-	-	1	-	-	-	-	-	-	-	1	7
Davies, James								-		-															
Fletcher, Dustin		1	-			-						1	-	2	1	-	1	1	-	2		-	1		10
Forster-Knight, Robert	-									-	-				-										
Harvey, Shane				-	-		-														-				
Haynes, Ben																		-	-	-	-	-	-	-	
Henneman, Aaron																1				2	-	-	-	-	3
Hille, David	-	-	-	2	1	-	-	4	-	-	-	1	1	2	-	2	-	-	1	-	2	-	-	1	17
Hird, James	-	-	2	-	-	-	-						-	-	2	2		1	3	1	3	1	1	-	16
Jacobs, Danny	-	-	1	2	1	2	1	2	5	-	-	4	2	-	-	1	1	1	1	2	1	-	1	1	29
Johnson, Jason	-	-	-	-	-	-	-	1	-	-	-	-	-	-		1	-	-	-		-	-	-	-	2
Johnson, Mark	-	-	-	-	-	-	1	-	1	-	-	3	-	-	-	1	-	-	-	-	-	1	1	-	8
Lloyd, Matthew	1	3	2	2	5	1	3			2	1	4	3	4	-	2	-	1	7	3	1	-	2	-	47
Lucas, Scott	-	1	-	-	-	-	2	3	1	1	1	-	1	3	2	3	-	4	1	2	3	-	1	1	30
McGrath, Cory						1		-	2	-					-				-	-			-	-	3
McPhee, Adam	-	-	-	1	1	-	1	-	-	-	-	-	1	-	-	1	-	1	-	-	1	-	2	-	9
McVeigh, Mark	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	1	-	4
Mercuri, Mark	-	-	-	1			1	1	2	-	1	-					-	-	-	2	-	-			8
Misiti, Joe	-	-	-		1	-	-	-	-		-	-	-	-		-	-	-	-	1	-	-	-	-	2
Peverill, Damien	-	1	-	1	-	-	1	-	1		1	-	-	-	-	1	2	-	-	-	1	-	2	-	11
Ramanauskas, Adam	-	-	-									-	-	-	-	2	-	-							2
Reynolds, Joel	-	1	1	-	-	-	1	1	-	3	-		-	-	-										7
Richards, Ted				1	-			2	2	-	-			1	1	-					-				7
Rioli, Dean	1	-	1	-	1	-			-	-	-	2				-	-	1		1	-	-	-	2	9
Solomon, Dean	-	1	-	1	2	1	2	-	1	-	-	1	1	-	2	-	-	2	1	1	1	1	-	-	18
Walsh, Darren				1		-																			1
Watson, Jobe													-												
Wellman, Sean	2	3	-			1	-	1	-	1	-	2	1	1	-	1	-	-	1			-	-	1	15
Welsh, Andrew	1		-	1	3	1	1	-	-	1	-	-	-	-	1	-	-		-	-	-	2	1	-	12
Winderlich, Jason							-	-	1																1
Totals	5	11	10	13	19	10	20	16	17	9	5	20	15	13	9	20	4	12	18	17	14	6	14	9	306
Opponent	BL	ME	CA	WB	CW	FR	RI	HW	PA	WC	SY	KA	GE	SK	AD	BL	ME	CA	WB	RI	FR	CW	FR	PA	
