Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Brown, Mitch	3	-	1	-	-						-	-	-		3	1	4	3	3				18
Butler, Sam	5	-							3	4	1												13
Cox, Dean	-	-	1	-	1	-	-	2	1	-	1	3	2	1	1	3	1	1	4	3	-	-	25
Dalziell, Bradd			1	2	1		1				1	3	4	3									16
Ebert, Brad	-	2	2	2	3	2	2	4	4	1	3	-	2	1	2	2	3	1	-	-	2	-	38
Embley, Andrew	2	1	2	2	1	1			1	2	3	2	3	-	3	1	3	1	1	2	1	2	34
Glass, Darren	-	-	2	2	-	1	-	3															8
Hams, Ashton				-	1	-	1	-	-						-	-	-				1	-	3
Hansen, Ashley			-	-																			
Hurn, Shannon	9	3			5	5	6	3	4	1	8	6	-			6	-				4	4	64
Jones, Brett	3	5	1	4	2	1						1			4			3	3				27
Jones, Jordan																					1	2	3
Kennedy, Josh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1
Kerr, Daniel	2	1	-	-																			3
LeCras, Mark	-		-	-	-	-	1	1	-	-	-	-	1	-	4	-	-	-	-	-	-	-	7
Lynch, Quinten	-					-	-	2	-	1			-	-	-	1	-	-	1	-			5
Mackenzie, Eric	3	-				2	4	3	4	1	-	3	3	2	4	1	3	2		5	4	2	46
Maister, Beau									1	2	3	-	3	4									13
Masten, Chris	2	-	-	1	-	-								1	2	-	1	-			2	-	9
McGinnity, Patrick	2	1		2	-	1	1	1	-	2		2	2	1				1	1	1	-	-	18
McKinley, Ben						-	-	1	-	-	-	-	-	-					-				1
Naitanui, Nic	1	1	-	1	1	1	-	2	-	-	-	1	3	2	-	-	1	-	1	-	-	1	16
Nicoski, Mark	1	-					1	1		-		-											3
Priddis, Matt	1	-	2	2	-	-	-	3	2	1	3	1	-	2	1	1	1	2	2				24
Rosa, Matt			2	1	3	4	1	1	1	5	1	1	1	3	5	1	3	1	-	2	5	2	43
Schofield, Will			5	4	1	1	1	2	2	-	1	1	5	3	4	-	2	2	4	5	3	3	49
Selwood, Adam	1	2	-	-	1	2	3	1	2	2	-			1	-	7	1			1			24
Selwood, Scott		-	2	2	-	1		-	1	3	-	-	1	-	1	1	-	1	3	2	-	-	18
Sheppard, Brad							-	-	3	2	1	2	5	3	3	3	-	1	1	-			24
Shuey, Luke	-	-	1																	2	1	3	7
Smith, Ashley															5	3	5	5	1	3	3	1	26
Spangher, Matthew		1	3	2	3														5	6	5	3	28
Stevens, Koby													-						-	1	-	1	2
Stevenson, Lewis					4		4	2			2	3			1	-	1	-	1				18
Strijk, Andrew													-	1	-	-	-	2	1	-	2	-	6
Swift, Tom	1	-	-			1	1	1	-	1	3			1				1	1	1			12
Waters, Beau	4	5	6	8	3	2	-	1	1	2	3	2	5	1	2	3	4	4		2	2	4	64
Wilson, Callum																				-	-	-	
Totals	40	22	31	35	30	25	27	34	30	30	34	31	40	30	45	34	33	31	33	36	37	28	716
Opponent	BL	PA	NM	ES	SY	FR	HW	ME	SK	CA	GE	RI	WB	CW	AD	ES	CA	FR	BL	PA	NM	GE	
