Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Bentley, Greg			3	1	2	2	2	3	-	2			1	4	3			2								25
Boak, Travis												1	-	5	1	3	3	-	5	3	-	3	1	5	2	32
Brogan, Dean	-	1	1				-	-			-	1	-	2	-	-	2			1	-	1	-	-	-	9
Burgoyne, Peter		3	2	2	4	3	6	4	1	3	4	1	2	1	3	3	3	1	2	3	3	4	8	2	4	72
Burgoyne, Shaun	3	5	1	7	5	1	3	4	-	3	4	5	4	3	-	3	5	4	7	3	2	2	-	4	2	80
Carlile, Alipate														-	-	-	1	-	-	-		-	-			1
Cassisi, Domenic	2	5	2	1	1	-	4	2	3	-	1	3	4	4	3	4	3	1	1	-	4	2	1	-	1	52
Chaplin, Troy	-	2			-	-										-	2	2	1	1	-	-	3	3	1	15
Cockshell, Adam	3	-																								3
Cornes, Chad	2	3	8	3	4	3	3	3	3	3	5	5	-	5	10	11	1	4	2	4	9	8	4	5	6	114
Cornes, Kane	6	7	1	4	2	2	1	5	2	3	4	6	1	3	6	8	2	1	2	3	1	2	1	3	2	78
Deluca, Fabian									-	-									-							
Ebert, Brett	3	2	1	4	1	3	4	1	4	4	2	3	5	1	6	2	5	6	3	2	3	5	4	1	1	76
Gray, Robbie										2	2	4	2			-										10
Krakouer, Nathan	1	3	-	2	3	3	2		3		2						3	2								24
Lade, Brendon	4	-	5	2	2	1	1	1	2	-	2	1	2	1	2	1	4	1	3	3	3	6	3	3	1	54
Logan, Tom	4	3	2	-																	1	1	1	6	2	20
Lonie, Nathan	4	2	6	2	7	2	4	3	1	2			4	4	7	3	-	2	5							58
Mahoney, Josh		1	2	3	3	-	2	1						3												15
Motlop, Daniel	2					4	1	5	-				7	3	3	1	4	1	2	2	3	2	2	4	1	47
Pearce, Danyle	7	6				3	5	1	6	7	5	4	4		6	5	3	9	5	9	3	1	4	5	5	103
Pettigrew, Michael	1	1	2	1	2	-	-	3	-	1	2	1	3	1	1	1	5	-	2	1	2	1	1	2	3	37
Rodan, David	2	7	5	-	4	5	3	4	2	4	5	2	1	4	4	4	4	1	2	-	3	1	3	4	-	74
Salopek, Steven	3	6	4	-	4			1	2	4	4	1								3	2	3	2	2	4	45
Surjan, Jacob	2	4	-	-	4	5	2		2	3	3	4	1	1	1	3	2	1	3	2	-	2	1	1	-	47
Symes, Brad				3	1			4		-	3	-													1	12
Thomas, Matt						1	1	2	-																	4
Thomson, Adam														5	1		2	1	3	1						13
Thurstans, Toby	1	1	1	2	1	2	-	2	1	-	-	2	-	1	1	2	1	-	-	-	1	-	-	1	-	20
Tredrea, Warren			3	4	5	1	2	-	2	1	1	3	3	1	6	5				1	1	2	4	5	1	51
Wakelin, Darryl	-		-	-	-	-	-	-	-	-	1	-	-								-			-	-	1
Westhoff, Justin										1	-	2	2	1	2	2	3	1	-	1	4	-	2	3	1	25
White, Damon	5	3	1	4	3	4	2	1	3	1	3	2							5							37
Wilson, Michael	1	1	1	3	1						1	3	-	1	-	2	2	-	1	2	1	1	5	-		26
Totals	56	66	51	48	59	45	48	50	37	44	54	54	46	54	66	63	60	40	54	45	46	47	50	59	38	1280
Opponent	FR	KA	AD	CW	SK	ME	RI	SY	GE	HW	CA	ES	BL	WB	WC	RI	ME	AD	CA	HW	GE	FR	WC	KA	GE	
