Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Bentley, Greg			-	2	1	-	2	-	2	-			1	2	4			2								16
Boak, Travis												3	3	6	-	2	-	4	-	4	1	1	1	6	3	34
Brogan, Dean	4	2	-				3	2			3	2	3	2	3	2	1			3	3	1	3	5	3	45
Burgoyne, Peter		2	1	4	3	3	1	1	6	1	4	1	4	4	4	1	3	6	1	4	3	5	2	1	5	70
Burgoyne, Shaun	3	1	3	4	-	1	1	3	-	-	1	1	1	2	1	3	3	6	2	2	5	1	3	2	4	53
Carlile, Alipate														2	1	1	1	1	1	-		1	1			9
Cassisi, Domenic	2	5	-	8	2	-	-	2	2	5	3	7	8	7	1	3	2	6	3	2	5	2	4	2	5	86
Chaplin, Troy	-	1			4	1										1	3	-	1	1	2	1	2	2	3	22
Cockshell, Adam	4	-																								4
Cornes, Chad	-	1	1	2	4	1	3	5	2	2	4	3	4	3	3	5	1	1	2	3	6	2	5	5	5	73
Cornes, Kane	5	2	2	4	3	4	-	5	4	4	4	5	-	-	1	2	2	2	6	3	7	2	4	2	4	77
Deluca, Fabian									1	3									2							6
Ebert, Brett	3	1	4	1	3	3	1	2	3	4	2	-	3	1	3	3	2	3	2	1	3	1	1	2	2	54
Gray, Robbie										2	2	3	2			-										9
Krakouer, Nathan	2	1	3	2	-	2	2		2		1						2	2								19
Lade, Brendon	-	-	2	-	1	4	1	2	3	2	1	-	6	4	1	3	3	4	3	7	3	5	3	3	-	61
Logan, Tom	-	2	1	2																	3	4	-	-	-	12
Lonie, Nathan	1	1	2	2	-	1	2	3	2	1			-	1	-	-	3	3	2							24
Mahoney, Josh		1	3	1	1	4	1	-						3												14
Motlop, Daniel	1					3	2	4	1				8	6	2	8	3	1	3	3	1	3	5	-	2	56
Pearce, Danyle	2	1				1	4	-	5	7	3	-	-		2	4	2	3	6	5	1	1	4	2	1	54
Pettigrew, Michael	7	3	-	4	-	1	-	-	2	-	3	1	-	1	2	2	1	1	-	4	3	1	2	5	6	49
Rodan, David	4	2	-	2	3	1	1	3	-	3	1	1	2	3	-	-	1	7	1	1	-	2	-	2	-	40
Salopek, Steven	1	2	1	2	4			-	-	-	3	-								2	1	1	-	3	-	20
Surjan, Jacob	4	1	1	4	1	1	2		4	-	2	5	-	1	1	1	2	-	3	2	-	1	-	2	2	40
Symes, Brad				5	2			2		3	5	2													3	22
Thomas, Matt						3	1	2	7																	13
Thomson, Adam														4	-		4	4	-	2						14
Thurstans, Toby	2	2	3	1	1	1	1	2	2	2	1	-	3	1	1	1	3	-	1	2	3	-	1	1	3	38
Tredrea, Warren			3	4	2	-	1	4	2	-	2	1	2	1	3	-				-	1	1	1	-	2	30
Wakelin, Darryl	3		-	2	4	2	2	-	-	1	-	3	-								2			-	3	22
Westhoff, Justin										3	2	-	2	-	2	2	1	3	2	2	-	2	3	2	2	28
White, Damon	3	1	2	-	2	-	1	2	2	1	4	-							3							21
Wilson, Michael	4	2	2	3	2						2	3	7	4	1	3	3	3	1	-	1	3	5	1		50
Totals	55	34	34	59	43	37	32	44	52	44	53	41	59	58	36	47	46	62	45	53	54	41	50	48	58	1185
Opponent	FR	KA	AD	CW	SK	ME	RI	SY	GE	HW	CA	ES	BL	WB	WC	RI	ME	AD	CA	HW	GE	FR	WC	KA	GE	
