Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Bentley, Greg			3	1	-	1	-	1	-	-			-	-	-			1								7
Boak, Travis												-	-	2	2	1	3	-	3	1	2	1	1	-	-	16
Brogan, Dean	1	-	-				-	-			-	-	-	1	-	-	-			-	-	-	-	-	-	2
Burgoyne, Peter		4	8	-	-	2	4	1	-	1	1	3	5	1	7	11	12	-	3	4	2	7	10	12	8	106
Burgoyne, Shaun	3	2	2	-	-	1	1	5	1	-	1	1	3	-	-	3	1	1	1	-	-	2	-	1	4	33
Carlile, Alipate														-	1	-	6	-	-	-		-	-			7
Cassisi, Domenic	-	2	-	1	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	4	1	12
Chaplin, Troy	-	1			-	-										-	2	-	1	1	-	1	-	1	2	9
Cockshell, Adam	-	-																								
Cornes, Chad	-	-	-	-	1	1	2	-	1	1	-	-	1	-	1	2	-	-	3	-	1	1	4	1	2	22
Cornes, Kane	1	1	-	-	1	1	-	-	1	1	-	1	-	-	-	3	6	-	5	1	4	-	-	-	-	26
Deluca, Fabian									-	-									-							
Ebert, Brett	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Gray, Robbie										-	-	-	-			-										
Krakouer, Nathan	2	-	1	-	-	5	1		-		-						1	-								10
Lade, Brendon	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	4	-	-	-	2	-	-	10
Logan, Tom	-	-	-	1																	-	-	-	7	-	8
Lonie, Nathan	2	3	3	-	1	2	1	-	-	3			2	3	2	1	4	-	2							29
Mahoney, Josh		-	-	-	-	-	4	-						-												4
Motlop, Daniel	-					1	4	1	-				2	-	-	-	-	1	-	-	-	1	-	1	-	11
Pearce, Danyle	2	2				-	5	-	4	3	2	4	4		8	5	6	2	2	1	2	-	1	6	6	65
Pettigrew, Michael	-	1	2	2	-	-	1	5	1	2	5	4	3	2	7	7	13	-	7	3	5	-	3	6	6	85
Rodan, David	3	4	1	2	2	-	3	1	4	1	3	2	1	-	11	-	3	6	8	2	3	3	8	7	-	78
Salopek, Steven	6	2	6	1	-			-	-	1	3	-								2	2	1	-	1	1	26
Surjan, Jacob	-	2	5	-	1	4	3		1	-	1	1	1	2	2	4	2	1	-	-	3	1	-	-	-	34
Symes, Brad				-	-			1		-	3	-													-	4
Thomas, Matt						-	-	-	-																	
Thomson, Adam														-	-		1	-	-	-						1
Thurstans, Toby	-	-	-	-	-	4	1	2	1	1	-	-	3	-	-	1	4	-	-	-	-	-	4	1	-	22
Tredrea, Warren			-	-	-	1	-	-	-	-	-	-	-	-	-	-				-	-	-	-	1	-	2
Wakelin, Darryl	-		-	-	7	3	1	5	-	1	-	2	3								2			7	-	31
Westhoff, Justin										-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1
White, Damon	1	1	-	-	-	1	-	-	1	-	-	-							-							4
Wilson, Michael	2	-	1	-	-						-	5	-	-	-	-	4	-	1	2	2	-	7	-		24
Totals	24	25	33	8	14	27	31	23	15	15	19	23	28	11	41	38	70	12	40	17	29	19	41	56	30	689
Opponent	FR	KA	AD	CW	SK	ME	RI	SY	GE	HW	CA	ES	BL	WB	WC	RI	ME	AD	CA	HW	GE	FR	WC	KA	GE	
