Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Allison, Brett	-	-	-	-	2	3	3	3	1	1	3	2	-	-	-	1	-	4	5	2	2	2	2	2	1	39
Anderson, Stuart										-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Archer, Glenn			1	2	-	-	-	-	-	3	6	3	-	2	-	-	1	2	-	1	-		-	4	3	28
Armstrong, Matt	1	1	-	-	1	-	-	-	-	2	1	-	-	1	1	1	1	-	-	-	1	1	-	1	-	13
Barnett, John		1													-											1
Blakey, John	-	-	-	-	-	2	-	-	1	-	-	-	-	-	1	-	-	-	-	-	1	3	2	1	-	11
Campbell, Warren	-	-					1	-		1	-	1	1													4
Capuano, Matthew	-	-	-	1	-	-	-	1	1	-	-	1	1	-	-											5
Carey, Wayne	2	3	-	2	-	4	3	2	2	7	6	3	4	3	2	1	2	2	5	1	2	3	5	-	1	65
Clarkson, Alastair		-			-	-																				
Crocker, Darren																					1	4			-	5
Daniltchenko, Jason		-			-					-	-	-	-	-		1	-									1
Dwyer, Anthony																					1	3	-	-		4
Fairley, Ian				-	-	-	-		-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	
Freeborn, Glenn					-													-	-	-	2	-	-	2	-	4
Geister, Paul																						-	-	-		
Ishchenko, Alex	-		-					-	-							-	-	-	-	-						
King, David	-	-	-	-	1	-	-	-	-	1	-	-	-				1	-	1	-	1	2	-	1	-	8
Laidley, Dean	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Longmire, John	2	6	1	1	-	3	4		-			-	3	7	2	1	2	2	3	3	5	4	5	3	1	58
Martyn, Mick	-	-	-	-	1	-	-	-		-	-			-						-	-	-	-	-	1	2
McAdam, Adrian								2																		2
McKernan, Corey	-	1	-	1	1	-	-	1	2	1	1	1	-	1	2	-	3	-	-	1	-	-	-	3	-	19
Nichols, Trent	3	1	1	1		-	-	-	-					3	1	1									-	11
Pyman, Robert																	-	-		-						
Reynolds, Keenan	-	-	-	2	-				-						-	-	-									2
Roberts, Mark	1	-	-	-		5	-	2	1	-	-				-	-	1	-	-	5	-	1	-	-	-	16
Rock, Anthony	2		-	1	1	2	-	1	1	1	2	1	1	1	-	-	-	1	1	-	1	1	-	-	1	19
Schwass, Wayne	-	-	-	1	-	1	3	-	1	-	-	1	1	-	1	1	1	2	1	-	-	4	1	-	-	19
Scott, Robert	-	1	1	1	-	-	2	-	1	-	-	2	2	-	-	-	-	1	-	2	-	1	2	1	-	17
Sholl, Craig	-	-	-	-		-	-	-	-			-	-	-	-	-				-	-	1	-	-	-	1
Simpson, Adam																		-	-							
Smith, Ross	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2
Stevens, Anthony	-	2	1	-	-	1	1	3	1	-	1	2	1	-	-	-	-	1	-		-					14
Stevens, Mark										2	2	3	3	-	2	-			-							12
Totals	11	16	5	13	7	22	17	15	12	19	22	20	18	18	12	7	12	15	16	15	17	30	17	18	8	382
Opponent	AD	ME	WC	RI	CA	HW	FI	FO	GE	ES	FR	BB	SK	CW	SY	AD	ME	WC	RI	CA	HW	FI	RI	WC	CA	
